N	3gram	Nazirov_Tv_1	FransuaR
1	то же время	12	10
2	в то же	13	10
3	до сих пор	1	8
4	мы уже говорили	1	7
5	в том что	6	6
6	и в то	2	5
7	уже говорили что	1	5
8	как и в	1	4
9	в настоящее время	1	3
10	таким образом и	1	3
11	в связи с	1	3
12	образом и в	1	2
13	бы то ни	1	2
14	что все это	3	2
15	в данном случае	2	2
16	но в то	4	2
17	с одной стороны	1	2
18	дело в том	3	2
19	и в романе	1	2
20	о том что	5	2
21	можно сказать что	2	2
22	с другой стороны	1	2
23	здесь нет ни	1	1
24	это уже не	2	1
25	еще далеко не	1	1
26	в первой части	1	1
27	по отношению к	1	1
28	как один из	1	1
29	мы узнаем что	1	1
30	и как раз	1	1
31	на самом деле	2	1
32	те и другие	1	1
33	мог не знать	1	1
34	вместе с тем	1	1
35	в отличие от	1	1
36	на самом же	1	1
37	время в его	1	1
38	не был понят	1	1
39	и в других	1	1
40	в ту же	1	1
41	он вовсе не	1	1
42	имел в виду	1	1
43	то ни было	1	1
44	но при этом	1	1
45	в году и	1	1
46	в известном смысле	1	1
47	четыре дня и	1	1
48	и будущего в	1	1
49	и наконец в	1	1
50	самом же деле	1	1
51	прошлого и будущего	2	1
52	только то что	1	1
53	не мог не	1	1
54	у него и	1	1
55	у него в	1	1
56	и как бы	1	1
57	не был бы	1	1
58	на протяжении всего	2	1
59	ее подлинный смысл	1	1
60	с самого начала	3	1
61	и в самом	1	1
62	заключается в том	1	1
63	в ту эпоху	2	1
64	один из самых	1	1
65	тоже своего рода	2	1
66	это как бы	3	1
67	и те и	1	1
68	к тому же	1	1
69	то же самое	1	1
70	в глубине души	1	1
