N	2gram	Bakhtin_Fr_3	Sovremen
1	не может	3	17
2	может быть	9	12
3	точки зрения	2	12
4	таким образом	10	11
5	мы не	2	9
6	в этом	15	7
7	и в	40	7
8	каждый раз	1	6
9	ничего не	1	6
10	как и	11	6
11	и не	13	6
12	в результате	1	6
13	и наконец	3	5
14	все эти	8	5
15	прежде всего	16	5
16	с точки	1	5
17	в условиях	2	5
18	в дальнейшем	2	4
19	нет и	1	4
20	в том	8	4
21	в целом	2	4
22	из них	4	4
23	так как	4	4
24	мы видели	3	4
25	не только	13	4
26	в развитии	1	4
27	с помощью	2	4
28	как бы	3	4
29	вместе с	3	4
30	это не	2	4
31	их в	3	4
32	а в	3	4
33	жизни и	4	4
34	ли мы	1	3
35	в первом	1	3
36	с самого	1	3
37	то же	7	3
38	между собой	1	3
39	видели что	1	3
40	отнюдь не	1	3
41	все же	2	3
42	еще не	3	3
43	но в	8	3
44	он в	2	3
45	в этой	3	3
46	в себе	3	3
47	уже в	2	3
48	как он	2	3
49	в наших	1	3
50	ведь это	1	3
51	в одном	7	3
52	в конце	3	3
53	в нем	5	3
54	при этом	3	3
55	было бы	4	3
56	а не	5	3
57	и потому	4	3
58	не в	1	3
59	все это	4	3
60	самого начала	1	3
61	не подлежит	3	3
62	одна из	3	3
63	и все	9	3
64	в системе	2	3
65	у нас	4	3
66	поэтому мы	1	3
67	и к	3	3
68	отличается от	1	3
69	в области	4	3
70	как известно	2	2
71	как мы	10	2
72	свою очередь	1	2
73	и есть	3	2
74	тем же	2	2
75	роль в	4	2
76	все те	1	2
77	той же	8	2
78	времени и	2	2
79	каждого из	1	2
80	на этом	2	2
81	для его	1	2
82	и даже	4	2
83	настоящее время	1	2
84	и что	1	2
85	на другом	1	2
86	на их	2	2
87	и во	4	2
88	подлежит сомнению	1	2
89	самом деле	3	2
90	в его	13	2
91	с этим	2	2
92	быть и	1	2
93	в самом	6	2
94	в которой	2	2
95	или же	2	2
96	что это	1	2
97	в нашем	4	2
98	из этих	2	2
99	с одной	1	2
100	со всеми	5	2
101	и они	2	2
102	так сказать	5	2
103	в виде	1	2
104	на его	2	2
105	мы знаем	2	2
106	всяком случае	1	2
107	у него	8	2
108	и по	1	2
109	отличие от	3	2
110	ее на	1	2
111	но все	3	2
112	то ни	1	2
113	или иной	2	2
114	в живом	1	2
115	условиях развития	1	2
116	такой же	1	2
117	в один	2	2
118	он должен	1	2
119	из которых	1	2
120	в отличие	3	2
121	знаем что	1	2
122	такого рода	3	2
123	задача эта	1	2
124	не менее	2	2
125	о значении	1	2
126	в настоящее	1	2
127	еще более	4	2
128	мы видим	5	2
129	в свою	1	2
130	не могут	1	2
131	что в	12	2
132	в таком	1	2
133	во всяком	1	2
134	новое время	1	1
135	правда не	3	1
136	и это	2	1
137	он ищет	1	1
138	жизнь человека	1	1
139	оно может	1	1
140	значении в	1	1
141	с жизнью	1	1
142	научной работы	1	1
143	на самом	3	1
144	это и	2	1
145	под руководством	2	1
146	здесь и	5	1
147	отношению к	2	1
148	так в	4	1
149	по преимуществу	2	1
150	и до	8	1
151	бы к	1	1
152	от всяких	1	1
153	в мире	4	1
154	можно было	3	1
155	от старого	2	1
156	мы уже	13	1
157	те же	5	1
158	из всех	4	1
159	есть не	1	1
160	здесь нет	2	1
161	во многом	1	1
162	мы имеем	1	1
163	еще в	3	1
164	мы в	1	1
165	что уже	1	1
166	поэтому в	2	1
167	если бы	3	1
168	и вообще	1	1
169	этот был	1	1
170	что иное	1	1
171	и живой	1	1
172	того же	2	1
173	мы ее	1	1
174	подчеркнуть что	1	1
175	о том	4	1
176	явлений как	1	1
177	в ней	4	1
178	одного из	2	1
179	принадлежит и	1	1
180	она всегда	1	1
181	на них	2	1
182	все его	1	1
183	иное как	1	1
184	быть в	2	1
185	же время	6	1
186	бы то	1	1
187	его в	1	1
188	с его	3	1
189	во всех	6	1
190	но конечно	2	1
191	раз и	1	1
192	данном случае	2	1
193	но не	2	1
194	к этому	6	1
195	которых в	1	1
196	но как	2	1
197	функций в	1	1
198	во втором	1	1
199	по отношению	3	1
200	во всей	3	1
201	вообще и	1	1
202	к концу	1	1
203	мы снова	1	1
204	в ту	7	1
205	сложное и	1	1
206	все время	1	1
207	к нему	2	1
208	форму и	2	1
209	один из	4	1
210	кроме того	3	1
211	к различным	1	1
212	сомнению что	2	1
213	одной из	2	1
214	только в	3	1
215	именно эта	1	1
216	в этот	2	1
217	то он	1	1
218	кончается в	1	1
219	всех деталях	1	1
220	до наших	2	1
221	но ведь	3	1
222	в известном	1	1
223	всего необходимо	3	1
224	и тот	1	1
225	конечно не	2	1
226	и у	2	1
227	только на	4	1
228	в следующих	2	1
229	в начале	3	1
230	и если	2	1
231	не принимает	1	1
232	в первых	1	1
233	чтобы он	1	1
234	поэтому из	1	1
235	он не	9	1
236	и еще	2	1
237	же они	1	1
238	и их	1	1
239	эти три	1	1
240	к одному	1	1
241	как одной	1	1
242	в корне	2	1
243	вовсе не	12	1
244	жизнью на	1	1
245	для них	1	1
246	как его	2	1
247	но что	1	1
248	много и	1	1
249	какой бы	2	1
250	одной и	2	1
251	бы все	1	1
252	т.е от	1	1
253	в основу	1	1
254	это конечно	1	1
255	обычно на	1	1
256	и только	1	1
257	а затем	1	1
258	из приведенных	1	1
259	в совершенно	1	1
260	в другом	3	1
261	и сделал	2	1
262	чем в	1	1
263	подлежит никакому	2	1
264	и т.п	10	1
265	до сих	4	1
266	с другой	2	1
267	именно в	2	1
268	здесь в	4	1
269	сказать несколько	1	1
270	и прежде	3	1
271	весь мир	1	1
272	такое же	1	1
273	ставит он	1	1
274	в новое	1	1
275	только к	1	1
276	ни в	4	1
277	не было	5	1
278	рядом с	2	1
279	ей не	1	1
280	все равно	1	1
281	на которых	1	1
282	этого не	1	1
283	и вся	1	1
284	громадную роль	2	1
285	несмотря на	1	1
286	развиваются в	1	1
287	должно быть	1	1
288	и следовательно	3	1
289	в связи	5	1
290	том что	4	1
291	в эту	4	1
292	этом случае	1	1
293	том как	1	1
294	и при	1	1
295	таким же	1	1
296	так же	1	1
297	и особенно	1	1
298	уже к	2	1
299	она в	1	1
300	никакому сомнению	2	1
301	представление о	2	1
302	то его	1	1
303	xix века	4	1
304	от его	1	1
305	в данном	4	1
306	в течение	2	1
307	и той	2	1
308	и другую	1	1
309	но эта	1	1
310	которые в	1	1
311	такую же	1	1
312	быть только	1	1
313	на различные	1	1
314	одновременно как	1	1
315	он ставит	1	1
316	и более	1	1
317	там где	3	1
318	его здесь	1	1
319	по себе	1	1
320	в своем	7	1
321	несколько слов	1	1
322	в любом	1	1
323	сих пор	4	1
324	измененном виде	1	1
325	но они	1	1
326	с ним	1	1
327	что эта	1	1
328	но для	1	1
329	свое время	1	1
330	для каждого	1	1
331	не имеет	1	1
332	дело в	2	1
333	это уже	1	1
334	но только	1	1
335	и от	3	1
336	он с	2	1
337	только не	1	1
338	остановимся здесь	1	1
339	этого явления	2	1
340	никогда не	1	1
341	или в	1	1
342	это как	1	1
343	на язык	1	1
344	эта сторона	1	1
345	очень мало	1	1
346	видим что	1	1
347	углом зрения	1	1
348	жизни как	1	1
349	все они	1	1
350	и его	17	1
351	связи с	6	1
352	на такой	2	1
353	ни было	1	1
354	же в	1	1
355	так называемый	1	1
356	наших дней	2	1
357	но это	3	1
358	все элементы	1	1
359	на части	1	1
360	состав и	1	1
361	метод в	1	1
362	и из	1	1
363	и несколько	1	1
364	между ними	3	1
365	это делает	1	1
366	не знает	1	1
367	сказать что	3	1
368	больших и	1	1
369	и для	5	1
370	очень часто	2	1
371	в духе	7	1
372	не что	1	1
373	в то	6	1
374	в свое	1	1
375	отметить что	1	1
376	в заключение	4	1
377	той или	2	1
378	в своих	5	1
379	все что	2	1
380	они не	3	1
