N	4gram	Bakhtin_Pr_1	Formalny
1	в то же время	7	5
2	и в то же	3	3
3	и не входит в	1	2
4	в своей статье о	1	2
5	и в этом отношении	2	2
6	в одной плоскости в	1	1
7	таким образом говорит он	1	1
8	не в том что	1	1
9	ведь в противном случае	1	1
10	и до известной степени	1	1
11	и во всяком случае	1	1
12	все новые и новые	1	1
13	совпадает с самим собою	1	1
14	раз и навсегда не	1	1
15	то же время не	2	1
16	во что бы то	1	1
17	той же степени как	1	1
18	в зависимости от различных	1	1
19	прежде и больше всего	1	1
20	не тем что он	1	1
21	но в то же	2	1
22	в зависимости от характера	1	1
23	что бы то ни	1	1
24	совершенно в той же	1	1
25	в той же степени	1	1
26	бы то ни стало	1	1
27	мы должны подчеркнуть что	1	1
28	тем что он есть	1	1
