N	3gram	Vygotskiy__6	slovoVRo
1	той или иной	1	9
2	с точки зрения	10	8
3	не может не	1	5
4	прямо и непосредственно	2	4
5	с одной стороны	1	4
6	с другой стороны	2	4
7	в зависимости от	5	3
8	в данном случае	1	3
9	до конца и	1	3
10	в широком смысле	1	2
11	в том и	1	2
12	в этом случае	2	2
13	и там где	2	2
14	до сих пор	3	2
15	и во всех	1	2
16	и не может	2	2
17	в лучшем случае	1	2
18	до известной степени	2	2
19	одновременно и в	1	2
20	то время как	5	2
21	в другом случае	1	2
22	в первом случае	3	2
23	не только в	1	2
24	в то время	6	2
25	и в этом	1	2
26	не могут быть	2	2
27	а не как	1	2
28	на том же	1	2
29	том и в	1	2
30	в свою очередь	1	2
31	к тому что	7	2
32	можно было бы	5	2
33	до последнего времени	1	2
34	друг с другом	5	2
35	и в другом	1	2
36	было бы невозможно	1	1
37	одной и той	3	1
38	не только по	1	1
39	и той же	3	1
40	в основе ее	1	1
41	оно не может	2	1
42	но и по	1	1
43	в отличие от	1	1
44	в этом отношении	3	1
45	по аналогии с	1	1
46	для данного круга	1	1
47	в направлении к	1	1
48	во всех областях	1	1
49	с этой точки	1	1
50	он никогда не	1	1
51	в первый раз	1	1
52	и других не	1	1
53	и в отношении	1	1
54	обстоит дело с	1	1
55	в его сознании	1	1
56	эта точка зрения	1	1
57	это не значит	1	1
58	не может быть	2	1
59	тем не менее	1	1
60	работы над самим	1	1
61	на фоне которых	1	1
62	но с другой	1	1
63	там где они	2	1
64	в сущности и	1	1
65	его отношение к	2	1
66	этой точки зрения	1	1
67	с самого начала	7	1
68	не только не	2	1
69	но в этом	1	1
70	включает в себя	1	1
71	и не могут	1	1
72	можно сказать что	6	1
73	у нас в	1	1
74	неизбежно приводит к	1	1
75	и в лучшем	1	1
76	тех или иных	1	1
77	для того чтобы	8	1
78	в том что	19	1
79	рядом друг с	1	1
80	как и в	1	1
81	именно потому что	2	1
82	как мы видели	4	1
83	в пределах одного	1	1
