N	3gram	Nazirov_Tv_1	StatiiOP
1	в том что	6	16
2	о том что	5	11
3	и т д	1	6
4	до сих пор	1	5
5	к тому что	1	5
6	вместе с тем	1	5
7	дело в том	3	4
8	что он не	1	4
9	с самого начала	3	3
10	с другой стороны	1	3
11	и т п	2	3
12	в том же	1	2
13	том что в	2	2
14	но все это	1	2
15	в отличие от	1	2
16	в одной из	2	2
17	за то что	1	2
18	тем не менее	2	2
19	к тому же	1	2
20	то что в	1	2
21	сами по себе	1	2
22	бы то ни	1	2
23	то ни было	1	2
24	заключается в том	1	1
25	в ту же	1	1
26	что он сам	1	1
27	того же порядка	1	1
28	точно так же	2	1
29	да и в	1	1
30	в первую очередь	1	1
31	в основу сюжета	1	1
32	на этой почве	1	1
33	в конце концов	1	1
34	в известном смысле	1	1
35	дело не в	1	1
36	не мог не	1	1
37	я не могу	1	1
38	еще более резко	1	1
39	в настоящее время	1	1
40	в прямом смысле	1	1
41	на самом деле	2	1
42	в в виноградов	1	1
43	по отношению к	1	1
44	ни на чем	1	1
45	вряд ли можно	1	1
46	он не может	1	1
47	в то же	13	1
48	в связи с	1	1
49	то же время	12	1
50	что у него	1	1
51	о чем и	1	1
52	мысль о возможности	1	1
53	имел в виду	1	1
54	а как бы	1	1
55	в котором все	1	1
56	в стихах о	1	1
57	что же касается	1	1
58	таким образом уже	1	1
59	в отношении к	1	1
60	в свою очередь	1	1
61	в данном случае	2	1
62	они забывали что	1	1
63	каких бы то	1	1
64	не то что	1	1
