N	3gram	Losev_Prob_2	SlovoVZh
1	не может быть	3	7
2	можно сказать что	3	5
3	в том что	4	4
4	и не может	1	3
5	тем не менее	12	3
6	бы то ни	2	3
7	может быть и	2	3
8	до сих пор	4	3
9	бы мы ни	1	3
10	то ни было	1	3
11	отношение к предмету	1	2
12	и то же	1	2
13	имеем в виду	2	2
14	на самом деле	2	2
15	с другой стороны	5	2
16	да и вообще	1	2
17	то же самое	5	2
18	одной стороны и	3	2
19	мы ни анализировали	1	2
20	в зависимости от	1	2
21	но тем не	1	2
22	но отнюдь не	1	2
23	в данном случае	5	2
24	в настоящее время	16	2
25	с одной стороны	5	2
26	том что в	2	1
27	но все же	1	1
28	в пространстве и	1	1
29	один и тот	2	1
30	и в этом	3	1
31	с большим трудом	1	1
32	или хотя бы	2	1
33	и к его	1	1
34	и не требует	1	1
35	в нашем случае	1	1
36	человеческая речь но	1	1
37	все более и	1	1
38	какой бы то	1	1
39	то время как	1	1
40	одним и тем	1	1
41	более или менее	4	1
42	друг к другу	2	1
43	во всяком случае	10	1
44	так как уже	1	1
45	в самом деле	2	1
46	еще не вполне	1	1
47	в этом смысле	5	1
48	самом же деле	1	1
49	бы не было	3	1
50	что до сих	1	1
51	нам кажется что	1	1
52	между тем как	1	1
53	же как и	1	1
54	и все элементы	1	1
55	в то время	1	1
56	в частности в	2	1
57	сами по себе	2	1
58	в общем гораздо	1	1
59	то что мы	7	1
60	но и в	3	1
61	и независимо от	2	1
62	на самом же	1	1
63	о том что	14	1
64	только то что	3	1
65	ничего общего с	2	1
66	в этом отношении	1	1
67	что не только	1	1
68	с самого начала	2	1
69	совершенно ясно что	1	1
70	ни в какой	1	1
71	может идти только	1	1
72	более и более	1	1
73	но это же	1	1
74	и прежде всего	2	1
75	можно было бы	2	1
76	если бы не	3	1
77	подобно тому как	2	1
78	но в них	1	1
79	как мы уже	1	1
80	и здесь мы	2	1
81	уже не есть	1	1
82	пор мы касались	1	1
83	мы имеем в	1	1
84	или может быть	1	1
85	может быть только	2	1
86	по крайней мере	6	1
87	здесь вовсе не	1	1
88	в то же	4	1
89	бы даже и	1	1
90	стороны и с	1	1
91	допустим что мы	1	1
92	не есть только	4	1
93	и в частности	3	1
94	да и всякого	1	1
95	хотя бы отдаленно	1	1
96	сама по себе	4	1
97	является для нас	1	1
98	так же как	1	1
99	не совпадает с	2	1
100	но мы можем	1	1
101	и в своем	1	1
102	для нас не	1	1
103	и тем же	1	1
104	сих пор мы	1	1
105	это прежде всего	1	1
106	едва ли кто-нибудь	2	1
107	и с другой	1	1
108	нельзя было говорить	2	1
109	и тот же	2	1
