N	2gram	Medvedev_U_1	FransuaR
1	и в	14	49
2	то есть	1	32
3	прежде всего	8	19
4	в его	2	18
5	не только	10	17
6	в этом	7	15
7	и не	8	15
8	только в	2	13
9	но и	4	13
10	как и	3	11
11	в этой	4	10
12	в нем	1	9
13	для него	3	9
14	и др	1	9
15	все это	5	9
16	то же	5	7
17	все же	3	7
18	таким образом	2	7
19	не может	7	7
20	так и	1	6
21	и с	2	6
22	но он	1	6
23	в то	3	6
24	же время	3	6
25	то что	7	6
26	сказать что	1	6
27	с его	2	5
28	но не	2	5
29	в своем	1	5
30	в своей	3	5
31	никогда не	1	5
32	тот же	1	5
33	может быть	6	5
34	относится к	1	5
35	и потому	1	5
36	но в	3	4
37	в себе	2	4
38	этот процесс	1	4
39	в области	3	4
40	с другой	4	4
41	тем что	2	4
42	до сих	2	4
43	не было	1	4
44	сих пор	2	4
45	том что	2	4
46	в свое	1	4
47	как на	1	4
48	человека и	1	3
49	в самом	2	3
50	меньшей степени	2	3
51	но именно	1	3
52	всех этих	2	3
53	но прежде	1	3
54	было бы	3	3
55	далеко не	1	3
56	в г	1	3
57	их в	1	3
58	и это	1	3
59	связанных с	1	3
60	в виду	1	3
61	о том	1	3
62	в значительной	1	3
63	же в	1	3
64	большей или	1	3
65	что он	2	3
66	с одной	1	3
67	этом отношении	2	3
68	или меньшей	1	3
69	что для	1	3
70	превращается в	2	3
71	о чем	2	3
72	одной стороны	1	3
73	в течение	1	3
74	и все	1	3
75	в большей	1	3
76	в том	2	3
77	другой стороны	3	3
78	одним из	2	2
79	но даже	2	2
80	в ней	1	2
81	литературы и	2	2
82	он был	1	2
83	за пределы	1	2
84	литературы в	1	2
85	имеем в	1	2
86	на то	1	2
87	на его	1	2
88	перестает быть	5	2
89	связанные с	1	2
90	в художественном	5	2
91	в их	4	2
92	что в	1	2
93	того как	1	2
94	ничего не	2	2
95	что только	1	2
96	могут быть	2	2
97	в пределах	1	2
98	в произведении	1	2
99	и т.д	3	2
100	можно сказать	1	2
101	всего что	1	2
102	от утверждения	1	2
103	в качестве	1	2
104	в конце	2	2
105	мы можем	1	2
106	у него	1	2
107	в первую	1	2
108	даже и	2	2
109	и даже	1	2
110	и прежде	1	2
111	до конца	1	2
112	на эту	2	2
113	по существу	2	2
114	но это	2	2
115	вряд ли	3	2
116	еще раз	1	2
117	метода в	1	2
118	ее в	1	2
119	и эта	1	2
120	это в	1	2
121	все что	1	2
122	литературы а	1	1
123	художественном произведении	2	1
124	и то	3	1
125	самом деле	2	1
126	он может	1	1
127	художественных произведений	2	1
128	в котором	1	1
129	мировоззрения и	1	1
130	должна быть	2	1
131	к созданию	1	1
132	этот и	1	1
133	той же	1	1
134	мы имеем	1	1
135	и как-то	1	1
136	не вполне	1	1
137	вся система	1	1
138	мы и	2	1
139	и созданное	1	1
140	в противовес	2	1
141	независимо от	1	1
142	что по	1	1
143	конечно не	4	1
144	в которой	1	1
145	формы в	3	1
146	он в	1	1
147	приобретает характер	1	1
148	он не	1	1
149	друг с	1	1
150	что все	2	1
151	об этом	1	1
152	говорить не	1	1
153	входит в	1	1
154	первую очередь	1	1
155	это не	3	1
156	в итоге	2	1
157	в храме	1	1
158	место и	1	1
159	но если	1	1
160	почти не	1	1
161	в кавычки	1	1
162	на большую	1	1
163	не самый	1	1
164	литературы как	1	1
165	не в	2	1
166	что этот	1	1
167	и единого	1	1
168	и вся	1	1
169	она не	1	1
170	из которых	1	1
171	он пытается	1	1
172	тогда когда	1	1
173	этой тенденции	1	1
174	больше чем	1	1
175	такое понимание	1	1
176	с новой	1	1
177	наша задача	1	1
178	не столь	1	1
179	с тем	1	1
180	с другом	1	1
181	не могут	2	1
182	но также	1	1
183	не есть	2	1
184	бы это	1	1
185	правда не	1	1
186	не делает	1	1
187	значительной мере	1	1
188	в буквальном	2	1
189	художественное творчество	1	1
190	именно этот	1	1
191	выхода в	1	1
192	если бы	2	1
193	для этого	3	1
194	о нем	1	1
195	в различных	1	1
196	художественном творчестве	2	1
197	что и	2	1
198	у сервантеса	1	1
199	литературных и	1	1
200	конце концов	2	1
201	того что	1	1
202	хотя бы	5	1
203	сводить к	1	1
204	для себя	1	1
205	и действительно	1	1
206	все они	2	1
207	не входит	1	1
208	и у	2	1
209	в виде	1	1
210	таков прежде	1	1
211	а это	1	1
212	не связанных	1	1
213	и глубина	1	1
214	одно из	1	1
215	не о	3	1
216	как раз	2	1
217	него уже	1	1
218	а о	2	1
219	а не	10	1
220	только как	1	1
221	он становится	1	1
222	и техники	1	1
223	не существует	1	1
224	он и	1	1
225	если не	2	1
226	была уже	1	1
227	этой же	1	1
228	в частности	3	1
229	относятся к	1	1
230	есть язык	1	1
231	пишет в	1	1
232	и всей	1	1
233	это значит	1	1
234	материал для	2	1
235	этом случае	1	1
236	работы по	2	1
237	вне его	1	1
238	произведений и	1	1
239	это уже	2	1
240	и для	2	1
241	бы в	1	1
242	вообще в	1	1
243	еще ничего	2	1
244	гораздо больше	1	1
245	приемы и	1	1
246	состоит из	1	1
247	равно как	1	1
248	на своем	1	1
249	художественного творчества	5	1
250	к этому	1	1
