N	3gram	Vygotskiy__6	FransuaR
1	до сих пор	3	8
2	в том что	19	6
3	как и в	1	4
4	в настоящее время	1	3
5	в том числе	1	3
6	в связи с	2	3
7	мы видели что	3	3
8	с точки зрения	10	2
9	том числе и	1	2
10	во всех областях	1	2
11	как мы видели	4	2
12	в данном случае	1	2
13	с одной стороны	1	2
14	в то время	6	2
15	не только не	2	2
16	можно сказать что	6	2
17	с другой стороны	2	2
18	для того чтобы	8	2
19	не может быть	2	2
20	таким образом что	1	1
21	мы видим в	2	1
22	для своего обозначения	1	1
23	мы видим таким	1	1
24	в которой он	1	1
25	и не могут	1	1
26	потому что в	1	1
27	но не просто	1	1
28	на том же	1	1
29	по отношению к	10	1
30	на самом деле	1	1
31	только тому что	1	1
32	в самом деле	1	1
33	подобно тому как	1	1
34	то время когда	1	1
35	том что оно	3	1
36	и там где	2	1
37	он мог бы	2	1
38	по своему значению	1	1
39	те и другие	1	1
40	до известной степени	2	1
41	вместе с тем	2	1
42	в отличие от	1	1
43	что все эти	2	1
44	в этом отношении	3	1
45	но он не	1	1
46	свое влияние на	1	1
47	в значительной мере	2	1
48	главным образом в	1	1
49	и то что	2	1
50	и могут быть	1	1
51	о том как	1	1
52	и тогда когда	1	1
53	в самом начале	4	1
54	не потому что	1	1
55	сих пор мы	1	1
56	только в одной	1	1
57	в действительности же	1	1
58	состоит в том	2	1
59	с величайшим трудом	1	1
60	и в отношении	1	1
61	обстоит дело с	1	1
62	и в этом	1	1
63	по сравнению с	14	1
64	и в развитии	1	1
65	в том или	1	1
66	друг к другу	3	1
67	как бы в	1	1
68	вместо того чтобы	2	1
69	потому что они	1	1
70	только то что	2	1
71	мы не можем	1	1
72	и как бы	1	1
73	но не могли	1	1
74	они и не	1	1
75	в сущности и	1	1
76	с самого начала	7	1
77	включает в себя	1	1
78	вопрос о том	1	1
79	заключается в том	5	1
80	видим таким образом	1	1
81	в этом смысле	2	1
82	после того как	1	1
83	можно было бы	5	1
84	друг с другом	5	1
85	как мы знаем	1	1
86	то же самое	6	1
87	той или иной	1	1
