N	3gram	Trubetskoy_1	FransuaR
1	то же время	2	9
2	в то же	2	9
3	для того чтобы	7	6
4	в том что	15	6
5	в связи с	3	5
6	так же как	3	4
7	на самом деле	7	4
8	в том числе	1	4
9	как мы видели	1	4
10	до сих пор	8	3
11	в нем не	1	3
12	то же самое	1	2
13	точки зрения на	1	2
14	дело в том	1	2
15	с точки зрения	8	2
16	они вовсе не	1	2
17	мы находим в	1	2
18	том числе и	1	2
19	совершенно так же	4	2
20	можно было бы	1	2
21	в данном случае	3	2
22	и с точки	1	2
23	в то время	2	2
24	мы уже говорили	1	2
25	не может быть	3	2
26	то есть в	1	2
27	хотя бы в	1	2
28	мы видим что	1	2
29	друг с другом	9	2
30	к тому же	5	2
31	и того же	3	1
32	что за ними	1	1
33	хотя и не	1	1
34	многие из этих	1	1
35	а потому и	1	1
36	на том же	1	1
37	и той же	1	1
38	по отношению к	9	1
39	стороны одного и	1	1
40	в самом деле	5	1
41	он все же	2	1
42	что одним из	1	1
43	те же самые	1	1
44	таким образом здесь	2	1
45	сих пор не	2	1
46	из русской истории	1	1
47	тем что она	1	1
48	как и все	2	1
49	таким образом как	1	1
50	между тем как	1	1
51	но в сущности	1	1
52	независимо от того	1	1
53	что многие из	1	1
54	он не может	2	1
55	основе их лежит	1	1
56	как в его	1	1
57	не подлежит сомнению	3	1
58	мы видели что	1	1
59	вместе с тем	2	1
60	данном случае не	1	1
61	не будет уже	1	1
62	может быть и	4	1
63	уже говорили что	1	1
64	две стороны одного	1	1
65	в ту же	1	1
66	в разные стороны	1	1
67	во всех этих	2	1
68	для этой цели	1	1
69	но вместе с	1	1
70	является одним из	1	1
71	в дальнейшем эта	1	1
72	но и с	1	1
73	в зрелом возрасте	1	1
74	все то что	1	1
75	и таким образом	1	1
76	того же явления	1	1
77	в основе их	1	1
78	одной и той	1	1
79	и некоторые другие	1	1
80	мы уже сказали	1	1
81	наиболее ясной и	1	1
82	как и в	2	1
83	в свою очередь	2	1
84	о том что	4	1
85	ничего общего с	2	1
86	одного и того	3	1
87	друг от друга	6	1
88	в другом случае	1	1
89	по этому поводу	1	1
90	все это конечно	1	1
91	тем не менее	4	1
92	в наиболее ясной	1	1
93	только тогда когда	1	1
94	как бы он	1	1
95	именно потому что	2	1
