N	3gram	Voloshinov_1	VerxiiNi
1	с одной стороны	2	7
2	с точки зрения	5	6
3	более или менее	1	5
4	для того чтобы	1	5
5	и вместе с	1	4
6	так же как	1	3
7	в связи с	1	3
8	тем не менее	1	3
9	в том что	2	3
10	то же самое	1	2
11	в этом отношении	1	2
12	в значительной мере	1	2
13	с этой точки	1	2
14	то или иное	1	2
15	может быть и	1	2
16	то же время	1	2
17	с одним из	1	2
18	ничего общего с	2	2
19	этой точки зрения	1	2
20	с самого начала	2	2
21	на то что	1	2
22	в то же	1	2
23	что в этом	1	1
24	состоит в том	1	1
25	иметь в виду	1	1
26	чуть ли не	1	1
27	по отношению к	3	1
28	в которых он	1	1
29	в самом деле	2	1
30	но далеко не	1	1
31	во всей своей	1	1
32	в данном случае	2	1
33	но в то	1	1
34	говорить не приходится	1	1
35	в отличие от	1	1
36	от тела и	1	1
37	и в индии	1	1
38	все же есть	1	1
39	а не как	1	1
40	с другой стороны	2	1
41	один и тот	1	1
42	только то что	1	1
43	не может быть	4	1
44	то не только	1	1
45	но тем не	1	1
46	и никогда не	1	1
47	и превращается в	1	1
48	с телом и	1	1
49	несмотря на все	1	1
50	и тот же	1	1
