N	2gram	Propp_Morf_1	Problema
1	и в	13	44
2	вовсе не	4	37
3	и не	12	35
4	не есть	1	35
5	может быть	52	28
6	потому что	3	25
7	то что	8	23
8	в том	6	21
9	только в	2	19
10	а не	11	18
11	в этом	14	17
12	также и	4	16
13	если мы	5	16
14	для нас	2	16
15	сказать что	2	16
16	когда мы	1	15
17	и то	1	14
18	не только	4	14
19	и даже	1	14
20	и т	41	13
21	то же	7	13
22	т д	39	13
23	не в	3	13
24	но в	2	12
25	том что	4	12
26	так что	1	12
27	не является	3	11
28	то это	3	10
29	так и	6	10
30	как и	3	10
31	тем не	5	10
32	не менее	5	10
33	у нас	2	10
34	в виду	1	10
35	но и	4	10
36	не имеет	2	9
37	и с	1	9
38	это не	6	9
39	и тем	2	9
40	в то	3	9
41	в его	1	9
42	что и	7	9
43	что он	4	9
44	как нечто	1	9
45	так как	16	9
46	в данном	1	9
47	как бы	3	9
48	же самое	1	9
49	таким образом	21	9
50	во всяком	2	9
51	смысле слова	4	8
52	перед нами	10	8
53	в себе	1	8
54	он не	3	8
55	было бы	3	8
56	ни в	1	8
57	но это	6	8
58	есть нечто	3	8
59	только и	1	8
60	как раз	1	8
61	связи с	10	8
62	как мы	6	8
63	здесь не	2	8
64	того что	3	8
65	при помощи	9	8
66	а именно	1	8
67	что же	2	8
68	что мы	2	8
69	что в	8	8
70	это и	2	7
71	мы не	8	7
72	в связи	9	7
73	на самом	4	7
74	все эти	2	7
75	мы должны	3	7
76	ничего общего	1	7
77	данном случае	1	7
78	и что	2	7
79	с другой	8	7
80	значит что	3	7
81	уже не	2	7
82	мы находим	1	7
83	еще и	1	7
84	не может	14	7
85	здесь только	1	7
86	в целом	3	6
87	все же	7	6
88	и к	4	6
89	о том	2	6
90	то ни	3	6
91	ясно что	5	6
92	того или	1	6
93	но если	7	6
94	можно сказать	2	6
95	всяком случае	2	6
96	мы можем	2	6
97	в виде	2	6
98	и есть	2	5
99	еще не	3	5
100	значение и	1	5
101	что они	2	5
102	хотя и	3	5
103	в нашем	3	5
104	с тем	2	5
105	точки зрения	2	5
106	в своей	1	5
107	тех или	1	5
108	и его	1	5
109	и здесь	5	5
110	что здесь	1	5
111	только на	1	5
112	этом случае	8	5
113	так же	3	5
114	как в	3	5
115	собственно говоря	1	5
116	а в	7	5
117	другой стороны	4	5
118	состоит из	1	5
119	в таком	1	5
120	таком случае	1	4
121	мы уже	1	4
122	время как	3	4
123	он сам	1	4
124	бы то	3	4
125	в чем	1	4
126	но как	2	4
127	чем же	1	4
128	могли бы	1	4
129	то время	3	4
130	при этом	1	4
131	же касается	1	4
132	на первый	3	4
133	тому что	4	4
134	можно ли	1	4
135	дело в	1	4
136	и притом	1	4
137	или иных	1	4
138	можно было	2	4
139	имеется в	3	4
140	д и	1	4
141	что даже	1	4
142	тем что	4	4
143	это будет	1	4
144	на этот	1	4
145	или по	2	4
146	это значит	1	4
147	или в	4	4
148	а также	4	4
149	совершенно не	1	4
150	в каком	2	4
151	то в	3	3
152	говорить о	3	3
153	и ее	3	3
154	там и	1	3
155	но не	4	3
156	кроме того	1	3
157	и как	5	3
158	что это	1	3
159	в этой	2	3
160	на то	2	3
161	свою собственную	1	3
162	одно и	1	3
163	но все	3	3
164	об этом	4	3
165	его в	2	3
166	с другими	1	3
167	только о	1	3
168	о которых	1	3
169	и тогда	1	3
170	не значит	2	3
171	имеет ничего	1	3
172	что такое	3	3
173	в которых	2	3
174	но эта	1	3
175	бы быть	1	3
176	теми или	1	3
177	в таких	2	3
178	ничего не	4	3
179	как будто	2	3
180	если же	5	3
181	она не	2	3
182	без всякого	2	3
183	с собой	3	3
184	когда в	1	3
185	если бы	2	3
186	или как	1	3
187	том или	1	3
