N	2gram	Berdyaev_M_2	Myslijsy
1	потому что	12	49
2	и в	46	24
3	может быть	21	23
4	в сознании	1	23
5	то что	5	20
6	и не	18	19
7	в том	3	18
8	а не	13	18
9	что в	4	16
10	не только	18	15
11	по себе	2	15
12	того же	1	14
13	не в	9	13
14	было бы	1	13
15	то же	5	12
16	не может	15	12
17	мы не	1	11
18	вместе с	2	11
19	если бы	3	11
20	что и	4	11
21	только в	3	11
22	как в	7	10
23	в себе	10	10
24	для него	18	10
25	тогда когда	2	10
26	так что	2	10
27	так как	8	10
28	независимо от	1	9
29	в нем	22	9
30	но и	15	9
31	как бы	8	9
32	и на	3	8
33	в этом	20	8
34	том что	4	8
35	а в	2	8
36	в чем	3	7
37	во всех	2	7
38	с этим	1	7
39	мысль о	2	7
40	как и	13	7
41	того как	3	7
42	не могут	1	7
43	быть может	2	7
44	прежде всего	12	7
45	тем что	3	7
46	того что	6	7
47	между двумя	1	6
48	что если	1	6
49	и как	1	6
50	не имеет	4	6
51	связи с	2	6
52	между тем	2	6
53	и только	1	6
54	с другой	1	6
55	не было	11	6
56	этого слова	1	6
57	не есть	13	6
58	в свою	4	6
59	по поводу	1	6
60	что они	3	5
61	все остальные	1	5
62	в мысли	2	5
63	уже в	2	5
64	бы не	2	5
65	на то	1	5
66	есть не	5	5
67	и уже	1	5
68	не от	2	5
69	с ним	3	5
70	так и	4	5
71	о том	3	5
72	а потому	1	5
73	тот же	2	5
74	бы ни	1	5
75	от того	3	5
76	в них	3	5
77	для того	5	5
78	в природе	1	5
79	что не	2	5
80	представляется нам	1	5
81	приводит в	1	5
82	в которой	2	5
83	а между	1	4
84	сам по	2	4
85	к другому	3	4
86	в самом	5	4
87	но в	10	4
88	уже не	4	4
89	только один	1	4
90	как он	3	4
91	и если	2	4
92	в нее	1	4
93	сознание и	1	4
94	то все	2	4
95	с тем	1	4
96	в котором	1	4
97	место в	2	4
98	сих пор	3	4
99	стало быть	1	4
100	одном из	1	4
101	они не	4	4
102	подобно тому	2	4
103	должны быть	4	4
104	никогда не	18	4
105	и что	2	4
106	что он	7	4
107	до сих	3	4
108	души и	2	4
109	в человеке	2	4
110	тому как	2	4
111	мысли о	1	4
112	человека и	7	3
113	и то	1	3
114	на деле	4	3
115	с таким	2	3
116	той же	3	3
117	но она	2	3
118	же что	2	3
119	только тогда	1	3
120	если в	1	3
121	которые не	1	3
122	хотя и	2	3
123	что это	6	3
124	в целом	1	3
125	думать что	4	3
126	во многих	1	3
127	что она	5	3
128	отношений между	1	3
129	в человеческой	1	3
130	человека в	14	3
131	его не	2	3
132	на все	3	3
133	его в	3	3
134	это не	5	3
135	и тем	1	3
136	и тогда	3	3
137	в этих	2	3
138	себе в	2	3
139	другим и	2	3
140	в ней	11	3
141	оно не	2	3
142	как не	1	3
143	те же	5	3
144	не с	1	3
145	мог бы	1	3
146	в словах	1	3
147	находится в	1	3
148	на вопрос	1	3
149	и во	3	3
150	вслед за	1	3
151	и у	1	3
152	не так	3	3
153	искать в	1	3
154	это будет	1	3
155	что на	1	3
156	а от	2	3
157	есть явление	2	3
158	в самой	1	3
159	смысле этого	1	3
160	но это	8	3
161	и для	7	3
162	и от	3	3
163	и человек	3	3
164	и все	5	3
165	только что	1	3
166	все что	4	3
167	как на	1	3
168	самом деле	1	2
169	на самом	1	2
170	и есть	8	2
171	не имеют	2	2
172	когда это	1	2
173	отношения к	2	2
174	человеческой природы	7	2
175	вопрос о	6	2
176	не понятно	1	2
