N	2gram	Voloshinov_1	Tvorches
1	и в	16	20
2	в году	1	16
3	не только	7	13
4	никогда не	2	11
5	как бы	5	11
6	таким образом	9	10
7	в его	4	10
8	и его	8	9
9	же с	1	9
10	и не	4	9
11	при этом	6	8
12	и с	8	8
13	в том	3	8
14	может быть	17	8
15	в этом	9	8
16	прежде всего	9	8
17	но и	4	8
18	то же	2	7
19	не может	8	7
20	что в	3	7
21	как и	2	6
22	в своей	2	6
23	что он	2	6
24	так и	4	6
25	в конце	1	6
26	у него	2	6
27	а не	1	6
28	в основном	3	6
29	все это	4	6
30	еще не	5	5
31	и на	4	5
32	но не	1	5
33	все же	1	5
34	в этой	4	5
35	и сам	1	5
36	в мире	1	5
37	о том	2	5
38	и даже	4	5
39	но это	2	5
40	так же	2	5
41	мы не	2	4
42	все эти	5	4
43	что они	1	4
44	отнюдь не	4	4
45	хотя и	1	4
46	когда он	1	4
47	но в	4	4
48	на его	1	4
49	что она	1	4
50	если бы	1	4
51	ничего не	1	4
52	в духе	1	4
53	в известной	1	4
54	в чем	5	4
55	мы видим	2	4
56	в душе	2	4
57	а в	3	4
58	и потому	3	4
59	том что	3	4
60	же как	2	3
61	человека и	1	3
62	и через	2	3
63	по мнению	1	3
64	а с	1	3
65	в нем	4	3
66	он не	2	3
67	человека в	1	3
68	его в	4	3
69	и мы	2	3
70	в самом	2	3
71	одна из	1	3
72	и это	6	3
73	быть может	2	3
74	с ним	2	3
75	до сих	3	3
76	любви к	1	3
77	уже не	1	3
78	в начале	2	3
79	для него	6	3
80	так как	4	3
81	то что	3	3
82	и др	3	3
83	что не	2	3
84	в свете	1	3
85	вместе с	3	3
86	в область	2	3
87	с этой	2	3
88	сих пор	3	3
89	нет ничего	1	3
90	один из	2	3
91	но зато	2	3
92	жизни в	1	3
93	в своих	1	3
94	к этому	2	3
95	как известно	1	2
96	самом деле	6	2
97	и есть	3	2
98	говорить о	2	2
99	я не	1	2
100	нет и	2	2
101	и наконец	4	2
102	в этот	2	2
103	но эта	1	2
104	во многих	1	2
105	но ведь	2	2
106	современной ему	2	2
107	быть поняты	1	2
108	едва ли	3	2
109	и по	2	2
110	или наконец	1	2
111	и еще	1	2
112	что я	1	2
113	точку зрения	1	2
114	их в	3	2
115	не менее	2	2
116	родился в	1	2
117	а во	1	2
118	и лишь	2	2
119	что на	2	2
120	у нас	1	2
121	мы узнаем	1	2
122	могут быть	3	2
123	опираясь на	1	2
124	приводит к	1	2
125	роль в	1	2
126	его времени	1	2
127	сводится к	2	2
128	и что	1	2
129	что его	1	2
130	и только	9	2
131	крайней мере	3	2
132	всяком случае	3	2
133	все время	1	2
134	в которую	1	2
135	не случайно	1	2
136	с ними	4	2
137	только в	4	2
138	и ее	4	2
139	философии но	1	2
140	себя в	1	2
141	уже в	1	2
142	и других	2	2
143	его и	1	2
144	в одном	3	2
145	вовсе не	1	2
146	в свой	1	2
147	с другой	1	2
148	на этот	1	2
149	зависит от	1	2
150	по крайней	3	2
151	и вообще	2	2
152	в частности	2	2
153	из этой	1	2
154	на ранних	2	2
155	только для	5	2
156	полную свободу	1	2
157	это уже	1	2
158	в основе	3	2
159	с другими	3	2
160	процессы в	1	2
161	связь с	1	2
162	но если	1	2
163	во всяком	3	2
164	с новыми	1	1
165	ту же	2	1
166	нем нет	2	1
167	если б	3	1
168	склонен к	2	1
169	как его	1	1
170	с философским	1	1
171	на другой	1	1
172	этих принципов	1	1
173	это и	1	1
174	века в	1	1
175	мы уже	2	1
176	той же	1	1
177	со всех	1	1
178	и значение	3	1
179	из всего	1	1
180	что если	1	1
181	на место	1	1
182	как я	1	1
183	мы и	1	1
184	сказать о	1	1
185	же что	1	1
186	легкого и	1	1
187	всех сторон	1	1
188	он был	1	1
189	между собой	2	1
190	не был	1	1
191	с его	7	1
192	во всех	3	1
193	отказ от	1	1
194	о смерти	1	1
195	но как	2	1
196	менее всего	1	1
197	в жизни	2	1
198	отношение к	5	1
199	это самое	1	1
200	в рамках	1	1
201	общего с	1	1
202	первый этап	1	1
203	с этим	2	1
204	в душу	1	1
205	однако не	1	1
206	и как	3	1
207	не являются	1	1
208	его к	1	1
209	и к	6	1
210	и материальными	1	1
211	психологии и	1	1
212	мир по	2	1
213	выше мы	1	1
214	что это	2	1
215	говорили что	1	1
216	из этих	2	1
217	с их	3	1
218	мы чувствуем	1	1
219	теории и	1	1
220	главным образом	1	1
221	мысли и	4	1
222	не говорит	1	1
223	высшей степени	1	1
224	идеи и	1	1
225	и вот	3	1
226	наших глазах	1	1
227	можно было	1	1
228	в глубине	1	1
229	входит в	1	1
230	мы на	1	1
231	было бы	2	1
232	мог бы	1	1
233	ни в	5	1
234	для них	1	1
235	в них	2	1
236	всю жизнь	2	1
237	его все	2	1
238	несмотря на	1	1
239	жизни но	1	1
240	мы знаем	3	1
241	в развитии	2	1
242	очень важный	1	1
243	потому и	2	1
244	в один	4	1
245	их на	1	1
246	в эту	1	1
247	в этих	3	1
248	во время	3	1
249	метода в	1	1
250	от своего	1	1
251	к сексуальному	1	1
252	хорошо нам	1	1
253	это делает	2	1
254	своего имени	1	1
255	знаем что	2	1
256	и о	2	1
257	сам же	1	1
258	почти совершенно	2	1
259	образом и	1	1
260	в философии	1	1
261	однако в	1	1
262	которой является	1	1
263	как видим	1	1
264	любовь к	1	1
265	для меня	2	1
266	она не	1	1
267	дело в	1	1
268	ему это	1	1
269	всей их	2	1
270	которые были	1	1
271	чем не	3	1
272	и мало	1	1
273	не имеет	1	1
274	на путях	1	1
275	и сознание	1	1
276	ужас и	1	1
277	дает нам	1	1
278	в русском	1	1
279	за которой	1	1
280	мире и	1	1
281	в сознании	1	1
