N	2gram	Bakhtin_Fr_8	StatiiOP
1	и в	56	25
2	в этом	14	24
3	в том	13	20
4	что он	2	19
5	может быть	3	19
6	тем что	1	19
7	что в	5	19
8	что это	4	16
9	том что	8	15
10	в этой	6	14
11	не только	8	12
12	в его	18	12
13	то что	3	12
14	в этих	11	11
15	так что	3	11
16	таким образом	17	10
17	прежде всего	6	10
18	и не	9	10
19	у него	7	9
20	но и	9	9
21	все это	8	8
22	о том	4	8
23	в языке	1	8
24	как например	3	8
25	это было	1	8
26	в своих	4	8
27	это не	2	7
28	было бы	2	7
29	в то	12	7
30	не может	2	7
31	точки зрения	6	7
32	место в	1	6
33	и на	7	6
34	как в	1	6
35	из этих	1	6
36	не в	3	6
37	между тем	3	6
38	только в	9	6
39	в области	5	6
40	как бы	11	6
41	а в	2	6
42	как на	1	6
43	в году	3	5
44	то же	11	5
45	независимо от	1	5
46	но в	6	5
47	он не	5	5
48	на почве	1	5
49	ни в	2	5
50	в котором	2	5
51	потому что	6	5
52	и это	1	5
53	так и	13	5
54	в них	11	5
55	отметить что	2	5
56	с другой	2	5
57	а не	2	5
58	того что	1	5
59	другой стороны	2	5
60	например в	4	4
61	что эти	2	4
62	в которой	4	4
63	время как	1	4
64	из которых	2	4
65	в чем	1	4
66	точка зрения	2	4
67	в центре	2	4
68	все же	2	4
69	не было	5	4
70	и к	4	4
71	на его	6	4
72	состоит в	1	4
73	лишь в	1	4
74	на протяжении	1	4
75	этом смысле	1	4
76	и тем	1	4
77	с тем	2	4
78	как и	5	4
79	в эту	2	4
80	а как	1	4
81	с точки	2	4
82	этом отношении	1	4
83	в каком	2	4
84	в ней	4	4
85	и с	8	4
86	если бы	2	4
87	можно сказать	2	4
88	а также	3	4
89	к нему	2	4
90	мы видим	6	4
91	всего в	1	4
92	в качестве	4	4
93	и др	8	4
94	в начале	1	4
95	то время	2	4
96	в особенности	4	4
97	действующих лиц	2	4
98	должна была	1	4
99	в речи	2	4
100	связь с	3	4
101	xix века	1	4
102	он говорит	2	4
103	и для	2	4
104	в отдельных	1	4
105	но это	2	4
106	сказать что	3	4
107	в своей	2	4
108	из этого	1	4
109	это в	2	4
110	по мнению	1	3
111	подчеркнуть что	1	3
112	он был	12	3
113	с его	5	3
114	своего рода	5	3
115	кроме того	3	3
116	в творчестве	5	3
117	что по	1	3
118	и наконец	3	3
119	все эти	15	3
120	всех этих	3	3
121	в другом	3	3
122	нет в	1	3
123	о которых	1	3
124	несмотря на	2	3
125	в их	3	3
126	но он	3	3
127	и более	4	3
128	тому что	1	3
129	во время	5	3
130	на язык	1	3
131	же время	10	3
132	это слово	1	3
133	связи с	6	3
134	и далее	1	3
135	и здесь	3	3
136	что все	4	3
137	на вопрос	1	3
138	и что	1	3
139	по этому	1	3
140	у которого	1	3
141	и его	12	3
142	уже не	3	3
143	уже в	2	3
144	для него	2	3
145	так как	4	3
146	в некоторых	3	3
147	в системе	1	3
148	как раз	2	3
149	связан с	2	3
150	к которому	3	3
151	что для	3	3
152	одной стороны	2	3
153	до конца	11	3
154	его как	2	3
155	в связи	3	3
156	с этой	2	3
157	тем более	1	3
158	все они	6	3
159	к этому	2	3
160	в виде	2	3
161	того времени	4	3
162	речь идет	1	2
163	самом деле	2	2
164	такое же	1	2
165	той же	6	2
166	в сущности	8	2
167	того же	1	2
168	не был	4	2
169	во всех	8	2
170	то он	1	2
171	вступают в	1	2
172	не просто	3	2
173	большое значение	1	2
174	что они	2	2
175	им в	1	2
176	его к	3	2
177	в самом	9	2
178	во многих	1	2
179	в монологе	1	2
180	языка к	2	2
181	так сказать	5	2
182	не как	2	2
183	то есть	24	2
184	заключается в	1	2
185	ее в	1	2
186	а с	1	2
187	он и	2	2
188	между собою	2	2
189	мы не	2	2
190	в развитии	2	2
191	такой же	5	2
192	и тогда	1	2
193	не мог	3	2
194	эта тема	1	2
195	в которых	2	2
196	точку зрения	1	2
197	которые в	1	2
198	для этого	1	2
199	в отношении	5	2
200	но они	1	2
201	что эта	1	2
202	самого начала	1	2
203	дело не	2	2
204	на котором	2	2
205	тогда когда	1	2
206	одна из	4	2
207	так чтобы	1	2
208	было у	2	2
209	не имеет	1	2
210	никогда не	5	2
211	и всегда	1	2
212	слова как	1	2
213	он хочет	1	2
214	исторического процесса	1	2
215	этот образ	1	2
216	начиная с	2	2
217	под пером	1	2
218	могут быть	1	2
219	и такие	2	2
220	к тому	1	2
221	для его	1	2
222	для того	2	2
223	находясь в	1	2
224	как мы	7	2
225	с ее	5	2
226	в виду	1	2
227	нужно сказать	1	2
228	каждый раз	1	2
229	с самого	1	2
230	времени и	4	2
231	и которые	4	2
232	здесь нет	3	2
233	во многом	2	2
234	до нас	1	2
235	с народным	1	2
236	с одной	4	2
237	на что	1	2
238	что его	1	2
239	и во	2	2
240	от них	1	2
241	на уровень	1	2
242	борьба с	1	2
243	в форме	3	2
244	тему о	1	2
245	и только	1	2
246	и других	4	2
247	еще не	10	2
248	и ее	4	2
249	которых я	1	2
250	и у	1	2
251	одно из	1	2
252	в новом	1	2
253	мы находим	3	2
254	вовсе не	6	2
255	отходит от	1	2
256	должен был	1	2
257	или иной	1	2
258	до сих	8	2
259	этой комедии	1	2
260	слово в	1	2
261	не потому	2	2
262	в предисловии	1	2
263	не на	3	2
264	эту эпоху	1	2
265	вместе с	2	2
266	в одной	1	2
267	но не	5	2
268	из современников	1	2
269	предисловии к	1	2
270	это за	1	2
271	этот язык	2	2
272	своего времени	6	2
273	этого слова	1	2
274	сих пор	8	2
275	о современности	1	2
276	нужно отметить	1	2
277	это был	1	2
278	здесь есть	3	2
279	один из	5	2
280	которые были	2	2
281	в результате	5	2
282	в духе	4	2
283	и ни	1	2
284	все более	1	2
285	здесь только	1	2
286	одной из	3	2
287	существует в	1	2
288	были и	1	2
289	гораздо более	1	2
290	как известно	1	1
291	границы между	6	1
292	ту же	4	1
293	за пределы	4	1
294	в обычном	1	1
295	одним из	5	1
296	также и	2	1
297	начинается с	1	1
298	и то	2	1
299	смысле слова	1	1
300	на самом	2	1
301	нужно подчеркнуть	1	1
302	идет о	1	1
303	перед лицом	1	1
304	тем же	1	1
305	и так	1	1
306	по преимуществу	2	1
307	и до	10	1
308	начинается его	1	1
309	народ на	1	1
310	был и	2	1
311	из всех	2	1
312	для своего	2	1
313	как целому	1	1
314	это совершенно	1	1
315	при анализе	1	1
316	вещами и	3	1
317	вопрос о	1	1
318	из своих	1	1
319	с абсолютной	1	1
320	почти все	2	1
321	он старался	1	1
322	эпохи в	9	1
323	и многочисленные	1	1
324	ему в	1	1
325	личной и	1	1
326	и он	1	1
327	пребывания в	1	1
328	с тремя	1	1
329	по линии	1	1
330	между собой	1	1
331	народной и	2	1
332	значительное влияние	1	1
333	мышления как	1	1
334	которых один	1	1
335	и другие	5	1
336	со всеми	1	1
337	остаются в	1	1
338	до наших	1	1
339	которые не	1	1
340	чем же	1	1
341	из уст	1	1
342	показать что	1	1
343	в своем	3	1
344	в одних	1	1
345	он часто	2	1
346	что нет	1	1
