N	2gram	Voloshinov_1	Psycholo
1	в том	6	37
2	и в	12	32
3	и что	2	22
4	то есть	1	21
5	том что	5	21
6	таким образом	12	21
7	в искусстве	1	21
8	то что	5	21
9	что в	2	20
10	может быть	14	18
11	так же	3	18
12	точки зрения	14	17
13	что и	2	17
14	не может	16	17
15	самом деле	3	16
16	что она	1	16
17	того чтобы	1	14
18	то же	5	13
19	в этом	4	13
20	при этом	6	13
21	в самом	4	12
22	не только	4	12
23	по себе	3	12
24	если мы	1	12
25	так как	9	12
26	художественной формы	5	12
27	было бы	1	11
28	в основе	1	11
29	когда он	3	10
30	с точки	2	10
31	при помощи	1	10
32	но и	3	10
33	как и	5	10
34	и не	10	10
35	как в	5	9
36	никогда не	5	9
37	искусства и	2	9
38	что все	1	9
39	с таким	1	8
40	что это	1	8
41	не в	4	8
42	не менее	3	8
43	дело с	2	8
44	того что	3	8
45	совершенно ясно	1	7
46	что они	1	7
47	все эти	3	7
48	ясно что	3	7
49	такой же	2	7
50	и его	13	7
51	как будто	1	7
52	к тому	1	7
53	можно было	1	7
54	только в	6	7
55	что для	1	7
56	а не	5	7
57	сказать что	7	7
58	в художественном	3	6
59	он не	2	6
60	если бы	9	6
61	формы и	3	6
62	те же	2	6
63	о том	3	6
64	все время	6	6
65	и мы	1	6
66	тот же	1	6
67	и из	1	6
68	как бы	13	6
69	художественное произведение	3	6
70	же самое	2	6
71	художественном произведении	3	5
72	художественного произведения	7	5
73	на самом	4	5
74	показать что	1	5
75	исходит из	1	5
76	и на	4	5
77	только на	3	5
78	на все	2	5
79	искусства в	1	5
80	далеко не	1	5
81	все это	3	5
82	в то	2	5
83	только из	1	5
84	есть только	1	5
85	в ней	6	5
86	до сих	3	5
87	отнюдь не	5	5
88	сих пор	3	5
89	этом отношении	1	5
90	как на	2	5
91	ту же	1	4
92	же как	1	4
93	сам по	1	4
94	едва ли	2	4
95	мы имеем	2	4
96	столь же	1	4
97	в чем	2	4
98	все же	4	4
99	в произведении	1	4
100	в целом	1	4
101	и те	2	4
102	в нем	6	4
103	к одному	1	4
104	и по	3	4
105	и с	3	4
106	и тем	1	4
107	в жизни	5	4
108	несмотря на	1	4
109	в данном	2	4
110	которые в	1	4
111	и более	3	4
112	ничего не	2	4
113	и для	3	4
114	могут быть	2	4
115	тем не	3	4
116	если же	2	4
117	и это	1	4
118	данном случае	2	4
119	что форма	2	4
120	между тем	3	4
121	которые мы	2	4
122	от того	4	4
123	в творчестве	3	4
124	как это	2	4
125	наряду с	1	4
126	материал для	1	4
127	с этой	2	4
128	при таком	1	4
129	и все	2	4
130	из этого	3	4
131	жизни и	4	4
132	например в	1	3
133	отношении к	3	3
134	и то	2	3
135	мы не	3	3
136	время как	1	3
137	имеет дело	1	3
138	и он	1	3
139	смысл слова	1	3
140	во всех	1	3
141	если оно	1	3
142	в общем	1	3
143	относится к	2	3
144	нашего сознания	2	3
145	что именно	1	3
146	как к	3	3
147	и к	4	3
148	но в	5	3
149	та же	1	3
150	формы в	1	3
151	думать что	1	3
152	по самому	1	3
153	в поэзии	3	3
154	не к	3	3
155	не как	1	3
156	и вот	1	3
157	теории искусства	1	3
158	на этом	1	3
159	легче всего	1	3
160	и сейчас	1	3
161	в своей	3	3
162	это только	1	3
163	и другого	1	3
164	поэтического произведения	3	3
165	в отношении	2	3
166	тогда когда	2	3
167	мы можем	2	3
168	в каком	3	3
169	не могут	1	3
170	само собой	1	3
171	на это	2	3
172	с ее	1	3
173	в виду	5	3
174	то время	1	3
175	и совершенно	2	3
176	так и	4	3
177	жизнь и	1	3
178	мы в	2	3
179	для этого	1	3
180	с другой	4	3
181	в конечном	1	3
182	мы должны	1	3
183	и так	2	3
184	и ее	3	3
185	что не	4	3
186	конечном счете	1	3
187	и их	1	3
188	сами по	1	3
189	тому как	1	3
190	до конца	2	3
191	в частности	1	3
192	ни на	2	3
193	в смысле	1	3
194	должны быть	1	3
195	еще более	1	3
196	хотя бы	5	3
