N	2gram	Losev_Vlad_3	Komedia
1	и в	40	26
2	едва ли	11	14
3	и не	25	14
4	и его	10	12
5	к тому	7	12
6	так и	6	12
7	тому же	5	11
8	может быть	8	11
9	в том	18	11
10	в этом	16	10
11	но и	18	10
12	том что	18	9
13	молодого человека	1	9
14	если бы	3	9
15	вместе с	7	9
16	что в	17	9
17	молодой человек	1	9
18	ясно что	1	8
19	было бы	4	8
20	и на	6	7
21	не только	25	7
22	на себя	2	7
23	что и	7	7
24	из них	2	7
25	еще не	4	6
26	в своем	8	6
27	о том	11	6
28	в нем	3	6
29	iii в	1	6
30	таким образом	11	6
31	в то	7	6
32	того чтобы	3	6
33	потому что	11	6
34	и здесь	6	6
35	наряду с	2	6
36	во время	1	6
37	то что	28	6
38	в которой	2	5
39	с его	2	5
40	что он	5	5
41	так что	14	5
42	в истории	5	5
43	независимо от	3	5
44	с этим	2	5
45	для того	2	5
46	ни в	10	5
47	с тем	7	5
48	себя внимание	2	5
49	и с	9	5
50	больше чем	2	5
51	один из	1	5
52	в качестве	3	5
53	обращает на	2	5
54	к этому	2	5
55	по адресу	1	4
56	уже в	3	4
57	хотя и	7	4
58	в самом	4	4
59	что это	9	4
60	в целом	2	4
61	из этих	3	4
62	с их	3	4
63	это было	3	4
64	в них	1	4
65	как и	7	4
66	в этих	2	4
67	место в	1	4
68	в древней	1	4
69	тому что	4	4
70	не менее	9	4
71	это слово	1	4
72	как будто	1	4
73	как мы	8	4
74	в в	2	4
75	можно было	5	4
76	еще в	5	4
77	его в	2	4
78	в его	14	4
79	только в	13	4
80	же в	3	4
81	в начале	2	4
82	этот раз	1	4
83	так как	7	4
84	у него	24	4
85	в последние	1	4
86	на этот	1	4
87	что для	1	4
88	прежде всего	10	4
89	в частности	1	4
90	как это	4	4
91	все же	4	4
92	и для	3	4
93	и от	6	4
94	одной из	2	4
95	точки зрения	13	4
96	речь идет	1	3
97	например в	1	3
98	тех же	1	3
99	в котором	4	3
100	то же	4	3
101	в их	2	3
102	вопрос о	4	3
103	того же	2	3
104	это время	2	3
105	в ней	5	3
106	что его	2	3
107	во всех	1	3
108	но не	4	3
109	как в	1	3
110	что касается	2	3
111	но в	4	3
112	так или	2	3
113	в этой	8	3
114	как он	1	3
115	друг другу	1	3
116	но все	3	3
117	первую очередь	1	3
118	при всем	2	3
119	но если	5	3
120	ли можно	2	3
121	не имеет	4	3
122	того как	1	3
123	в самой	1	3
124	же время	2	3
125	связи с	2	3
126	что на	2	3
127	и сам	1	3
128	то время	4	3
129	и поэтому	1	3
130	к нему	3	3
131	тех пор	1	3
132	мы знаем	3	3
133	и их	1	3
134	представить себе	1	3
135	друг друга	2	3
136	тем что	5	3
137	в первую	1	3
138	возможно что	1	3
139	даже не	3	3
140	или иначе	2	3
141	здесь в	4	3
142	не было	5	3
143	о чем	1	3
144	в связи	3	3
145	из которых	1	3
146	в тех	1	3
147	да и	6	3
148	с этой	2	3
149	все это	1	3
150	мы найдем	1	3
151	для нас	5	3
152	интерес к	1	3
153	а в	7	3
154	в своей	9	3
155	жизни и	1	3
156	того времени	1	3
157	по поводу	1	3
158	том числе	1	3
159	не может	14	3
160	как известно	1	2
161	также что	1	2
162	только потому	1	2
163	и есть	1	2
164	из его	1	2
165	и за	2	2
166	мы имеем	3	2
167	мы не	2	2
168	из самых	1	2
169	время как	2	2
170	не вполне	2	2
171	то это	10	2
172	в виду	3	2
173	и был	3	2
174	он был	2	2
175	под названием	9	2
176	бы то	3	2
177	в ее	1	2
