N	2gram	Tiupa_Lite_1	Psycholo
1	то что	10	32
2	и в	8	31
3	в том	16	30
4	то есть	6	26
5	что в	3	23
6	может быть	13	22
7	таким образом	3	20
8	при этом	19	19
9	так как	1	18
10	художественного произведения	1	17
11	не может	5	17
12	как и	6	16
13	том что	14	16
14	и не	12	16
15	точки зрения	6	15
16	искусства и	5	15
17	только в	8	14
18	не только	24	13
19	что и	1	13
20	а не	16	13
21	мы не	1	12
22	если мы	1	12
23	в этом	12	12
24	в самом	3	11
25	не в	8	11
26	что искусство	1	11
27	в области	3	11
28	могут быть	2	11
29	в сущности	2	10
30	на то	1	10
31	того что	6	10
32	отдельного человека	1	10
33	художественное произведение	2	10
34	потому что	3	10
35	самом деле	2	9
36	искусства в	1	9
37	искусство как	1	9
38	как в	5	9
39	показать что	1	8
40	произведение искусства	8	8
41	и что	1	8
42	никогда не	4	8
43	вместе с	1	8
44	во всяком	3	8
45	на основании	1	7
46	сказать что	1	7
47	и его	4	7
48	о том	2	7
49	тому как	2	7
50	что он	5	7
51	зависимости от	1	6
52	очевидно что	1	6
53	отнюдь не	2	6
54	целый ряд	1	6
55	из этих	2	6
56	было бы	2	6
57	если бы	1	6
58	в его	7	6
59	вслед за	1	6
60	всяком случае	2	6
61	вовсе не	1	6
62	и даже	3	6
63	одной стороны	2	6
64	до конца	1	6
65	а в	3	6
66	художественного творчества	3	6
67	и есть	3	5
68	в зависимости	1	5
69	то же	5	5
70	х годов	2	5
71	в ее	1	5
72	с одной	2	5
73	в целом	8	5
74	подобно тому	2	5
75	несмотря на	3	5
76	иначе говоря	1	5
77	теории искусства	1	5
78	она не	1	5
79	в то	5	5
80	тогда когда	1	5
81	как будто	2	5
82	не является	2	5
83	для нас	1	5
84	с другой	3	5
85	в какой	1	5
86	совершенно не	1	5
87	как бы	7	5
88	этой точки	3	5
89	все же	4	5
90	и все	1	5
91	другой стороны	1	5
92	же как	1	4
93	в котором	1	4
94	мы имеем	1	4
95	в которой	1	4
96	в виду	3	4
97	столь же	4	4
98	у него	3	4
99	со всеми	1	4
100	отличие от	5	4
101	в последнее	1	4
102	в себе	7	4
103	и если	1	4
104	по существу	1	4
105	различие между	2	4
106	от себя	2	4
107	что я	2	4
108	одна из	3	4
109	только из	1	4
110	искусства от	1	4
111	к тому	2	4
112	со стороны	4	4
113	никак не	1	4
114	прежде всего	11	4
115	между тем	2	4
116	искусства с	1	4
117	мы никогда	1	4
118	один из	3	4
119	для всех	1	4
120	и у	1	4
121	мы можем	1	4
122	как это	8	4
123	с этой	5	4
124	и о	1	4
125	искусства как	2	4
126	в этих	1	4
127	в искусстве	2	4
128	в своих	4	4
129	к этому	1	4
130	например в	3	3
131	тем же	3	3
132	должна быть	2	3
133	той же	3	3
134	вопрос о	1	3
135	эпохи в	1	3
136	из которых	1	3
137	в которых	1	3
138	но не	4	3
139	конечном счете	4	3
140	в художественном	4	3
141	в своем	11	3
142	но в	3	3
143	в произведении	1	3
144	та же	2	3
145	уже в	5	3
146	в этой	4	3
147	тому же	2	3
148	состоит в	11	3
149	в силу	4	3
150	и вот	1	3
151	у пушкина	1	3
152	и по	1	3
153	тому чтобы	1	3
154	в каждом	1	3
155	может стать	1	3
156	с тем	1	3
157	в слове	2	3
158	мы знаем	1	3
159	в своей	4	3
160	представить себе	1	3
161	в отличие	5	3
162	случае в	1	3
163	чистом виде	1	3
164	все то	1	3
165	не есть	2	3
166	что при	1	3
167	но только	1	3
168	только при	1	3
169	роль в	2	3
170	так и	4	3
171	каждого из	1	3
172	по тому	1	3
173	он не	1	3
174	ее от	1	3
175	в конечном	5	3
176	нуждается в	3	3
177	бесконечно малые	1	3
178	эстетическое переживание	2	3
179	в частности	15	3
180	который в	1	3
181	не можем	1	3
182	только на	2	3
183	и других	1	3
184	мышления и	2	3
185	а потому	2	3
186	слова в	1	3
187	в конце	4	3
188	и только	2	3
189	до сих	1	3
190	не было	3	3
191	в одной	1	3
192	из его	2	3
193	евгении онегине	1	3
194	исходя из	3	3
195	в состоянии	1	3
196	сих пор	1	3
197	потому не	1	3
198	и другими	1	3
199	произведении искусства	1	3
200	от всех	1	3
201	жизни и	3	3
202	все что	1	3
203	ту же	2	2
204	того же	2	2
205	и то	2	2
206	на самом	1	2
207	тех же	3	2
208	идет о	1	2
209	оно было	1	2
210	поэзии и	2	2
211	есть не	1	2
212	как мы	1	2
213	анну каренину	1	2
214	этом не	1	2
215	человека и	2	2
216	есть нечто	1	2
217	но даже	1	2
218	быть в	1	2
219	в чем	1	2
220	только то	2	2
221	на основе	1	2
222	но как	1	2
223	а только	2	2
224	отношение к	1	2
225	что они	1	2
226	последнее время	1	2
227	как к	1	2
228	и художественного	1	2
229	как таковое	1	2
230	есть ли	1	2
231	в себя	2	2
232	представляет собой	4	2
233	как он	2	2
234	в нем	2	2
235	или иных	1	2
236	произведения с	2	2
237	и с	1	2
238	его в	3	2
239	на почве	2	2
240	и тем	4	2
241	произведение как	1	2
242	в них	1	2
243	он же	1	2
244	далеко не	3	2
245	не всегда	1	2
246	такой же	1	2
247	автора или	1	2
248	что такое	2	2
249	с точки	2	2
250	одном из	1	2
251	тем не	2	2
252	том же	3	2
253	даже в	2	2
254	что есть	1	2
255	не менее	7	2
256	тем самым	5	2
257	в основе	3	2
258	это мы	1	2
259	казалось бы	5	2
260	тех или	1	2
261	в сознании	2	2
262	уже и	1	2
263	этом отношении	2	2
