N	3gram	Bakhtin_Pr_4	Freidism
1	с точки зрения	9	11
2	по отношению к	5	8
3	во всяком случае	1	7
4	не может быть	8	7
5	в самом деле	4	6
6	в большинстве случаев	8	5
7	то же время	5	4
8	в то же	5	4
9	в данном случае	1	4
10	можно сказать что	2	4
11	как мы уже	2	4
12	если бы он	1	3
13	в собственном смысле	1	3
14	на этот вопрос	2	3
15	с самого начала	1	3
16	до сих пор	8	2
17	и не может	7	2
18	в отличие от	3	2
19	это вовсе не	2	2
20	может быть и	1	2
21	но в то	2	2
22	так и в	1	2
23	на этом мы	2	2
24	в настоящей главе	1	2
25	в узком смысле	2	2
26	с одной стороны	1	2
27	мы уже указывали	1	2
28	снова и снова	1	2
29	в высшей степени	1	2
30	в конце концов	1	2
31	может войти в	1	1
32	но как раз	1	1
33	однако в этом	1	1
34	нет и не	2	1
35	но прежде всего	1	1
36	к себе самому	3	1
37	а вовсе не	1	1
38	как и всякое	1	1
39	раз и не	1	1
40	в котором он	1	1
41	и даже не	1	1
42	те же самые	1	1
43	нам кажется что	3	1
44	в этом случае	1	1
45	как раз и	3	1
46	точки зрения его	1	1
47	и наконец к	1	1
48	мы находим в	2	1
49	как и все	4	1
50	правда в более	1	1
51	хотя бы и	1	1
52	друг на друга	2	1
53	в свою противоположность	1	1
54	отражает в себе	1	1
55	является одним из	1	1
56	на самом же	1	1
57	остается в пределах	1	1
58	в себе и	1	1
59	он никогда не	1	1
60	иное отношение к	1	1
61	даже и не	1	1
62	позволила бы ему	1	1
63	влияние на все	1	1
64	а как бы	1	1
65	на этой почве	1	1
66	большое значение в	1	1
67	не в его	1	1
68	из того же	1	1
69	заключение настоящей главы	1	1
70	мы не знаем	1	1
71	таким образом и	1	1
72	но она не	1	1
73	может обойтись без	1	1
74	но при этом	1	1
75	близко к нему	1	1
76	по сравнению с	1	1
77	собственном смысле слова	1	1
78	мы можем закончить	1	1
79	оценки точки зрения	1	1
80	силу и глубину	1	1
81	а может быть	1	1
82	самую точку зрения	1	1
83	внешней и внутренней	1	1
84	как и речь	1	1
85	сих пор не	2	1
86	смысле слова и	1	1
87	имеем в виду	3	1
88	мы не будем	1	1
89	мы уже сказали	2	1
90	то что мы	1	1
91	которая позволила бы	1	1
92	о том что	2	1
93	он не принимает	1	1
94	в пределах одной	1	1
95	глубже и существеннее	1	1
96	той или иной	2	1
97	но все же	1	1
98	мы имеем в	3	1
99	как мы видим	1	1
100	не может обойтись	1	1
101	в этом смысле	2	1
102	что как раз	1	1
103	сказать что вся	1	1
104	и в нем	1	1
105	самом же деле	1	1
106	в заключение настоящей	1	1
107	этом мы можем	1	1
108	во всех его	2	1
109	в том что	2	1
110	их взаимоотношения и	1	1
111	может быть даже	1	1
112	но в отличие	1	1
113	конечно не в	2	1
114	только себя и	1	1
