N	2gram	Medvedev_F_3	Marksizm
1	может быть	25	28
2	и пр	15	25
3	и в	27	19
4	как бы	8	19
5	и не	30	19
6	в процессе	15	18
7	не может	24	18
8	точки зрения	16	17
9	то же	15	16
10	и его	19	16
11	как мы	8	15
12	в этом	18	15
13	языка и	1	15
14	в сущности	2	14
15	так сказать	5	14
16	таким образом	18	14
17	лишь в	9	14
18	не только	9	13
19	с точки	14	13
20	связи с	5	13
21	высказывание как	5	12
22	в нем	15	11
23	высказывания и	5	11
24	если бы	12	11
25	вовсе не	28	11
26	не в	12	10
27	так и	21	10
28	но и	10	10
29	в пределах	8	10
30	том что	4	10
31	самом деле	16	9
32	при этом	8	9
33	как и	14	9
34	для него	1	9
35	языка как	2	9
36	в основе	3	9
37	а не	17	9
38	на почве	2	9
39	с его	2	8
40	по отношению	3	8
41	высказывание в	3	8
42	в то	7	8
43	же время	7	8
44	только в	8	8
45	слова в	1	8
46	отнюдь не	8	8
47	не является	5	8
48	отношению к	3	8
49	на самом	14	7
50	внутренней речи	2	7
51	его в	7	7
52	высказывания как	3	7
53	и более	3	7
54	высказывания в	1	7
55	одна из	2	7
56	никогда не	5	7
57	в том	7	7
58	в языке	2	7
59	прежде всего	4	7
60	в связи	4	7
61	и для	6	7
62	но в	6	7
63	в таком	2	7
64	мы уже	3	6
65	язык как	2	6
66	социальной группы	2	6
67	во всех	3	6
68	и как	4	6
69	в самом	11	6
70	если мы	7	6
71	слова и	4	6
72	ни в	8	6
73	в смысле	4	6
74	того чтобы	5	6
75	в направлении	5	6
76	к тому	4	6
77	для того	4	6
78	же самое	3	6
79	и следовательно	3	6
80	быть и	1	6
81	между тем	7	6
82	мы можем	4	6
83	более того	6	6
84	речевых выступлений	1	6
85	с помощью	8	6
86	и все	8	6
87	хотя бы	6	6
88	ни было	5	6
89	смысле слова	2	5
90	того же	3	5
91	к другому	2	5
92	и на	3	5
93	все же	6	5
94	выражение в	1	5
95	является не	2	5
96	то ни	4	5
97	в данном	6	5
98	в их	1	5
99	самого начала	1	5
100	с самого	1	5
101	и здесь	1	5
102	в его	7	5
103	мы ни	2	5
104	в форме	1	5
105	в большинстве	4	5
106	большинстве случаев	5	5
107	отношении к	1	5
108	или иной	2	5
109	данного высказывания	3	5
110	целого высказывания	3	5
111	в той	3	5
112	этого слова	2	5
113	в контексте	1	5
114	и того	1	5
115	значения слова	1	5
116	совершенно не	7	5
117	как слово	1	5
118	к этому	2	5
119	так же	9	5
120	тем же	7	4
121	все те	1	4
122	должна быть	3	4
123	в жизненной	1	4
124	и ее	6	4
125	бы то	4	4
126	темой и	1	4
127	вполне понятно	1	4
128	конечно не	4	4
129	является лишь	4	4
130	только на	4	4
131	в себе	3	4
132	на то	1	4
133	в единстве	5	4
134	значение в	1	4
135	ценностного кругозора	1	4
136	в данной	2	4
137	это не	3	4
138	было бы	6	4
139	и тем	3	4
140	ведь если	2	4
141	данного слова	1	4
142	в слове	4	4
143	мы видели	4	4
144	одного и	1	4
145	его формы	1	4
146	тому что	3	4
147	в отношении	2	4
148	ничего не	2	4
149	данной социальной	6	4
150	следует что	4	4
151	той или	1	4
152	в точном	2	4
153	из одного	2	4
154	по мере	1	4
155	того что	3	4
156	в формах	2	4
157	что он	6	4
158	и их	5	4
159	как раз	8	4
160	пр и	1	4
161	смысле этого	2	4
162	в основном	2	4
