N	3gram	Savitsky_E_1	Myslijsy
1	в том что	6	16
2	смысле этого слова	1	7
3	только тогда когда	1	7
4	заключает в себе	3	5
5	то же время	14	5
6	в то же	15	5
7	с другой стороны	2	4
8	но и в	1	4
9	в то время	1	4
10	не только в	4	4
11	более или менее	1	3
12	с одной стороны	8	3
13	в свою очередь	2	3
14	само по себе	4	3
15	и т д	1	3
16	только в том	2	3
17	в том смысле	1	3
18	вслед за тем	2	3
19	для того чтобы	5	3
20	не может быть	2	3
21	то есть к	1	3
22	в том же	1	2
23	не заключает в	1	2
24	того что мы	1	2
25	в этом отношении	3	2
26	есть такая же	1	2
27	можно думать что	3	2
28	не могут быть	1	2
29	в некотором смысле	3	2
30	мы не можем	1	2
31	так и в	2	2
32	как бы ни	3	2
33	можно сказать что	3	2
34	к тому что	1	2
35	в себе не	1	2
36	и связанное с	1	1
37	одной стороны и	6	1
38	том смысле что	1	1
39	того что в	2	1
40	не говоря уже	2	1
41	мы видели в	1	1
42	во многих случаях	1	1
43	что для него	1	1
44	нам кажется что	2	1
45	что оно не	1	1
46	а тем более	2	1
47	в области где	1	1
48	что как бы	1	1
49	говоря уже о	1	1
50	и со стороны	2	1
51	и та же	1	1
52	из того что	2	1
53	с но и	1	1
54	и в некотором	1	1
55	рано или поздно	2	1
56	заключающее в себе	1	1
57	связанное с ним	1	1
58	в противном случае	1	1
59	то и другое	1	1
60	есть то что	1	1
61	в том случае	1	1
62	то время как	1	1
63	мы оставим в	1	1
64	по себе не	2	1
65	в данном случае	2	1
66	оставим в стороне	1	1
67	какова должна быть	1	1
68	и тот же	1	1
69	себе не только	1	1
70	теперь не только	1	1
71	между тем в	3	1
72	одна и та	1	1
73	это зависит от	1	1
74	один и тот	1	1
75	в других случаях	1	1
76	окажется что в	1	1
77	каждого из них	1	1
78	было бы совершенно	1	1
79	занять место в	1	1
80	вовсе не в	1	1
81	заключается в том	2	1
82	в своей совокупности	1	1
83	и тем самым	1	1
84	это значит что	1	1
85	что само по	1	1
86	так же мало	2	1
87	на то что	2	1
88	друг от друга	2	1
89	и то и	1	1
90	но не в	1	1
91	та и другая	1	1
92	для нас в	1	1
93	с течением времени	2	1
94	и человеческой жизни	1	1
95	друг с другом	3	1
96	или вовсе не	1	1
97	но не только	2	1
98	именно потому что	1	1
99	с такими же	1	1
100	но и то	1	1
101	в их отношении	3	1
102	и та и	1	1
103	их отношении к	3	1
104	к тому же	1	1
105	главным образом из	1	1
106	как мы видели	2	1
107	с другой и	1	1
