N	4gram	Losev_Vlad_1	VLabPisa
1	в то же время	4	5
2	и в то же	2	3
3	в письме к н	1	2
4	и не может быть	1	2
5	мы имеем дело с	1	1
6	говоря уже о том	1	1
7	в силу чего он	1	1
8	одно и то же	1	1
9	и вместе с тем	1	1
10	письме к н н	1	1
11	уже о том что	1	1
12	но в то же	1	1
13	к н н страхову	1	1
14	с его точки зрения	2	1
15	о том что и	1	1
16	в письме к а	1	1
17	в то время как	1	1
18	них не может быть	1	1
19	из них не может	1	1
20	нет и не может	1	1
21	а в том что	1	1
22	по этому поводу с	1	1
23	не говоря уже о	1	1
