N	2gram	Losev_Prob_2	Hudozhes
1	том что	19	16
2	и в	35	14
3	так и	7	13
4	не только	24	12
5	при этом	3	12
6	о том	18	12
7	в том	12	12
8	а не	10	12
9	и т	6	11
10	в себе	5	11
11	в этом	17	11
12	прежде всего	11	11
13	то же	5	9
14	как и	5	9
15	что он	4	9
16	в качестве	2	9
17	в этой	9	8
18	как в	1	8
19	то что	38	8
20	ничего не	10	8
21	в его	7	8
22	между тем	1	8
23	в то	6	8
24	еще не	10	7
25	это не	1	7
26	не в	2	7
27	казалось бы	7	7
28	к тому	3	7
29	уже не	8	7
30	именно в	1	7
31	не может	13	7
32	как бы	4	7
33	а в	4	7
34	в глазах	1	6
35	было бы	8	6
36	никогда не	1	6
37	что в	11	6
38	самом деле	4	5
39	с его	1	5
40	перед нами	2	5
41	но в	6	5
42	об этом	2	5
43	ни в	6	5
44	точки зрения	2	5
45	не менее	13	5
46	и его	1	5
47	потому что	13	5
48	можно было	5	5
49	только в	14	5
50	друг друга	1	5
51	может быть	18	5
52	но и	16	5
53	в частности	5	5
54	и а	2	5
55	в аспекте	1	5
56	в этих	4	5
57	одновременно и	3	5
58	к другому	1	4
59	мы уже	3	4
60	и о	4	4
61	в ней	2	4
62	столь же	1	4
63	а только	6	4
64	в своем	4	4
65	и к	3	4
66	в действительности	2	4
67	то в	1	4
68	в самом	5	4
69	на то	6	4
70	что она	4	4
71	он не	2	4
72	и с	10	4
73	несмотря на	3	4
74	тем не	12	4
75	тому что	3	4
76	с ним	1	4
77	она не	3	4
78	по своей	1	4
79	связи с	5	4
80	как будто	6	4
81	и это	5	4
82	можно сказать	6	4
83	и н	1	4
84	того что	12	4
85	один из	3	4
86	в конце	7	4
87	как раз	8	4
88	не было	3	4
89	и все	5	4
90	т е	1	4
91	и от	3	4
92	речь идет	2	3
93	по преимуществу	2	3
94	не имеют	1	3
95	едва ли	9	3
96	на тех	1	3
97	говорить о	10	3
98	и на	5	3
99	отнюдь не	5	3
100	все же	8	3
101	в нем	1	3
102	т д	6	3
103	и по	3	3
104	на этом	1	3
105	лишь в	3	3
106	его в	3	3
107	в предыдущей	1	3
108	с этим	5	3
109	даже в	2	3
110	в своих	3	3
111	ничем не	2	3
112	такой же	1	3
113	все эти	7	3
114	из нас	1	3
115	та или	2	3
116	о природе	1	3
117	или иная	2	3
118	тем что	4	3
119	этом отношении	1	3
120	что при	4	3
121	для себя	9	3
122	как мы	5	3
123	того чтобы	2	3
124	в пределах	1	3
125	и когда	1	3
126	что у	1	3
127	еще в	2	3
128	том как	1	3
129	если бы	4	3
130	о нем	2	3
131	а также	2	3
132	это в	2	3
133	же в	1	3
134	в литературе	1	3
135	но не	4	3
136	будто бы	5	3
137	и даже	11	3
138	со стороны	1	3
139	превращается в	1	3
140	то и	4	3
141	однако и	1	3
142	в связи	5	3
143	по своему	5	3
144	такого рода	15	3
145	в следующей	1	3
146	и для	6	3
147	или не	2	3
148	в таком	11	3
149	к этой	1	3
150	говоря о	1	2
151	же как	1	2
152	на самом	4	2
153	только потому	1	2
154	в их	3	2
155	той же	2	2
156	для своего	1	2
157	мы не	7	2
158	вопрос о	3	2
159	слово не	1	2
160	к своему	1	2
161	не нужно	3	2
162	у которой	1	2
163	но как	6	2
164	если в	1	2
165	себе и	2	2
166	в рамках	1	2
167	как нам	2	2
168	хотя и	3	2
169	или иную	1	2
170	в литературном	1	2
171	в целом	3	2
172	так или	6	2
173	только на	9	2
174	раз в	1	2
175	так сказать	1	2
176	не следует	1	2
177	с такими	1	2
178	то чтобы	2	2
179	в другом	1	2
180	а его	1	2
181	ясно что	8	2
182	того или	7	2
183	особенно в	1	2
184	по себе	8	2
185	одной из	1	2
186	все равно	3	2
187	должно быть	2	2
188	в следующем	1	2
189	в такой	2	2
190	наше внимание	1	2
191	если можно	1	2
192	сих пор	4	2
193	несет на	1	2
194	все это	4	2
195	как от	1	2
196	они не	1	2
197	бы на	1	2
198	не раз	1	2
199	а а	6	2
200	и другое	1	2
201	не о	6	2
202	не имеет	7	2
203	одна из	3	2
204	на себе	1	2
205	с и	2	2
206	мышления и	2	2
207	слова как	3	2
208	со своим	1	2
209	на него	2	2
210	что на	4	2
211	представляется нам	1	2
212	по нашему	1	2
213	не знаем	3	2
214	все еще	4	2
215	с ее	1	2
216	здесь не	2	2
217	характер и	1	2
218	и каждый	1	2
219	в речи	1	2
220	о своей	1	2
221	и поэтому	2	2
222	внимание на	3	2
223	никак не	11	2
224	и что	13	2
225	до сих	4	2
226	в значительной	3	2
227	говорить об	3	2
228	тот момент	1	2
229	и об	1	2
230	в него	2	2
231	но с	1	2
232	о двух	2	2
233	и потому	1	2
234	с другим	1	2
235	и так	1	2
236	поэтому и	1	2
237	так что	11	2
238	слова в	1	2
239	не стал	1	2
240	ту или	1	2
241	а и	1	2
242	а то	1	2
243	на том	3	2
244	это прежде	1	2
245	или иначе	6	2
246	а с	1	2
247	себя и	1	2
248	что не	5	2
249	в данной	1	2
250	до конца	1	2
251	не означает	1	2
252	л а	1	2
253	ближе к	1	2
254	и м	1	2
255	говорится о	2	2
256	этих словах	1	2
257	что же	9	2
258	о человеке	1	2
259	в тот	1	2
260	да и	10	2
261	думать о	1	2
262	под ред	2	2
263	и не	37	2
264	еще раз	1	2
265	каждого из	1	2
266	видно что	1	2
267	нет ничего	2	2
268	пока еще	9	2
269	перед собой	1	2
270	н а	1	2
271	в результате	4	2
272	о котором	3	2
273	и дело	1	2
274	в системе	2	2
275	всего мира	1	2
276	не знает	3	2
277	или иного	5	2
278	этот момент	1	2
279	говорили о	1	1
280	смысле слова	7	1
281	ли мы	2	1
282	можно говорить	3	1
283	в сфере	1	1
284	относится и	1	1
285	таком случае	10	1
286	и то	10	1
287	и др	2	1
288	многих отношениях	1	1
289	это и	3	1
290	нам кажется	2	1
291	определением в	1	1
292	характерное для	1	1
293	было более	1	1
