N	3gram	Losev_Prob_1	EvropaiE
1	с точки зрения	3	16
2	в то же	4	15
3	и в то	1	8
4	в том что	5	6
5	так же как	2	5
6	для того чтобы	8	5
7	бы то ни	1	4
8	не только в	1	4
9	и в этом	2	4
10	того или иного	2	4
11	той или иной	4	4
12	в этом смысле	6	3
13	же как и	1	3
14	в этом отношении	1	3
15	можно было бы	2	3
16	в известном смысле	1	3
17	во всяком случае	3	3
18	во всех случаях	1	3
19	можно сказать что	3	3
20	не говоря уже	2	2
21	близко подходит к	1	2
22	то что в	3	2
23	тем самым в	1	2
24	в данном случае	8	2
25	но в то	1	2
26	тому или иному	1	2
27	заключается в том	1	2
28	и только в	1	2
29	так и в	1	2
30	с другой стороны	3	2
31	не может быть	2	2
32	и притом в	1	2
33	мы можем сказать	1	2
34	есть не только	1	2
35	на то что	8	2
36	xviii и xix	1	2
37	как мы видели	1	2
38	и того же	2	1
39	говоря уже об	1	1
40	а не к	1	1
41	хотя и не	2	1
42	не обязательно чтобы	1	1
43	тем большее количество	1	1
44	дело в том	3	1
45	более или менее	3	1
46	также и в	1	1
47	в том же	1	1
48	что же касается	3	1
49	и во многих	1	1
50	во многих других	1	1
51	говоря уже о	1	1
52	то и другое	2	1
53	нужно помнить что	1	1
54	того что мы	1	1
55	к тому или	1	1
56	мы здесь говорим	1	1
57	с тем что	2	1
58	не есть ли	1	1
59	то или иное	1	1
60	может дать ей	1	1
61	может быть и	3	1
62	принимая во внимание	1	1
63	если оставить в	1	1
64	и с точки	1	1
65	вовсе не обязательно	2	1
66	на этот раз	2	1
67	только в виде	1	1
68	а также и	2	1
69	в некоторых случаях	1	1
70	не могут быть	1	1
71	во всех этих	2	1
72	то время как	1	1
73	в связи с	4	1
74	так и для	2	1
75	ко всему человечеству	1	1
76	до настоящего времени	1	1
77	о которых мы	2	1
78	в других случаях	2	1
79	в определенный момент	1	1
80	в то время	1	1
81	связи с этим	1	1
82	то есть в	4	1
83	как это мы	2	1
84	и тем самым	3	1
85	это значит что	1	1
86	и тем более	1	1
87	в пределах этого	1	1
88	выходит за пределы	1	1
89	и ее превосходство	1	1
90	одного и того	2	1
91	оставить в стороне	1	1
92	не только это	1	1
93	к тому что	1	1
94	тех или иных	2	1
95	помнить что в	1	1
96	а именно в	1	1
97	всех этих случаях	1	1
98	в себе не	3	1
99	к тому же	1	1
100	только тогда когда	1	1
101	и не быть	1	1
102	и т д	10	1
