N	3gram	Propp_Isto_2	Tvorches
1	и т д	18	11
2	по отношению к	3	3
3	до сих пор	6	3
4	не может быть	2	3
5	влечет за собой	1	2
6	в одной из	1	2
7	в отличие от	1	2
8	и многое другое	1	2
9	в й главе	1	2
10	так же как	4	2
11	с другой стороны	2	2
12	о том что	2	2
13	в том что	5	2
14	в другом месте	2	1
15	том что в	1	1
16	мы узнаем что	1	1
17	о том как	1	1
18	т д и	2	1
19	этот вопрос не	1	1
20	в его работе	1	1
21	а может быть	1	1
22	мы видим в	1	1
23	можно было бы	3	1
24	но очень редко	1	1
25	точно так же	6	1
26	об этом не	1	1
27	но уже в	1	1
28	со всех сторон	4	1
29	что дает нам	1	1
30	не то что	1	1
31	в этой связи	1	1
32	мифов и легенд	1	1
33	однако наряду с	1	1
34	так что они	1	1
35	еще не все	1	1
36	в связи с	4	1
37	в виду что	1	1
38	к тому же	2	1
39	т д все	1	1
40	тем что они	1	1
41	что у него	1	1
42	соответствии с этим	1	1
43	потому что они	1	1
44	в третий раз	2	1
45	так например в	1	1
46	что он был	1	1
47	мы не можем	1	1
48	прежде всего нужно	1	1
49	а тем самым	1	1
50	это и есть	1	1
51	с самого начала	2	1
52	мы знаем что	10	1
53	человека или его	1	1
54	но это не	1	1
55	и прежде всего	1	1
56	в высшей степени	1	1
57	на другой день	1	1
58	и в другом	1	1
