N	2gram	Bakhtin_Fr_2	Vladivir
1	и в	49	31
2	в году	13	30
3	не только	17	24
4	но и	13	19
5	то что	6	18
6	и не	15	17
7	и даже	2	15
8	у него	2	15
9	в этом	15	14
10	том что	4	14
11	и с	6	14
12	он был	2	14
13	что в	2	14
14	там же	2	13
15	но в	4	12
16	в его	18	12
17	что он	3	12
18	по поводу	2	12
19	с его	5	11
20	же с	2	11
21	о том	3	11
22	в том	3	11
23	потому что	1	11
24	и то	1	10
25	также и	3	10
26	он не	1	10
27	так что	1	10
28	письме к	1	10
29	как мы	7	9
30	никогда не	5	9
31	в конце	2	9
32	только в	13	9
33	даже и	2	9
34	в течение	3	9
35	а в	4	9
36	в те	1	8
37	и по	1	8
38	в то	6	8
39	в дальнейшем	2	8
40	так как	6	8
41	мы уже	6	7
42	и его	17	7
43	для него	9	7
44	об этом	1	7
45	о нем	1	7
46	в эти	1	7
47	уже в	5	7
48	как раз	1	7
49	еще и	1	7
50	сказать что	6	7
51	того же	1	6
52	то же	7	6
53	и к	4	6
54	свое время	3	6
55	он и	1	6
56	в котором	1	6
57	иной раз	1	6
58	и сам	1	6
59	так и	6	6
60	можно сказать	2	6
61	в годах	1	6
62	в качестве	2	6
63	может быть	5	6
64	на этот	1	6
65	и потому	5	6
66	не может	7	6
67	к этому	1	6
68	те времена	1	5
69	не был	3	5
70	это был	2	5
71	на то	2	5
72	в египет	1	5
73	не в	1	5
74	что и	1	5
75	вовсе не	10	5
76	но он	6	5
77	не было	4	5
78	все это	9	5
79	видно что	1	5
80	и от	1	5
81	с ним	4	5
82	в свое	4	5
83	жизни и	7	5
84	в своих	4	5
85	я не	1	4
86	мы и	1	4
87	в этой	10	4
88	в истории	6	4
89	в своем	5	4
90	хотя и	2	4
91	и как	1	4
92	в которой	1	4
93	в нашем	2	4
94	в себе	4	4
95	в нем	9	4
96	главным образом	1	4
97	как и	11	4
98	несмотря на	3	4
99	ни с	1	4
100	еще в	2	4
101	в своей	5	4
102	и вообще	3	4
103	дело в	1	4
104	можно судить	1	4
105	же время	6	4
106	к ней	2	4
107	во всем	3	4
108	да и	3	4
109	к нему	3	4
