N	3gram	Losev_Dial_4	FransuaR
1	то же время	6	9
2	в то же	6	9
3	для того чтобы	5	6
4	в том что	9	6
5	но в то	2	5
6	в связи с	1	5
7	в нем не	1	3
8	связи с этим	1	3
9	и прежде всего	1	3
10	не могло не	1	2
11	в чем же	2	2
12	дело в том	1	2
13	с точки зрения	9	2
14	в отличие от	1	2
15	и не в	1	2
16	о том как	2	2
17	как раз то	1	2
18	же как и	1	2
19	в данном случае	1	2
20	можно говорить о	1	2
21	не может быть	6	2
22	нужно сказать что	1	2
23	можно сказать что	1	2
24	как бы в	1	2
25	хотя бы в	1	2
26	мы видим что	2	2
27	что иное как	8	1
28	весь мир и	1	1
29	не знаете что	1	1
30	и это нисколько	1	1
31	ровно ничего не	6	1
32	в ней и	1	1
33	ветхого и нового	1	1
34	на том же	1	1
35	и той же	3	1
36	не только о	1	1
37	же время и	2	1
38	это нисколько не	1	1
39	как и все	2	1
40	и в то	2	1
41	ни в коем	2	1
42	не имеет никакого	2	1
43	и та же	1	1
44	на самом же	1	1
45	но в сущности	1	1
46	и чем больше	1	1
47	все те же	1	1
48	он не может	1	1
49	но это не	1	1
50	без него не	1	1
51	в основе своей	1	1
52	к жизни и	1	1
53	только для того	1	1
54	в коем случае	2	1
55	и в частности	2	1
56	в это время	1	1
57	в себя и	1	1
58	между собою и	1	1
59	в течение всей	1	1
60	вы не знаете	1	1
61	самом же деле	1	1
62	одной и той	3	1
63	не мог не	1	1
64	есть не что	5	1
65	не имеет значения	1	1
66	не что иное	8	1
67	от того что	2	1
68	находится в его	1	1
69	в свою очередь	2	1
70	одна и та	1	1
71	о том что	1	1
72	ничего общего с	2	1
73	включает в себя	1	1
74	в течение всего	2	1
75	той или иной	1	1
76	в этой сфере	1	1
77	он еще не	1	1
78	друг от друга	1	1
79	после того как	1	1
80	вполне понятно что	1	1
81	но дело в	1	1
82	тем не менее	2	1
83	имеет никакого отношения	2	1
84	а именно в	1	1
85	для всех для	1	1
86	только тогда когда	4	1
