N	2gram	Nazirov_Tv_2	Literetu
1	и не	9	22
2	тогда как	3	17
3	в мире	5	16
4	и в	20	16
5	х годов	3	15
6	при этом	8	15
7	в этом	8	14
8	не только	13	14
9	но и	8	14
10	в том	8	12
11	может быть	8	12
12	а не	6	12
13	то что	3	12
14	в частности	2	11
15	своего рода	3	10
16	не в	4	10
17	такого рода	1	10
18	то же	7	9
19	так и	6	9
20	в то	10	9
21	в этой	5	8
22	в жизни	1	8
23	том что	4	8
24	не может	7	8
25	к себе	1	8
26	как бы	11	8
27	в своей	6	7
28	тем самым	4	7
29	же время	7	7
30	только в	2	7
31	себя в	2	7
32	в противовес	1	7
33	со стороны	1	7
34	еще не	5	6
35	с его	1	6
36	в себе	3	6
37	в другом	1	6
38	о том	5	6
39	и его	9	6
40	в его	10	6
41	с другой	2	6
42	к тому	1	6
43	в году	16	5
44	в отличие	2	5
45	отличие от	2	5
46	как в	4	5
47	в целом	6	5
48	тому же	2	5
49	то есть	5	5
50	лишь в	1	5
51	это не	7	5
52	соответствии с	4	5
53	как и	6	5
54	что я	2	5
55	в основе	2	5
56	в ее	2	5
57	что он	6	5
58	в поэзии	1	5
59	именно в	6	5
60	вместе с	3	5
61	а в	4	5
62	перед лицом	1	4
63	одним из	3	4
64	но не	5	4
65	по отношению	3	4
66	в рамках	1	4
67	хотя и	4	4
68	и если	2	4
69	входит в	1	4
70	должно быть	1	4
71	место в	3	4
72	однако в	1	4
73	даже в	1	4
74	никогда не	11	4
75	в тексте	1	4
76	в жизнь	1	4
77	с одной	1	4
78	в начале	3	4
79	из них	2	4
80	в одном	2	4
81	как будто	1	4
82	как у	3	4
83	и для	1	4
84	жизни в	3	4
85	отношению к	3	4
86	например в	5	3
87	самом деле	2	3
88	для которого	2	3
89	едва ли	2	3
90	той же	1	3
91	но уже	3	3
92	личности с	1	3
93	отнюдь не	4	3
94	однако не	1	3
95	и как	1	3
96	и наконец	2	3
97	и к	1	3
98	но в	4	3
99	то в	1	3
100	на его	4	3
101	а затем	3	3
102	в глазах	1	3
103	в г	1	3
104	только для	2	3
105	произведения в	1	3
106	потому что	7	3
107	в области	1	3
108	личности в	2	3
109	части романа	2	3
110	говоря словами	1	3
111	еще в	1	3
112	не случайно	2	3
113	прежде всего	8	3
114	между тем	3	3
115	все время	2	3
116	ни к	2	3
117	совершенно не	1	3
118	уже не	3	3
119	в самом	3	3
120	в соответствии	4	3
121	более того	2	3
122	и а	1	3
123	как это	1	3
124	я с	1	3
125	мыслится как	1	3
126	это как	1	3
127	в романе	15	3
128	как на	1	3
129	а я	2	3
130	том числе	1	3
131	художественного произведения	1	2
132	в первом	1	2
133	как мы	1	2
134	не вполне	1	2
135	на себя	1	2
136	я не	2	2
137	жизни как	1	2
138	мы и	1	2
139	то это	1	2
140	предстает как	1	2
141	и на	5	2
142	во всех	1	2
143	отказ от	1	2
144	искусство в	1	2
145	за их	1	2
146	отношение к	1	2
147	оказывается не	1	2
148	стороны и	1	2
149	традиции к	1	2
150	все же	5	2
151	когда он	4	2
152	в противоположность	1	2
153	еще на	1	2
154	не знает	1	2
155	представляет собой	1	2
156	особое место	2	2
157	на то	1	2
158	в случае	1	2
159	действительную жизнь	1	2
160	с чувством	3	2
161	в нем	3	2
162	о которой	1	2
163	в первой	2	2
164	и вот	1	2
165	том чтобы	1	2
166	на жизнь	1	2
167	в творческом	5	2
168	человека в	3	2
169	в работе	1	2
170	и с	8	2
171	в глубине	1	2
172	а по	1	2
173	его в	3	2
174	было бы	1	2
175	и даже	5	2
176	той или	1	2
177	со своими	2	2
178	несмотря на	1	2
179	и тогда	2	2
180	и ее	2	2
181	всякий раз	1	2
182	одном из	2	2
183	вплоть до	1	2
184	быть может	3	2
185	в конце	6	2
186	по себе	1	2
187	нас к	1	2
188	автора и	1	2
189	между людьми	2	2
190	не менее	2	2
191	в принципе	4	2
192	для меня	1	2
193	как о	2	2
194	литературной традиции	4	2
195	текста и	1	2
196	жизни не	1	2
197	записывает в	1	2
198	как раз	1	2
199	другой стороны	2	2
200	а лишь	1	2
201	целом и	2	2
202	у нас	2	2
203	следует признать	1	2
204	числе и	1	2
205	лирическим героем	1	2
206	для себя	1	2
207	и сам	5	2
208	что у	4	2
209	не с	1	2
