N	3gram	Bakhtin_Fr_3	Mirosoze
1	не может быть	2	8
2	для того чтобы	3	4
3	его отношение к	2	4
4	что и в	1	4
5	что иное как	1	3
6	до сих пор	4	3
7	в высшей степени	1	3
8	и в этом	1	3
9	это и есть	1	3
10	есть не что	1	3
11	не что иное	1	3
12	и той же	2	2
13	подобно тому как	1	2
14	также и в	1	2
15	но для этого	1	2
16	мы еще вернемся	4	2
17	может быть и	1	2
18	все что было	1	2
19	о том что	2	2
20	одной и той	2	2
21	по отношению к	2	2
22	как и в	2	2
23	в том что	1	2
24	том что в	1	1
25	одном из самых	1	1
26	менее всего может	1	1
27	обычном смысле слова	1	1
28	в нем и	1	1
29	две стороны одной	1	1
30	с точки зрения	1	1
31	и его жизнь	1	1
32	в своей книге	2	1
33	как и все	3	1
34	но и в	2	1
35	между тем как	1	1
36	в этом отношении	2	1
37	тому как в	1	1
38	он остается в	1	1
39	есть и в	1	1
40	и не было	2	1
41	в значительной степени	2	1
42	бы и не	1	1
43	стороны одной и	1	1
44	еще вернемся к	1	1
45	ни к какому	1	1
46	смысле этого слова	1	1
47	еще вернемся в	2	1
48	всего может быть	1	1
49	в обычном смысле	1	1
50	по сравнению с	2	1
51	во втором случае	1	1
52	и в этой	1	1
53	в xix веке	1	1
54	говорят о том	1	1
55	к этой теме	2	1
56	по ту сторону	1	1
57	сих пор не	1	1
58	в духе и	1	1
59	но также и	1	1
60	был по преимуществу	1	1
61	в котором в	1	1
62	той или иной	2	1
63	на самом деле	3	1
64	все это лишь	1	1
65	в них есть	1	1
66	у него было	1	1
