N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	65
2	то есть	26	45
3	и др	14	24
4	как бы	12	22
5	и не	16	22
6	вовсе не	7	18
7	в сущности	13	16
8	в том	3	16
9	в этом	12	15
10	но в	8	14
11	в нем	30	13
12	в условиях	2	13
13	мы уже	2	12
14	и на	14	11
15	прежде всего	8	11
16	все эти	9	10
17	не только	16	10
18	и его	14	10
19	так и	11	10
20	у рабле	3	10
21	но и	16	10
22	и потому	4	10
23	во всех	17	9
24	в его	13	9
25	все это	5	9
26	форм и	3	9
27	за пределы	4	8
28	всех этих	4	8
29	в своем	3	8
30	в основе	5	8
31	в духе	2	8
32	культуры и	1	8
33	и даже	6	8
34	здесь в	4	8
35	по своему	2	8
36	и другие	1	8
37	формы и	3	7
38	его в	3	7
39	точки зрения	16	7
40	только в	6	7
41	влияние на	1	7
42	жизни и	1	7
43	на самом	2	6
44	они были	2	6
45	в ней	4	6
46	еще не	4	6
47	все же	7	6
48	и у	2	6
49	при этом	6	6
50	том что	2	6
51	в отношении	6	6
52	никогда не	3	6
53	как мы	8	6
54	в значительной	1	6
55	в литературе	1	6
56	так как	3	6
57	может быть	14	6
58	не знает	1	6
59	сказать что	2	6
60	связана с	2	5
61	века в	2	5
62	меньшей степени	4	5
63	с его	4	5
64	отличие от	1	5
65	как в	8	5
66	этих форм	1	5
67	на протяжении	2	5
68	в них	6	5
69	рядом с	4	5
70	как и	4	5
71	есть в	1	5
72	в своей	7	5
73	потому что	2	5
74	той или	9	5
75	между тем	2	5
76	и одновременно	2	5
77	на мир	4	5
78	для него	3	5
79	в одном	2	5
80	или иной	9	5
81	связь с	2	5
82	в частности	2	5
83	в той	10	5
84	и все	4	5
85	почти вовсе	5	5
86	еще более	5	5
87	в большей	3	5
88	и до	1	4
89	начала в	1	4
90	в общем	1	4
91	и к	5	4
92	поэтому и	3	4
93	в самом	5	4
94	в этой	1	4
95	так сказать	5	4
96	в узком	10	4
97	на всю	3	4
98	входит в	4	4
99	в их	4	4
100	в отличие	1	4
101	не в	7	4
102	до сих	2	4
103	мы остановимся	1	4
104	у сервантеса	1	4
105	на всех	1	4
106	большей или	4	4
107	связи с	2	4
108	в жизни	1	4
109	почти полностью	1	4
110	из них	3	4
111	отношение к	7	4
112	и оценки	1	4
113	выходит за	3	4
114	или меньшей	4	4
115	сих пор	2	4
116	для нас	2	4
117	между ними	2	4
118	совершенно не	2	4
119	в обычном	1	3
120	между всеми	1	3
121	мы и	2	3
122	конечно и	2	3
123	почти на	1	3
124	менее всего	1	3
125	не просто	1	3
126	в себя	1	3
127	уже не	2	3
128	в себе	3	3
129	перестает быть	2	3
130	понимания и	1	3
131	и с	4	3
132	и других	3	3
133	это не	6	3
134	далеко не	5	3
135	в ее	2	3
136	он и	1	3
137	с точки	8	3
138	мир и	1	3
139	но это	1	3
140	уже сказали	2	3
141	даже в	2	3
142	к некоторым	1	3
143	эти формы	1	3
144	на котором	1	3
145	взглянуть на	1	3
146	ничего не	4	3
147	преимущественно в	4	3
148	по своей	1	3
149	этом отношении	1	3
150	и здесь	3	3
151	не могут	3	3
152	и прежде	1	3
153	всегда в	2	3
154	в виду	1	3
155	и вообще	2	3
156	с ним	7	3
157	о нем	4	3
158	в самой	1	3
