N	2gram	Tiupa_Lite_1	Dialekti
1	не есть	2	54
2	и не	12	27
3	а не	16	26
4	точки зрения	6	25
5	и в	8	24
6	есть нечто	1	23
7	не только	24	23
8	что такое	2	21
9	не может	5	19
10	не просто	1	18
11	и есть	3	16
12	и что	1	15
13	с точки	2	14
14	то что	10	14
15	таким образом	3	13
16	что он	5	13
17	вовсе не	1	13
18	может быть	13	13
19	и даже	3	13
20	того что	6	12
21	не менее	7	11
22	не имеет	1	11
23	что же	1	11
24	в сущности	2	10
25	отнюдь не	2	10
26	тем не	2	10
27	есть не	1	9
28	то это	2	9
29	но и	17	9
30	нет ничего	2	9
31	в этом	12	8
32	и как	1	8
33	отличается от	1	8
34	в виде	1	8
35	прежде всего	11	8
36	том что	14	8
37	в самом	3	7
38	как и	6	7
39	никогда не	4	7
40	как раз	4	7
41	потому что	3	7
42	в виду	3	7
43	только на	2	7
44	в особенности	1	7
45	и нет	2	7
46	что в	3	7
47	самом деле	2	6
48	должна быть	2	6
49	я не	7	6
50	то же	5	6
51	и с	1	6
52	превращается в	2	6
53	если бы	1	6
54	что и	1	6
55	и только	2	6
56	о том	2	6
57	и жизни	1	6
58	так как	1	6
59	не на	2	6
60	и все	1	6
61	от всего	1	6
62	вопрос о	1	5
63	что его	3	5
64	есть ли	1	5
65	он не	1	5
66	по крайней	1	5
67	так и	4	5
68	было бы	2	5
69	в них	1	5
70	мы не	1	5
71	в том	16	5
72	есть всегда	1	5
73	в то	5	5
74	тогда когда	1	5
75	и сама	1	5
76	и его	4	5
77	только в	8	5
78	уже не	7	5
79	одно из	3	5
80	крайней мере	1	5
81	что не	2	5
82	что для	2	5
83	как это	8	5
84	с этой	5	5
85	или не	1	5
86	только как	1	5
87	жизни и	3	5
88	и то	2	4
89	говорить о	1	4
90	в чем	1	4
91	субъекта и	3	4
92	подобно тому	2	4
93	собственно говоря	1	4
94	это не	4	4
95	на первый	1	4
96	от себя	2	4
97	что есть	1	4
98	как о	1	4
99	но только	1	4
100	о нем	1	4
101	к тому	2	4
102	с другой	3	4
103	для него	2	4
104	если оно	2	4
105	или иной	2	4
106	тому как	2	4
107	при всем	3	4
108	сознания и	1	4
109	хотя бы	2	4
110	только что	1	4
111	сказать что	1	4
112	была бы	1	3
113	той же	3	3
114	но даже	1	3
115	зависимости от	1	3
116	и на	1	3
117	при условии	1	3
118	за пределы	2	3
119	и я	6	3
120	в одной	1	3
121	в своем	11	3
122	все же	4	3
123	перед нами	1	3
124	как таковое	1	3
125	все эти	2	3
126	тем более	2	3
127	на то	1	3
128	в нем	2	3
129	в силу	4	3
130	бытие и	1	3
131	он и	3	3
132	должно быть	1	3
133	как все	2	3
134	имеется в	2	3
135	мир и	2	3
136	не в	8	3
137	особого рода	2	3
138	того кто	1	3
139	раз и	2	3
140	из которых	1	3
141	тем самым	5	3
142	она не	1	3
143	одна из	3	3
144	в основе	3	3
145	на себя	2	3
146	же время	5	3
147	уже и	1	3
148	можно и	1	3
149	и о	1	3
150	из двух	1	3
151	быть может	1	3
152	это было	1	3
153	к нему	1	3
154	с одной	2	3
155	то и	2	3
156	из них	4	3
157	мы знаем	1	3
158	мир в	4	3
159	друг друга	4	3
160	тем что	2	3
161	в каком	1	3
162	и прежде	3	3
163	не было	3	3
164	ни на	1	3
165	одной стороны	2	3
166	в сферу	2	3
167	как бы	7	3
168	на свете	1	3
169	если не	1	3
170	и от	1	3
171	не знает	1	3
172	все что	1	3
173	в слове	2	3
174	я и	7	2
175	также и	3	2
176	например в	3	2
177	же как	1	2
178	от самой	1	2
179	в частности	15	2
180	только потому	1	2
181	от самого	2	2
182	исходит из	3	2
183	этого он	1	2
184	в зависимости	1	2
185	как особого	1	2
186	оно вообще	1	2
187	из того	2	2
188	и самой	1	2
189	знания это	1	2
190	и он	1	2
191	еще не	4	2
192	бы то	1	2
193	с его	5	2
194	но не	4	2
195	было указано	1	2
196	его на	1	2
197	сознания в	12	2
198	целый ряд	1	2
199	но в	3	2
200	то в	1	2
201	в условиях	1	2
202	из этих	2	2
203	не отличает	1	2
204	в себе	7	2
205	тому же	2	2
206	в жертву	1	2
207	и если	1	2
208	при этом	19	2
209	перестает быть	4	2
210	и вот	1	2
211	и по	1	2
212	на этом	2	2
213	объект и	2	2
214	говорил что	1	2
215	чаще всего	1	2
216	на основании	1	2
217	этого не	2	2
218	и уже	1	2
219	несмотря на	3	2
220	от своего	2	2
221	всяком случае	2	2
222	в их	3	2
223	бы быть	1	2
224	иной раз	1	2
225	на котором	1	2
