N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	56
2	в его	11	18
3	таким образом	9	17
4	все эти	7	15
5	в этом	16	14
6	в том	22	13
7	так и	6	13
8	в то	3	12
9	и его	1	12
10	то же	6	11
11	в этих	2	11
12	как бы	5	11
13	еще не	9	10
14	же время	1	10
15	в самом	13	9
16	и не	10	9
17	только в	6	9
18	но и	3	9
19	в сущности	4	8
20	не только	17	8
21	и с	3	8
22	и их	1	8
23	до сих	8	8
24	и др	1	8
25	по своему	2	8
26	сих пор	8	8
27	все это	2	8
28	том что	11	8
29	и на	1	7
30	как мы	5	7
31	в частности	2	7
32	той же	3	6
33	в ее	4	6
34	но в	2	6
35	точки зрения	23	6
36	языка и	2	6
37	вовсе не	5	6
38	мы видим	1	6
39	связи с	6	6
40	прежде всего	9	6
41	в той	4	6
42	все они	2	6
43	потому что	12	6
44	но не	3	5
45	в пределах	2	5
46	он не	3	5
47	так сказать	2	5
48	мы видели	3	5
49	такой же	2	5
50	во время	1	5
51	в отношении	3	5
52	своего рода	2	5
53	в процессе	3	5
54	никогда не	1	5
55	в области	14	5
56	один из	4	5
57	не было	4	5
58	как и	5	5
59	в условиях	2	5
60	в результате	3	5
61	что в	13	5
62	есть и	1	5
63	и другие	1	5
64	они не	3	5
65	ту же	1	4
66	например в	1	4
67	и потому	1	4
68	но по	1	4
69	в ней	3	4
70	за пределы	2	4
71	и к	3	4
72	в которой	1	4
73	что это	3	4
74	в главе	1	4
75	в себе	1	4
76	при этом	6	4
77	что все	2	4
78	литературного языка	3	4
79	и ее	1	4
80	и более	3	4
81	даже в	1	4
82	того чтобы	11	4
83	по своей	1	4
84	во всем	1	4
85	и несколько	1	4
86	к языку	4	4
87	о том	6	4
88	с одной	4	4
89	в качестве	2	4
90	конечно не	2	4
91	так как	9	4
92	в особенности	2	4
93	пор еще	3	4
94	в основе	1	4
95	в свете	2	4
96	в народной	1	4
97	в их	6	3
98	конечно и	1	3
99	время в	3	3
100	не просто	2	3
101	связи и	2	3
102	в своем	4	3
103	перед нами	1	3
104	кроме того	2	3
105	главным образом	2	3
106	всех этих	1	3
107	и самый	2	3
108	слова и	7	3
109	ведь в	1	3
110	не мог	1	3
111	не в	5	3
112	но он	1	3
113	в таких	2	3
114	казалось бы	1	3
115	можно видеть	2	3
116	другом месте	1	3
117	рядом с	1	3
118	здесь мы	1	3
119	и о	4	3
120	характер и	1	3
121	мы наблюдаем	1	3
122	в другом	1	3
123	и здесь	2	3
124	а также	4	3
125	между тем	4	3
126	слов и	5	3
127	как например	2	3
128	одной из	1	3
129	уже не	8	3
130	был бы	3	3
131	мы находим	3	3
132	что и	6	3
133	может быть	14	3
134	еще и	2	3
135	что для	1	3
136	в некоторых	2	3
137	более того	1	3
138	сказать что	7	3
139	там где	3	3
140	с помощью	6	3
141	к его	2	3
142	образом и	1	3
143	на эту	1	3
144	в первой	1	3
145	в систему	1	3
146	в связи	5	3
147	в те	1	3
148	в большей	2	3
149	то что	4	3
150	речи и	1	3
151	народный язык	1	3
152	том числе	2	3
153	также и	5	2
154	и то	1	2
155	самом деле	14	2
156	на самом	3	2
157	по преимуществу	3	2
158	на две	1	2
159	что эти	2	2
160	был и	1	2
161	из всех	1	2
162	и конечно	1	2
