N	2gram	Propp_Isto_1	DiskursI
1	в себе	2	19
2	при этом	3	17
3	в этом	8	16
4	как и	4	16
5	и в	28	16
6	в качестве	5	16
7	может быть	25	16
8	и не	9	15
9	а не	15	14
10	отличие от	2	12
11	в отличие	2	12
12	в частности	2	12
13	но в	8	11
14	представляет собой	4	11
15	но и	10	11
16	со стороны	2	10
17	не только	12	10
18	том что	7	10
19	своего рода	1	10
20	так и	9	9
21	не может	15	9
22	такого рода	1	9
23	как в	2	8
24	в том	9	8
25	а также	1	8
26	но не	5	7
27	в рамках	2	7
28	в нем	2	7
29	не менее	6	7
30	прежде всего	10	7
31	то же	12	6
32	еще не	7	6
33	себя в	2	6
34	отнюдь не	1	6
35	все же	10	6
36	в своей	1	6
37	по своей	2	6
38	и на	4	5
39	в своем	5	5
40	в противоположность	1	5
41	в то	3	5
42	с другой	6	5
43	что в	12	5
44	для него	2	5
45	то что	9	5
46	а с	2	5
47	ни к	2	5
48	героя в	5	5
49	и то	1	4
50	по отношению	3	4
51	в этой	6	4
52	в основе	4	4
53	потому что	4	4
54	этом отношении	1	4
55	о том	9	4
56	в пределах	4	4
57	с одной	4	4
58	одно из	1	4
59	в одном	5	4
60	одной стороны	4	4
61	как бы	2	4
62	к этому	2	4
63	отношению к	3	4
64	можно назвать	2	4
65	также и	3	3
66	например в	5	3
67	и ее	1	3
68	не знают	3	3
69	столь же	2	3
70	к жизни	1	3
71	перед нами	3	3
72	и как	2	3
73	все эти	4	3
74	из этих	1	3
75	он не	2	3
76	в другом	3	3
77	его в	6	3
78	это не	7	3
79	соответствии с	1	3
80	ведет к	2	3
81	в этих	7	3
82	в котором	3	3
83	одном из	1	3
84	не в	9	3
85	в русской	2	3
86	в тексте	1	3
87	могут быть	4	3
88	мысль о	2	3
89	приводит к	2	3
90	еще в	2	3
91	в его	5	3
92	восходит к	5	3
93	но она	1	3
94	только в	11	3
95	в сказании	2	3
96	и его	3	3
97	уже не	3	3
98	из них	3	3
99	в них	1	3
100	в исторической	6	3
101	здесь в	2	3
102	не было	1	3
103	не знает	5	3
104	как будто	4	3
105	но это	4	3
106	и все	1	3
107	жизни а	1	3
108	которых не	1	2
109	же как	2	2
110	и это	1	2
111	говорить о	1	2
112	в ней	7	2
113	к своему	2	2
114	мы имеем	13	2
115	время в	1	2
116	всякий раз	1	2
117	легко может	2	2
118	к которой	1	2
119	уже как	1	2
120	тут же	1	2
121	первый взгляд	2	2
122	стороны и	1	2
123	что как	1	2
124	как уже	2	2
125	в целом	2	2
126	рассказ о	1	2
127	не более	2	2
128	вследствие этого	2	2
129	должна быть	5	2
130	подобно тому	1	2
131	является не	1	2
132	содержит в	1	2
133	же касается	1	2
134	и с	4	2
135	но уже	2	2
136	должно быть	2	2
137	все это	4	2
138	на первый	2	2
