N	3gram	Vygotskiy__5	Problemy
1	на самом деле	2	9
2	с самого начала	3	8
3	по отношению к	1	6
4	в романах достоевского	1	4
5	той или иной	2	4
6	друг с другом	3	4
7	в этом смысле	1	3
8	и в самом	2	3
9	одно и то	3	3
10	в конце концов	2	3
11	и то же	3	3
12	друг к другу	4	3
13	с другой стороны	5	3
14	не может быть	2	3
15	смысле этого слова	1	2
16	сводится к тому	2	2
17	для этого необходимо	2	2
18	с точки зрения	2	2
19	не кажется ли	1	2
20	сам по себе	3	2
21	в отличие от	2	2
22	к тому чтобы	1	2
23	можно было бы	3	2
24	и не в	1	2
25	к другому и	1	2
26	и в этом	1	2
27	самого героя и	1	2
28	и что все	1	2
29	и что он	1	2
30	в том что	14	2
31	мы увидим что	6	2
32	именно потому что	2	2
33	на этом противоречии	1	1
34	в чем не	1	1
35	еще далеко не	1	1
36	почти никогда не	1	1
37	от него и	1	1
38	потому что в	2	1
39	то есть не	1	1
40	дело в том	1	1
41	них как на	1	1
42	в самом деле	5	1
43	в том и	2	1
44	никак не может	3	1
45	том что он	1	1
46	самого начала в	1	1
47	в этом случае	2	1
48	сейчас же превращается	1	1
49	до сих пор	5	1
50	вместе с тем	3	1
51	что он не	1	1
52	в целом в	1	1
53	мы могли бы	4	1
54	то что в	2	1
55	что в нем	1	1
56	заключает в себе	4	1
57	к этому мы	1	1
58	том или ином	1	1
59	с ними в	1	1
60	благодаря тому что	1	1
61	по крайней мере	1	1
62	как если бы	1	1
63	прямо противоположном направлении	1	1
64	что даже и	1	1
65	и то что	3	1
66	и не принимает	1	1
67	может быть и	2	1
68	глазах и в	1	1
69	к тому что	6	1
70	как бы снова	1	1
71	то время как	1	1
72	в том или	1	1
73	то что оно	2	1
74	мы уже указывали	1	1
75	в данном случае	2	1
76	тому о чем	1	1
77	в прямо противоположном	1	1
78	незаметно для читателя	1	1
79	тем что он	1	1
80	но она не	1	1
81	как будто бы	1	1
82	и как бы	4	1
83	художественное произведение в	1	1
84	на них как	1	1
85	к другу как	1	1
86	видели что в	1	1
87	мы сейчас увидим	2	1
88	то что он	3	1
89	не может и	1	1
90	в начале романа	1	1
91	и в том	1	1
92	потому что они	1	1
93	мы видели что	1	1
94	ко всему тому	1	1
95	в то время	1	1
96	то новое что	1	1
97	в нем нет	1	1
98	из которых каждый	1	1
99	в свою очередь	1	1
100	и того же	2	1
101	рядом с этим	1	1
102	о том что	6	1
103	не только не	4	1
104	по его мнению	2	1
105	он как бы	1	1
106	ни в чем	1	1
107	можно сказать что	2	1
108	одного и того	2	1
109	друг от друга	2	1
110	например в том	1	1
111	вопрос о том	2	1
112	на всем протяжении	1	1
113	как бы в	2	1
114	а в виде	1	1
115	героя он дает	1	1
116	пока еще в	1	1
117	могли бы сказать	2	1
118	для того чтобы	19	1
119	заставляет своих героев	1	1
120	что это действительно	1	1
121	но к этому	1	1
122	то же самое	3	1
123	в этом отношении	3	1
124	мы еще не	1	1
125	и в другом	1	1
