N	2gram	Potebnia_M_1	Myshleni
1	речи и	10	30
2	в этом	15	29
3	точки зрения	8	28
4	и в	39	26
5	для себя	3	24
6	не только	21	24
7	то что	10	24
8	таким образом	13	23
9	с точки	3	21
10	того чтобы	2	19
11	для того	3	18
12	в том	26	18
13	и не	18	18
14	том что	16	17
15	потому что	52	16
16	для других	1	15
17	как и	9	15
18	к слову	1	14
19	как мы	2	14
20	того что	8	14
21	так как	21	14
22	так же	5	14
23	значение слова	1	13
24	и его	5	12
25	вместе с	8	12
26	что в	22	12
27	мысли и	9	11
28	в которой	2	11
29	в слове	8	11
30	только не	2	11
31	мысли к	1	11
32	но и	20	11
33	не может	22	11
34	словом и	2	10
35	что они	1	10
36	в развитии	1	10
37	слова и	4	10
38	по своей	1	10
39	в сущности	2	9
40	в самом	3	9
41	в себе	13	9
42	тому что	3	9
43	мысли в	9	9
44	мышления и	1	9
45	тем что	9	9
46	что мы	4	9
47	же как	1	8
48	то же	6	8
49	той же	3	8
50	между словом	1	8
51	что она	1	8
52	что он	1	8
53	только в	25	8
54	сказать что	3	8
55	тем самым	4	8
56	и то	3	7
57	мы не	10	7
58	с самого	3	7
59	самого начала	3	7
60	этой речи	1	7
61	к тому	4	7
62	по мере	6	7
63	может быть	27	7
64	прежде всего	4	7
65	самом деле	1	6
66	вопрос о	4	6
67	во всех	5	6
68	по отношению	13	6
69	все же	6	6
70	и слова	2	6
71	что это	3	6
72	все эти	1	6
73	было бы	12	6
74	и тем	3	6
75	в ее	1	6
76	нас к	1	6
77	в сознании	3	6
78	мыслью и	2	6
79	мы могли	1	6
80	и что	10	6
81	заключается в	3	6
82	связь между	2	6
83	в какой	1	6
84	иначе как	2	6
85	именно в	1	6
86	а не	21	6
87	как бы	6	6
88	в смысле	4	6
89	мы должны	3	6
90	от слова	1	6
91	речи как	1	6
92	как на	3	6
93	все что	2	6
94	связи между	2	5
95	тем же	2	5
96	оба эти	1	5
97	в целом	2	5
98	могли бы	2	5
99	и с	3	5
100	с тем	5	5
101	слова к	1	5
102	что этот	1	5
103	она не	3	5
104	что с	1	5
105	тогда когда	9	5
106	никак не	2	5
107	является в	1	5
108	если бы	14	5
109	в виду	2	5
110	на вопрос	1	5
111	и следовательно	2	5
112	как она	3	5
113	с одной	3	5
114	если мы	3	5
115	в начале	2	5
116	одно из	3	5
117	и их	3	5
118	слова в	2	5
119	речь и	2	5
120	одной стороны	3	5
121	от мысли	2	5
122	с внутренней	1	5
123	в данном	1	5
124	отношению к	13	5
125	с этой	2	5
126	и для	5	5
127	в речи	1	5
128	бы в	4	5
129	только что	2	5
130	переходит к	1	4
131	показать что	1	4
132	едва ли	1	4
133	еще не	6	4
134	с другой	7	4
135	в нашем	1	4
136	если в	1	4
137	как в	10	4
138	стороны и	2	4
139	но в	9	4
140	не можем	2	4
141	нами в	1	4
142	на то	2	4
143	и во	3	4
144	чем в	2	4
145	в такой	1	4
146	в котором	1	4
147	не в	15	4
148	не менее	6	4
149	не по	4	4
150	никогда не	4	4
151	связи с	3	4
152	в области	1	4
153	не могут	4	4
154	что оно	2	4
