N	2gram	Bakhtin_Fr_4	Problema
1	то есть	21	46
2	в его	8	43
3	и не	16	42
4	и в	29	38
5	не может	2	27
6	может быть	2	26
7	как бы	8	22
8	и с	9	17
9	и его	8	16
10	в этом	11	15
11	в нем	5	15
12	только в	2	13
13	прежде всего	8	13
14	независимо от	1	13
15	но не	2	12
16	за пределы	1	12
17	ни в	2	11
18	и для	2	11
19	отношение к	1	10
20	таким образом	20	10
21	в их	2	10
22	к нему	3	10
23	не только	10	9
24	его в	9	9
25	художественной формы	1	9
26	но и	9	9
27	и как	3	8
28	входит в	1	8
29	точки зрения	4	8
30	место в	2	8
31	в том	7	8
32	и др	4	8
33	то что	4	8
34	еще не	4	7
35	в самом	1	7
36	в плане	4	7
37	как и	12	7
38	и становится	1	7
39	как мы	10	7
40	с другой	4	7
41	отметить что	3	7
42	с помощью	4	7
43	в своей	5	7
44	что в	1	7
45	отношения к	1	6
46	самом деле	1	6
47	там где	3	6
48	и наконец	2	6
49	с точки	2	6
50	и этим	2	6
51	ничего не	1	6
52	дело с	1	6
53	мы можем	3	6
54	все же	3	6
55	себя как	1	5
56	отличие от	1	5
57	в своем	3	5
58	все эти	9	5
59	при этом	3	5
60	то же	10	5
61	это не	5	5
62	в них	7	5
63	рядом с	5	5
64	далеко не	5	5
65	в отличие	1	5
66	так и	11	5
67	в основе	2	5
68	и о	5	5
69	никогда не	2	5
70	с ним	2	5
71	конечно не	4	5
72	большинстве случаев	5	5
73	в большинстве	6	5
74	не на	2	5
75	формы и	2	5
76	все они	5	5
77	мы здесь	2	4
78	на самом	4	4
79	должна быть	1	4
80	конечно и	3	4
81	в виду	2	4
82	в ней	3	4
83	но конечно	3	4
84	конечном счете	1	4
85	относится к	1	4
86	как в	2	4
87	но в	12	4
88	в нашем	4	4
89	в себе	3	4
90	в данном	1	4
91	но они	4	4
92	в то	10	4
93	известной степени	1	4
94	здесь не	3	4
95	в ее	3	4
96	данном случае	1	4
97	можно было	1	4
98	о том	2	4
99	в конечном	1	4
100	от всех	2	4
101	с ними	3	4
102	каждый момент	1	4
103	в других	2	4
104	в форме	1	4
105	к которому	2	4
106	в романе	10	4
107	и потому	1	4
108	в более	1	4
109	между ними	2	4
110	сказать что	5	4
111	другой стороны	3	4
112	также и	4	3
113	говорить о	1	3
114	на них	2	3
115	нет и	1	3
116	значение для	1	3
117	связи и	2	3
118	кроме того	2	3
119	и к	2	3
120	в целом	1	3
121	он не	3	3
122	в мире	1	3
123	а как	2	3
124	в слове	2	3
125	том что	3	3
126	на него	1	3
127	как его	1	3
128	же время	8	3
129	и это	2	3
130	хотя и	2	3
131	и от	1	3
132	в дальнейшем	3	3
133	если бы	1	3
134	но здесь	2	3
135	и должно	1	3
136	но с	1	3
137	одной из	2	3
138	мы увидим	2	3
139	как нечто	1	3
140	с одной	2	3
141	со всеми	1	3
142	в известной	3	3
143	и даже	3	3
144	одной стороны	2	3
145	на фоне	1	3
146	и на	11	3
147	в тех	1	3
148	да и	2	3
149	слова и	1	3
150	но это	4	3
151	все это	4	3
152	и другими	1	3
153	от него	1	3
154	и все	13	3
155	в таком	1	3
156	все что	1	3
157	они не	2	3
158	смысле слова	1	2
159	и завершается	1	2
160	и должны	1	2
161	и есть	4	2
162	в котором	2	2
163	со всех	1	2
164	их значения	1	2
165	правильного понимания	2	2
166	себя свою	1	2
167	но она	2	2
168	не вполне	1	2
169	это отношение	1	2
170	и он	1	2
171	всех сторон	1	2
172	первый план	1	2
173	в чем	3	2
174	с его	4	2
175	но как	3	2
176	не все	1	2
177	при решении	1	2
178	дает нам	2	2
179	как к	3	2
180	и у	2	2
181	что это	5	2
182	бы не	2	2
183	нами в	1	2
184	лица и	1	2
185	на то	1	2
186	момента в	1	2
187	на этом	2	2
188	здесь мы	1	2
189	и других	3	2
190	что совершенно	1	2
191	на первый	2	2
192	и при	2	2
193	или точнее	1	2
194	все и	1	2
195	том же	2	2
196	и вообще	1	2
197	можем сказать	1	2
198	и вся	1	2
199	раз и	1	2
200	что эта	1	2
201	дело в	2	2
202	и духовного	1	2
203	того чтобы	3	2
204	чем не	1	2
205	действительности но	1	2
206	в самой	1	2
207	и весь	1	2
208	во всем	1	2
209	связи с	2	2
210	этом отношении	1	2
211	у нас	1	2
212	же самое	1	2
213	для того	3	2
214	что все	1	2
215	в себя	2	2
216	особенно в	3	2
217	поэтому в	2	2
218	здесь все	1	2
219	и здесь	3	2
220	становится только	1	2
221	другими словами	2	2
222	и что	1	2
223	от них	1	2
224	и во	1	2
225	же самом	1	2
226	носит чисто	1	2
227	в него	1	2
228	мир в	2	2
229	того что	3	2
230	в современной	1	2
231	что он	4	2
232	и ее	1	2
233	на мир	1	2
234	себя в	2	2
235	события и	1	2
236	в виде	1	2
237	не дает	1	2
238	ни с	2	2
239	что и	1	2
240	вовсе не	9	2
