N	2gram	Vygotskiy__3	Narrotol
1	не только	12	31
2	но и	5	27
3	и не	10	23
4	при этом	4	19
5	может быть	19	15
6	в качестве	2	14
7	в частности	1	14
8	как и	8	13
9	а не	7	13
10	а в	7	13
11	в этом	13	12
12	только в	4	12
13	и в	38	11
14	в данном	2	11
15	состоит в	3	10
16	и его	6	10
17	то есть	15	9
18	то что	35	9
19	то же	10	8
20	представляет собой	2	8
21	иначе говоря	5	8
22	не может	7	8
23	данном случае	2	8
24	в том	25	8
25	уже не	2	8
26	со стороны	2	8
27	в рассказе	1	8
28	но в	3	7
29	том что	14	7
30	если бы	14	7
31	у него	4	7
32	и он	1	6
33	в самом	25	6
34	не в	12	6
35	в этой	13	6
36	в себе	4	6
37	тому же	1	6
38	не мог	4	6
39	к тому	6	6
40	одного из	2	6
41	в его	5	6
42	как бы	14	6
43	один из	6	6
44	как раз	8	6
45	или в	5	6
46	жизни и	1	6
47	между двумя	1	5
48	и на	6	5
49	перед нами	8	5
50	рассказа в	1	5
51	так и	1	5
52	точки зрения	16	5
53	в своей	5	5
54	тем самым	1	5
55	потому что	14	5
56	можно сказать	1	5
57	действующих лиц	5	5
58	столь же	2	5
59	то в	1	4
60	в первом	1	4
61	на себя	1	4
62	еще не	1	4
63	с его	1	4
64	но не	1	4
65	как в	4	4
66	все же	8	4
67	хотя и	1	4
68	из этих	3	4
69	в нем	4	4
70	из них	6	4
71	и тем	3	4
72	в одном	8	4
73	в то	3	4
74	одна из	4	4
75	не по	1	4
76	того чтобы	9	4
77	никогда не	4	4
78	что на	1	4
79	к себе	2	4
80	в ней	15	4
81	что у	7	4
82	о том	6	4
83	внимание на	2	4
84	того что	4	4
85	для него	2	4
86	у нее	1	4
87	о чем	1	4
88	в речи	3	4
89	однако и	2	4
90	или не	2	4
91	имеет место	2	4
92	как известно	1	3
93	речь идет	4	3
94	и то	8	3
95	самом деле	21	3
96	идет о	4	3
97	едва ли	3	3
98	мы имеем	1	3
99	мы не	5	3
100	но как	2	3
101	в своем	5	3
102	и как	8	3
103	к чему	6	3
104	в целом	4	3
105	он не	6	3
106	для того	8	3
107	подобно тому	1	3
108	и с	1	3
109	в глазах	1	3
110	это не	1	3
111	начала и	1	3
112	в жизни	1	3
113	в слове	1	3
114	еще раз	1	3
115	и ее	2	3
116	их в	2	3
117	однако в	1	3
118	но они	2	3
119	в русской	2	3
120	как будто	4	3
121	этом отношении	1	3
122	за ними	1	3
123	у нас	2	3
124	истории не	1	3
125	и о	3	3
126	но при	1	3
127	когда в	4	3
128	в конечном	1	3
129	между тем	7	3
130	что он	11	3
131	в прозе	1	3
132	могло бы	2	3
133	может служить	7	3
134	не говорит	1	3
135	представляют собой	2	3
136	именно в	1	3
137	не было	1	3
138	как это	6	3
139	тому как	1	3
140	быть не	2	3
141	в начале	1	3
142	не является	1	3
143	и все	10	3
144	жизни а	1	3
145	что в	20	3
146	именно эта	1	2
147	в зависимости	1	2
148	ситуации в	1	2
149	и для	4	2
150	происходит это	1	2
151	в сущности	10	2
152	зависимости от	1	2
153	между собой	2	2
154	в чем	1	2
155	действующее лицо	2	2
156	как если	3	2
157	чем это	1	2
158	отличие от	1	2
159	во сне	1	2
160	один и	1	2
161	отнюдь не	2	2
162	в той	5	2
163	та же	3	2
164	в известном	1	2
165	раз в	4	2
166	роль в	1	2
167	нам как	1	2
168	на две	1	2
169	на то	16	2
170	не могла	2	2
171	так сказать	5	2
172	и еще	1	2
173	и вот	2	2
174	заключает в	1	2
175	одно и	3	2
176	назвать и	1	2
177	не будет	1	2
178	говорил о	2	2
179	это было	1	2
180	для них	1	2
181	все равно	1	2
182	тот самый	1	2
183	а за	1	2
184	он и	1	2
185	и тогда	1	2
186	в этих	2	2
187	рассказа о	1	2
188	в отличие	1	2
189	сих пор	5	2
190	у тургенева	1	2
191	в повести	1	2
192	она не	6	2
193	не имеет	6	2
194	дело в	1	2
195	дело не	2	2
196	не могло	1	2
197	казалось бы	5	2
198	ничего не	2	2
199	этих двух	1	2
200	как она	1	2
201	ни о	1	2
202	же самое	10	2
203	как мы	7	2
204	у себя	1	2
205	значения и	1	2
206	с ее	2	2
207	свою очередь	2	2
208	здесь не	3	2
209	другой стороны	5	2
210	она была	4	2
211	этом месте	1	2
212	по мере	1	2
213	с ним	2	2
214	при такой	2	2
215	слово то	1	2
216	никак не	7	2
217	до сих	6	2
218	с другой	7	2
219	времени в	1	2
220	эта фраза	2	2
221	нас в	1	2
222	в форме	1	2
223	и только	3	2
224	же в	2	2
225	такова природа	1	2
226	чем он	1	2
227	дело с	1	2
228	всяком случае	2	2
229	только на	1	2
230	до конца	2	2
231	в конце	2	2
232	к ним	3	2
233	не о	1	2
234	друг друга	1	2
235	мы можем	7	2
236	каждый из	1	2
237	и даже	4	2
238	в результате	1	2
239	она в	3	2
240	как у	1	2
241	и притом	1	2
242	что не	3	2
243	а на	1	2
244	и составляет	1	2
245	зависит от	1	2
246	могут служить	1	2
247	что мы	1	2
248	если не	1	2
249	вместе с	5	2
250	к его	2	2
251	по своим	1	2
252	и столь	2	2
253	смысл не	1	2
254	ни от	1	2
255	по своему	4	2
256	в первой	2	2
257	быть и	1	2
258	о его	1	2
259	она может	3	2
260	тот кто	1	2
261	хотя бы	2	2
262	только что	2	2
263	в романе	1	2
264	между ними	1	2
265	сказать что	4	2
