N	2gram	Propp_Isto_3	Myslijsy
1	потому что	3	52
2	и в	22	39
3	может быть	11	27
4	в том	9	26
5	только в	4	25
6	не может	4	22
7	что в	15	22
8	не только	14	21
9	так как	7	21
10	а не	6	21
11	в нем	9	20
12	но и	12	20
13	и не	12	18
14	том что	8	16
15	так что	5	16
16	в этом	17	15
17	не в	4	15
18	если бы	6	14
19	по отношению	2	13
20	таким образом	10	13
21	так и	2	13
22	отношению к	2	13
23	было бы	3	12
24	есть только	2	11
25	точно так	2	11
26	мы не	1	10
27	как в	2	10
28	по себе	1	10
29	и что	2	10
30	то что	7	10
31	что не	2	10
32	не есть	1	10
33	речи и	1	10
34	но в	10	9
35	как и	3	9
36	могут быть	5	9
37	для нас	4	9
38	там же	2	9
39	тем что	4	9
40	но не	7	8
41	точки зрения	2	8
42	в одном	2	8
43	того что	5	8
44	со стороны	3	8
45	вместе с	9	8
46	в ней	2	7
47	с этим	8	7
48	это не	6	7
49	в этих	11	7
50	то и	6	7
51	с другой	7	7
52	и т	16	6
53	то же	6	6
54	независимо от	2	6
55	все же	5	6
56	и как	3	6
57	бы не	1	6
58	при этом	2	6
59	и по	1	6
60	от нее	1	6
61	и наоборот	1	6
62	не менее	5	6
63	того как	1	6
64	тем не	5	6
65	что на	4	6
66	в каком	1	6
67	что и	9	6
68	еще не	10	6
69	по мере	1	6
70	как бы	1	6
71	то это	2	5
72	мысль что	1	5
73	не видно	3	5
74	не имеют	2	5
75	не следует	1	5
76	с тем	2	5
77	не имеет	2	5
78	и его	4	5
79	что при	1	5
80	если же	1	5
81	между тем	2	5
82	в его	3	5
83	вовсе не	2	5
84	друг друга	6	5
85	что человек	1	5
86	языка не	1	5
87	так же	3	5
88	и потому	2	5
89	но это	3	5
90	и для	2	5
91	а в	6	5
92	другой стороны	7	5
93	в таком	1	5
94	вопрос о	2	4
95	все остальные	1	4
96	из этих	3	4
97	т д	15	4
98	мы видели	13	4
99	том смысле	1	4
100	однако в	1	4
101	бы быть	1	4
102	в то	2	4
103	а так	1	4
104	никогда не	3	4
105	можно бы	1	4
106	во всем	1	4
107	к тому	3	4
108	свою очередь	1	4
109	с нею	1	4
110	не было	2	4
111	и даже	2	4
112	прежде всего	3	4
113	там где	7	4
114	что мы	1	4
115	тому как	1	4
116	без языка	1	4
117	при таком	1	4
118	от него	2	4
119	от того	1	4
120	мы видим	8	4
121	в свою	4	4
122	но тем	2	3
123	должна быть	1	3
124	и то	2	3
125	столь же	1	3
126	тем как	1	3
127	относится к	2	3
128	при известных	1	3
129	что как	1	3
130	в своем	2	3
131	хотя и	2	3
132	что по	2	3
133	эти отношения	1	3
134	что это	1	3
135	он не	5	3
136	подобно тому	1	3
137	так например	1	3
138	в мире	1	3
139	той же	2	3
140	и с	4	3
141	заключается в	1	3
142	и тем	1	3
143	в жизни	2	3
144	в них	6	3
145	показывает что	5	3
146	в этой	5	3
147	не мог	2	3
148	в своей	1	3
149	с точки	1	3
150	и той	1	3
151	друг другу	2	3
152	она не	4	3
153	самого начала	1	3
154	находятся в	1	3
155	как она	1	3
156	и это	2	3
157	с самого	1	3
158	столько же	1	3
159	с ним	1	3
160	к одной	1	3
161	одной и	1	3
162	в другой	4	3
163	есть что	1	3
164	мы увидим	3	3
165	но как	1	3
166	с одной	2	3
167	из которого	2	3
168	только на	2	3
169	каким образом	1	3
170	или даже	1	3
171	одно из	1	3
172	и их	1	3
173	никто не	2	3
174	могло бы	1	3
175	эти явления	1	3
176	были бы	1	3
177	с другим	1	3
178	связи с	6	3
179	одной стороны	2	3
180	в состоянии	1	3
181	только для	1	3
182	оно и	1	3
183	и от	3	3
184	она может	1	3
185	то не	2	3
186	и все	3	3
187	к этой	1	3
188	мы должны	7	3
189	сказать что	3	3
190	как на	1	3
191	во всяком	2	3
192	одним из	4	2
193	и есть	2	2
194	видеть в	1	2
195	во-первых в	1	2
196	их и	3	2
197	а как	1	2
198	есть не	1	2
199	в некотором	1	2
200	то мы	2	2
201	мы будем	1	2
202	не все	6	2
203	тогда как	1	2
204	друг от	1	2
205	которые не	1	2
206	в течение	6	2
207	его к	1	2
208	в целом	3	2
209	образом и	2	2
210	ни одна	1	2
211	бы только	1	2
212	во многих	2	2
213	что отношения	1	2
214	на то	1	2
215	не могла	2	2
216	после этого	2	2
217	мы можем	6	2
218	и более	2	2
219	из него	1	2
220	говорит следующее	1	2
221	с этой	1	2
222	но все	2	2
223	могла бы	1	2
224	на все	2	2
225	предмета а	1	2
226	для них	3	2
227	но уже	1	2
228	чем в	1	2
229	в один	1	2
230	та что	2	2
231	но если	1	2
232	в животном	2	2
233	несомненно что	2	2
234	обнаруживается в	1	2
235	но он	4	2
236	не могли	1	2
237	эти формы	1	2
238	то чего	1	2
239	на себе	1	2
240	что иное	3	2
241	нам и	1	2
242	только не	2	2
243	в разных	1	2
244	связанное с	2	2
245	к ней	4	2
246	дни и	1	2
247	ее с	1	2
248	заметить что	1	2
249	из того	2	2
250	как будто	2	2
251	ничего общего	1	2
252	как мы	8	2
253	не будет	1	2
254	то она	1	2
255	с ее	1	2
256	от друга	1	2
257	но во-первых	1	2
258	уже с	3	2
259	только то	1	2
260	для этого	1	2
261	но такая	1	2
262	иное как	3	2
263	и должно	1	2
264	о том	3	2
265	при котором	1	2
266	никак не	1	2
267	одного из	2	2
268	можно заметить	1	2
269	и только	1	2
270	еще более	2	2
271	что бы	1	2
272	известно что	2	2
273	этот вопрос	2	2
274	известных условиях	1	2
275	для нее	2	2
276	по этому	1	2
277	в таких	1	2
278	уже не	7	2
279	не можем	1	2
280	же в	2	2
281	в начале	1	2
282	предположение что	1	2
283	при помощи	3	2
284	за ним	3	2
285	к ним	1	2
286	и вместе	1	2
287	в других	4	2
288	перейти к	2	2
289	у нас	4	2
290	на этот	1	2
291	таком случае	1	2
292	под влиянием	1	2
293	если не	2	2
294	и предмет	1	2
295	связь с	6	2
296	нет ничего	2	2
297	за тем	1	2
298	его на	2	2
299	не создает	1	2
300	что же	1	2
301	и о	2	2
302	о его	1	2
303	видно что	2	2
304	стороны и	3	2
305	к новому	1	2
306	между прочим	3	2
307	не существует	1	2
308	или в	11	2
309	хотя бы	1	2
310	все они	1	2
311	но вместе	1	2
312	была бы	1	2
313	не что	3	2
314	из этого	1	2
315	жизни и	2	2
316	но эти	1	2
317	все что	3	2
318	например в	2	1
319	до известного	2	1
320	же как	2	1
321	человека и	1	1
322	начинается с	1	1
323	а из	1	1
324	самом деле	1	1
325	бы для	1	1
326	отношений в	1	1
327	и этот	1	1
328	его не	3	1
329	менее если	1	1
330	что изучение	1	1
331	может даже	1	1
332	мы имеем	19	1
333	или наоборот	2	1
334	вместе в	1	1
335	в жизнь	1	1
336	имеет свою	3	1
337	на эти	1	1
338	видит два	1	1
339	не вполне	6	1
340	на себя	2	1
341	и другая	1	1
342	нет ли	1	1
343	это подтверждается	1	1
344	и на	4	1
345	на них	1	1
346	и согласие	1	1
347	что его	1	1
348	в различных	1	1
349	в чем	3	1
350	и связь	1	1
351	дела а	1	1
352	как если	1	1
353	на другой	2	1
354	на самом	2	1
355	жить и	1	1
356	впоследствии они	2	1
357	не то	1	1
358	нельзя говорить	1	1
359	некоторые черты	1	1
360	себе и	2	1
361	мы назвали	1	1
362	друга и	1	1
363	это или	1	1
364	что они	8	1
365	вследствие чего	2	1
366	одном из	3	1
367	для создания	1	1
368	некоторое время	3	1
369	можно предположить	1	1
370	перед нами	1	1
371	и получает	1	1
372	в теснейшем	1	1
373	известные нам	1	1
374	следующим образом	3	1
375	ясно и	1	1
376	еще на	1	1
377	сказать о	1	1
378	он в	1	1
379	все эти	4	1
380	так в	6	1
381	что так	1	1
382	всегда ли	1	1
383	см выше	1	1
384	и кто	1	1
385	если он	2	1
386	появляется как	1	1
387	человек не	1	1
388	этот процесс	1	1
389	на его	3	1
390	перестает быть	1	1
391	не как	1	1
392	его от	1	1
393	на этом	4	1
394	что она	5	1
395	в нее	2	1
396	положения что	1	1
397	же не	2	1
398	не нашел	1	1
399	его в	3	1
400	входит в	1	1
401	чтобы дать	1	1
402	совершенно ясно	1	1
403	должен был	3	1
404	только одно	1	1
405	он на	2	1
406	будет иметь	1	1
407	этого слова	1	1
408	все равно	3	1
409	далеко не	3	1
410	со своими	2	1
411	не всегда	4	1
412	и уже	2	1
413	гораздо глубже	1	1
414	что собственно	1	1
415	во время	6	1
416	и другие	4	1
417	что такое	1	1
418	в следующем	1	1
419	в такой	1	1
420	в котором	2	1
421	в которых	2	1
422	возводится к	1	1
423	должны были	3	1
424	любовь и	1	1
425	своей жизни	1	1
426	произошло бы	1	1
427	выше мы	3	1
428	сами по	1	1
429	и эти	3	1
430	действительно есть	1	1
431	их в	3	1
432	что этот	1	1
433	такой вопрос	1	1
434	вместе со	1	1
435	как можно	1	1
436	даже в	2	1
437	случае мы	1	1
438	второе предположение	1	1
439	говорит если	1	1
440	а на	1	1
441	можно понимать	1	1
442	слова именно	1	1
443	например что	1	1
444	на самый	1	1
445	в самых	2	1
446	для всего	1	1
447	например не	1	1
448	здесь может	2	1
449	ничего не	6	1
450	него а	1	1
451	именно с	1	1
452	на волю	1	1
453	б в	1	1
454	этого предмета	1	1
455	до того	1	1
456	уже и	1	1
457	тела и	1	1
458	в известных	1	1
459	к прежнему	1	1
460	лежит в	1	1
461	все особенности	1	1
462	как только	2	1
463	по характеру	1	1
464	еще яснее	1	1
465	и другим	1	1
466	указывает на	1	1
467	он видит	3	1
468	где он	1	1
469	всегда в	1	1
470	особенности этого	2	1
471	как не	1	1
472	эти представления	1	1
473	здесь не	3	1
474	в ее	1	1
475	к нам	1	1
476	живущие в	2	1
477	животное или	2	1
478	и говорит	9	1
479	действия и	1	1
480	то время	2	1
481	роль в	2	1
482	на том	3	1
483	что у	3	1
484	в образе	1	1
485	можно было	1	1
486	на нее	3	1
487	не с	2	1
488	этой мысли	1	1
489	он по	2	1
490	что дело	1	1
491	не исчерпывается	1	1
492	является в	1	1
493	внимание и	1	1
494	будем рассматривать	1	1
495	должна бы	1	1
496	смысле и	1	1
497	образом в	2	1
498	это должно	1	1
499	мире мы	1	1
500	в другом	2	1
501	другие и	1	1
502	становится уже	1	1
503	после того	2	1
504	там в	1	1
505	нас в	1	1
506	к нему	5	1
