N	2gram	Trubetskoy_1	Formalny
1	и не	19	30
2	вовсе не	1	28
3	и в	14	27
4	может быть	9	25
5	не может	22	24
6	так и	1	21
7	в этом	17	18
8	таким образом	11	18
9	а не	2	17
10	самом деле	7	16
11	точки зрения	11	16
12	то же	11	15
13	в нем	5	15
14	на самом	6	14
15	как и	4	14
16	с точки	9	14
17	не в	4	12
18	если бы	6	12
19	и т	3	11
20	в самом	3	11
21	в жизни	1	11
22	и от	2	11
23	не могут	4	10
24	место в	2	10
25	но и	10	10
26	не только	9	9
27	лишь в	3	9
28	так как	4	9
29	так же	2	9
30	отнюдь не	7	8
31	как бы	4	8
32	при этом	5	8
33	входит в	1	8
34	ни в	2	8
35	как мы	1	8
36	только в	5	8
37	то что	13	8
38	и все	1	8
39	что в	4	8
40	тем же	1	7
41	с тем	6	7
42	не менее	1	7
43	же время	10	7
44	потому что	5	7
45	его в	4	7
46	между тем	5	7
47	в его	4	7
48	в том	17	7
49	для них	3	7
50	если мы	1	7
51	все это	6	7
52	совершенно не	2	7
53	в то	10	7
54	еще не	3	6
55	но в	2	6
56	все эти	2	6
57	в своей	5	6
58	всяком случае	6	6
59	и теперь	1	6
60	было бы	5	6
61	что он	6	6
62	с другой	1	6
63	вместе с	4	6
64	в данном	7	6
65	все же	4	6
66	и для	6	6
67	бы в	1	6
68	хотя бы	5	6
69	в своих	6	6
70	во всяком	9	6
71	в зависимости	1	5
72	но не	4	5
73	в истории	1	5
74	в одной	1	5
75	войти в	1	5
76	ни было	1	5
77	того чтобы	8	5
78	сводится к	3	5
79	если же	2	5
80	в ней	2	5
81	что они	3	5
82	никогда не	5	5
83	связи с	3	5
84	большинстве случаев	2	5
85	и их	1	5
86	друг друга	3	5
87	тем что	3	5
88	именно так	1	5
89	и потому	3	5
90	что же	4	5
91	не является	1	5
92	в результате	2	5
93	не есть	3	4
94	мы не	1	4
95	он был	1	4
96	бы то	4	4
97	и как	3	4
98	и те	2	4
99	но ведь	1	4
100	на ее	1	4
101	бы ни	2	4
102	в корне	4	4
103	то ни	4	4
104	данном случае	3	4
105	в ее	1	4
106	мы знаем	1	4
107	том что	9	4
108	для данного	1	4
109	по себе	2	4
110	она не	2	4
111	тогда когда	4	4
112	мы можем	2	4
113	и является	2	4
114	могут быть	1	4
115	к тому	7	4
116	роль в	1	4
117	следовательно и	2	4
118	о том	7	4
119	же и	1	4
120	конечно не	5	4
121	в большинстве	3	4
122	только на	2	4
123	для того	6	4
124	со стороны	4	4
125	прежде всего	8	4
126	до конца	1	4
127	в связи	1	4
128	как это	1	4
129	да и	3	4
130	между собой	5	4
131	из этого	3	4
132	жизни и	4	4
133	они не	1	4
134	же как	1	3
135	того же	1	3
136	должна быть	2	3
137	мы уже	2	3
138	и на	5	3
139	в которых	1	3
140	столь же	1	3
141	время в	2	3
142	во всех	5	3
143	нет и	1	3
144	что это	3	3
145	формы в	1	3
146	в себе	9	3
147	вследствие этого	1	3
148	не следует	1	3
149	и с	7	3
150	те же	1	3
151	это не	1	3
152	и тем	2	3
153	ее в	2	3
154	в этих	2	3
155	и более	2	3
156	по отношению	2	3
157	тому что	2	3
158	в основе	1	3
159	для нас	2	3
160	этом отношении	1	3
161	же самое	1	3
162	только то	1	3
163	ясно что	2	3
164	в эпоху	1	3
165	никак не	1	3
166	и что	2	3
167	можно сказать	1	3
168	их в	2	3
169	уже не	2	3
170	его и	2	3
171	в конце	3	3
172	не о	2	3
173	души и	1	3
174	не на	1	3
175	к его	1	3
176	того что	3	3
177	отношению к	1	3
178	является для	1	3
179	жизни в	5	3
180	может и	1	3
181	всех других	1	3
182	ту же	1	2
183	отношения к	2	2
184	он считает	1	2
185	в такой	1	2
186	он может	1	2
187	это и	1	2
188	в котором	2	2
189	с таким	1	2
190	в сущности	1	2
191	так чтобы	3	2
192	говорить о	3	2
193	в полной	1	2
194	проявляется в	2	2
195	россии и	3	2
196	в сторону	1	2
197	в общем	1	2
198	очевидно что	1	2
199	данный момент	1	2
200	в своем	6	2
201	стороны и	1	2
202	не являются	1	2
203	от этого	1	2
204	то в	3	2
205	бы не	1	2
206	из этих	3	2
207	в этой	4	2
208	только один	1	2
209	вообще не	1	2
210	главным образом	3	2
211	сами эти	2	2
212	всех этих	3	2
213	в россии	6	2
214	на земле	4	2
215	что ни	1	2
216	возможно только	1	2
217	лишь с	1	2
218	человека в	1	2
219	этим самым	1	2
220	уже знаем	1	2
221	на почве	2	2
222	это противоречие	1	2
223	из нее	1	2
224	для чего	1	2
225	друга в	1	2
226	такой же	1	2
227	и тогда	2	2
228	нисколько не	2	2
229	таким же	3	2
230	бы к	1	2
231	знаем что	3	2
232	друг другу	2	2
233	не требуется	1	2
234	необходимо чтобы	1	2
235	даже в	1	2
236	до известной	1	2
237	принадлежат к	2	2
238	дело в	1	2
239	одна из	3	2
240	проблема и	1	2
241	не могло	1	2
242	только не	1	2
243	тем не	1	2
244	из одного	1	2
245	отличается от	2	2
246	и это	1	2
247	с ее	1	2
248	как не	1	2
249	но при	1	2
250	идет не	1	2
251	если они	2	2
252	это только	2	2
253	для этого	3	2
254	какой это	1	2
255	на все	1	2
256	в самой	1	2
257	ее и	1	2
258	и во	3	2
259	переходит в	1	2
260	что и	3	2
261	и только	5	2
262	от этих	1	2
263	может иметь	1	2
264	является результатом	1	2
265	и действительно	1	2
266	должен быть	1	2
267	именно на	2	2
268	же он	1	2
269	не можем	2	2
270	является не	2	2
271	в данной	1	2
272	из них	3	2
273	они будут	2	2
274	от того	4	2
275	лишь к	4	2
276	и даже	2	2
277	или иной	5	2
278	в области	2	2
279	связаны с	1	2
280	ведь на	1	2
281	к которому	1	2
282	связано с	1	2
283	превращается в	1	2
284	а на	1	2
285	была бы	1	2
286	не об	1	2
287	существуют в	1	2
288	то по	1	2
289	смысле этого	1	2
290	всех областях	1	2
291	этого слова	1	2
292	но это	2	2
293	но для	2	2
294	известной степени	1	2
295	от него	2	2
296	конце концов	3	2
297	мы должны	7	2
298	это учение	2	2
299	к самому	1	2
300	одной из	3	2
301	но если	3	2
302	возможно лишь	4	2
303	лишь тогда	1	2
304	эти элементы	1	2
305	к этому	1	2
306	в таком	2	2
307	от этой	2	1
308	не должны	1	1
309	не дала	1	1
310	и то	4	1
311	тех же	1	1
312	определенные условия	1	1
313	к данному	2	1
314	мы подойдем	1	1
315	от своей	2	1
316	видеть в	2	1
317	со своей	1	1
318	к созданию	1	1
319	и этот	3	1
320	и искать	1	1
321	есть не	1	1
322	воплощения в	1	1
323	и полнотой	2	1
324	нас важно	1	1
325	не была	1	1
326	в каждый	1	1
327	потому-то в	1	1
328	оно есть	1	1
329	то это	3	1
330	образом оказывается	1	1
331	оно может	1	1
332	или от	2	1
333	а следовательно	3	1
334	тот или	1	1
335	а только	1	1
336	значение и	1	1
337	только тогда	1	1
338	данного человека	1	1
339	должны были	1	1
340	себе и	4	1
341	не просто	2	1
342	другие из	1	1
343	оно является	1	1
344	из таких	1	1
345	сама по	2	1
346	ни одна	3	1
347	с этим	2	1
348	совершенно очевидно	2	1
349	цели к	1	1
350	в противном	1	1
351	является тем	1	1
352	было только	1	1
353	однако отнюдь	2	1
354	которых идет	1	1
355	и конечно	1	1
356	чем больше	1	1
357	что так	1	1
358	остановиться на	1	1
359	им в	1	1
360	и тот	2	1
361	идет речь	4	1
362	иначе и	1	1
363	на то	5	1
364	не могла	1	1
365	и если	7	1
366	противном случае	1	1
367	время и	1	1
368	он не	5	1
369	говорили в	2	1
370	в принципе	1	1
371	к одному	1	1
372	этого вопроса	1	1
373	не к	2	1
374	котором мы	1	1
375	такого человека	1	1
376	именно из	1	1
377	по существу	5	1
378	еще одну	1	1
379	и по	3	1
380	так например	1	1
381	или иных	1	1
382	но все	1	1
383	значительной степени	1	1
384	в одну	1	1
385	он будет	4	1
386	касается до	2	1
387	не будет	7	1
388	факт что	2	1
389	в мире	4	1
390	и второй	1	1
391	ее части	1	1
392	на создание	1	1
393	и обратно	1	1
394	того или	2	1
395	каждого элемента	1	1
396	с другими	1	1
397	быть не	1	1
398	за другой	1	1
399	чаще всего	1	1
400	случае весь	1	1
401	может стремиться	1	1
402	в единое	2	1
403	о которых	3	1
404	творца и	1	1
405	исторический момент	1	1
406	освободиться от	1	1
407	с этой	1	1
408	они придут	1	1
409	всегда и	1	1
410	становится и	1	1
411	задачи и	1	1
412	должно быть	3	1
413	выражение в	1	1
414	и того	1	1
415	одного и	1	1
416	на первый	1	1
417	и при	6	1
418	что такая	1	1
419	что о	1	1
420	в их	4	1
421	мы говорили	3	1
422	формы так	1	1
423	могло бы	1	1
424	для всякого	1	1
425	на место	1	1
426	к новой	1	1
427	его целом	1	1
428	когда эти	1	1
429	теми же	1	1
430	при условии	3	1
431	и эти	1	1
432	бы о	1	1
433	на такое	1	1
434	тому чтобы	4	1
435	том же	2	1
436	же мы	1	1
437	каждого отдельного	2	1
438	ясностью и	2	1
439	можем и	1	1
440	с ним	2	1
441	тем самым	2	1
442	что эта	1	1
443	она могла	1	1
444	самого начала	1	1
445	ними не	1	1
446	или другие	1	1
447	на себе	1	1
448	на него	1	1
449	когда они	4	1
450	чтобы стать	1	1
451	иметь в	1	1
452	но только	1	1
453	та или	1	1
454	этот тип	1	1
455	возможно и	1	1
456	в разных	1	1
457	больше чем	2	1
458	возможностей и	1	1
459	которые и	1	1
460	таким путем	1	1
461	явление в	1	1
462	связь и	1	1
463	то у	1	1
464	исторической и	1	1
465	в сознании	3	1
466	это рассуждение	1	1
467	в подобном	1	1
468	с другом	14	1
469	если он	1	1
470	ведь даже	1	1
471	единства которое	1	1
472	числе и	1	1
473	виде как	1	1
474	ведь вся	1	1
475	этого и	1	1
476	по возможности	1	1
477	той или	3	1
478	что при	1	1
479	эпохи не	1	1
480	но по	1	1
481	людей в	1	1
482	всего этого	1	1
483	эти последние	1	1
484	только при	1	1
485	совершенно ясно	1	1
486	дала бы	1	1
487	внутренние противоречия	1	1
488	языка и	1	1
489	в собственном	1	1
490	последнее время	2	1
491	к внешней	1	1
492	своими средствами	1	1
493	в себя	1	1
494	с самого	1	1
495	или для	1	1
496	что такой	4	1
497	то нужно	1	1
498	из существующих	1	1
499	можно было	4	1
500	представителей данного	1	1
501	возможностями и	1	1
502	для него	6	1
503	бы признать	1	1
504	данного народа	5	1
505	что отдельные	1	1
506	об этом	1	1
507	и должно	2	1
508	не был	1	1
509	с особенной	1	1
510	язык и	1	1
511	настоящее время	2	1
512	и внутреннее	1	1
513	но мы	3	1
514	одного из	1	1
515	и просто	1	1
516	что его	1	1
517	в значительной	3	1
518	по их	1	1
519	те или	1	1
520	путь к	4	1
521	к ложному	1	1
522	от них	1	1
523	лишь поскольку	1	1
524	отдельных индивидуальных	1	1
525	а потому	5	1
526	и писать	1	1
527	что бы	3	1
528	в лучшем	3	1
529	не так	2	1
530	оставаясь в	1	1
531	быть и	2	1
532	что только	2	1
533	внутреннее противоречие	1	1
534	может оказаться	1	1
535	может привести	1	1
536	совершенно иные	1	1
537	это же	1	1
538	в качестве	3	1
539	человека с	1	1
540	себя в	4	1
541	так что	2	1
542	же ее	1	1
543	для всех	6	1
544	и у	1	1
545	видеть что	1	1
546	вопроса о	1	1
547	при этих	1	1
548	то и	1	1
549	в начале	2	1
550	впитывает в	1	1
551	здесь же	1	1
552	а то	1	1
553	или даже	1	1
554	и других	1	1
555	за ним	1	1
556	к каким	1	1
557	условии если	3	1
558	если такой	1	1
559	если допустить	1	1
560	чтобы она	2	1
561	от тех	1	1
562	с определенным	1	1
563	у этих	1	1
564	это значило	1	1
565	случае не	1	1
566	могла стать	1	1
567	почему не	1	1
568	и вместе	2	1
569	в других	2	1
570	даже и	2	1
571	это положение	1	1
572	с общим	1	1
573	из двух	1	1
574	может признать	1	1
575	без того	1	1
576	даже не	2	1
577	до сих	5	1
578	не поддается	1	1
579	однако это	1	1
580	именно в	3	1
581	а о	1	1
582	оно будет	1	1
583	человека а	1	1
584	еще и	1	1
585	на ней	1	1
586	только к	3	1
587	что для	3	1
588	не было	3	1
589	создания нового	1	1
590	зависит от	2	1
591	а наоборот	1	1
592	ничем не	1	1
593	в руках	1	1
594	те элементы	1	1
595	выражением его	1	1
596	понятие о	1	1
597	этого своего	1	1
598	ясное и	1	1
599	бы нас	2	1
600	наличности в	1	1
601	или другая	1	1
602	в частности	2	1
603	тот факт	2	1
604	эта перспектива	1	1
605	этих случаях	1	1
606	всегда бывают	1	1
607	которые являются	1	1
608	в течение	2	1
609	вкусов и	1	1
610	в положении	3	1
611	его собственные	1	1
612	происходит в	1	1
613	оно вовсе	1	1
614	друг с	14	1
615	из отдельных	1	1
616	как самоцель	1	1
617	каждый данный	1	1
618	подходя к	1	1
619	этом случае	3	1
620	но даже	2	1
621	и о	2	1
622	сих пор	5	1
623	и стать	1	1
624	только для	2	1
625	лучшем случае	3	1
626	один из	1	1
627	образом как	1	1
628	необходимый в	1	1
629	тех или	1	1
630	при таком	1	1
631	эта задача	1	1
632	она может	3	1
633	к выяснению	1	1
634	та форма	1	1
635	о котором	3	1
636	в настоящее	2	1
637	в другое	4	1
638	у некоторых	1	1
639	этой действительности	1	1
640	ибо нет	1	1
641	не должен	2	1
642	подойдем к	1	1
643	ни к	7	1
644	все они	3	1
645	на такой	2	1
646	или не	1	1
647	а в	5	1
648	отношении к	2	1
649	и материал	1	1
650	вступать в	1	1
651	и внутренне	1	1
652	или иного	2	1
653	бы его	2	1
654	до степени	1	1
655	можно назвать	1	1
656	собой это	3	1
657	значило бы	2	1
658	для создания	1	1
659	это в	2	1
660	том числе	1	1
