N	3gram	Propp_Isto_6	Poddanst
1	не только в	4	4
2	в том что	5	4
3	в сравнении с	1	3
4	с одной стороны	7	3
5	в том числе	1	2
6	одной стороны и	1	2
7	в северной америке	2	2
8	но и в	2	2
9	том что в	2	1
10	в этом мире	1	1
11	мы видим в	1	1
12	более или менее	1	1
13	и не может	1	1
14	мы не будем	2	1
15	в жизни народа	1	1
16	совершенно ясно что	1	1
17	вместе с тем	3	1
18	и то что	1	1
19	так же как	1	1
20	для тех кто	1	1
21	в этом не	1	1
22	формы в которых	1	1
23	во всяком случае	2	1
24	с другой стороны	8	1
25	не может быть	3	1
26	и пр есть	1	1
27	никогда не осуществляется	1	1
28	в борьбе с	1	1
29	и тем самым	1	1
30	и тем более	1	1
31	в частности в	1	1
32	друг с другом	1	1
33	для того чтобы	1	1
34	живых и мертвых	2	1
35	том числе и	1	1
36	и т д	8	1
