N	2gram	Vinokur_St_2	Myslijsy
1	потому что	9	52
2	и в	29	39
3	в языке	5	33
4	может быть	2	27
5	в том	27	26
6	только в	2	25
7	не может	2	22
8	что в	19	22
9	не только	19	21
10	так как	2	21
11	а не	5	21
12	в нем	4	20
13	но и	19	20
14	и не	9	18
15	что язык	1	16
16	том что	27	16
17	так что	3	16
18	в этом	21	15
19	не в	4	15
20	если бы	2	14
21	по отношению	1	13
22	в себе	2	13
23	таким образом	10	13
24	так и	9	13
25	отношению к	1	13
26	было бы	5	12
27	точно так	1	11
28	мы не	1	10
29	как в	3	10
30	по себе	3	10
31	и что	6	10
32	то что	11	10
33	но в	8	9
34	как и	2	9
35	мысли в	1	9
36	для нас	1	9
37	тем что	3	9
38	но не	3	8
39	точки зрения	5	8
40	язык в	1	8
41	в одном	6	8
42	того что	5	8
43	со стороны	2	8
44	вместе с	7	8
45	по его	3	7
46	в ней	7	7
47	в истории	2	7
48	с этим	3	7
49	в этих	3	7
50	должны быть	1	7
51	то и	1	7
52	с другой	4	7
53	и т	9	6
54	языка с	1	6
55	то же	2	6
56	независимо от	1	6
57	все же	6	6
58	и как	2	6
59	при этом	2	6
60	и по	3	6
61	не менее	3	6
62	того как	7	6
63	тем не	2	6
64	что на	3	6
65	в каком	2	6
66	языка в	2	6
67	что и	2	6
68	еще не	1	6
69	как бы	5	6
70	в первом	1	5
71	не имеют	1	5
72	не следует	1	5
73	с тем	7	5
74	несмотря на	2	5
75	не имеет	2	5
76	и его	6	5
77	что при	1	5
78	между тем	5	5
79	во втором	1	5
80	в его	13	5
81	языка как	1	5
82	вовсе не	6	5
83	что человек	1	5
84	языка не	1	5
85	так же	3	5
86	и потому	2	5
87	но это	3	5
88	и для	1	5
89	язык не	1	5
90	а в	1	5
91	другой стороны	3	5
92	в таком	1	5
93	его мнению	1	4
94	вопрос о	6	4
95	есть нечто	1	4
96	бы ни	2	4
97	из этих	1	4
98	т д	6	4
99	в каждом	1	4
100	этом смысле	1	4
101	мы видели	1	4
102	том смысле	2	4
103	т п	3	4
104	в то	2	4
105	не по	2	4
106	никогда не	3	4
107	же время	1	4
108	не могут	1	4
109	к тому	10	4
110	свою очередь	1	4
111	бы в	1	4
112	с нею	3	4
113	для него	4	4
114	в более	1	4
115	не было	3	4
116	и даже	3	4
117	прежде всего	5	4
118	там где	2	4
119	самого себя	1	4
120	быть не	1	4
121	от него	1	4
122	в свою	1	4
123	в своих	1	4
124	а между	1	3
125	не иначе	1	3
126	того же	2	3
127	только потому	2	3
128	и то	1	3
129	столь же	1	3
130	очевидно что	2	3
131	что как	1	3
132	в своем	9	3
133	хотя и	4	3
134	в самом	7	3
135	что это	3	3
136	что слово	1	3
137	он не	9	3
138	отношений между	3	3
139	прежде чем	1	3
140	так например	7	3
141	то ни	2	3
142	что все	1	3
143	той же	1	3
144	и с	4	3
