N	2gram	Tiupa_Hudo_2	Psycholo
1	то что	6	37
2	и в	28	30
3	в том	15	27
4	что в	5	24
5	и что	1	23
6	потому что	2	23
7	том что	19	21
8	того чтобы	4	20
9	все время	3	20
10	для того	4	20
11	как бы	5	19
12	что он	8	17
13	не только	11	16
14	в этом	13	14
15	в самом	5	14
16	то есть	1	13
17	как раз	4	13
18	так же	3	13
19	показать что	1	12
20	в сущности	1	12
21	с одной	3	12
22	одной стороны	3	12
23	вместе с	2	12
24	может быть	8	11
25	если бы	6	11
26	как на	2	11
27	о том	12	10
28	и то	2	9
29	никогда не	5	9
30	и когда	1	9
31	так как	1	9
32	с другой	3	9
33	не может	4	9
34	сказать что	2	9
35	самом деле	3	8
36	мы имеем	1	8
37	на деле	1	8
38	что это	5	8
39	при этом	11	8
40	заключается в	1	8
41	не в	13	8
42	к тому	7	8
43	и это	3	8
44	тому что	4	8
45	того что	1	8
46	а не	14	8
47	и т	4	7
48	то же	6	7
49	но не	4	7
50	все же	2	7
51	в нем	3	7
52	точки зрения	2	7
53	по себе	1	7
54	в основе	2	7
55	этих двух	1	7
56	действующих лиц	1	7
57	героя и	3	7
58	как это	7	7
59	мы уже	3	6
60	что если	1	6
61	в своем	5	6
62	что она	7	6
63	на этом	2	6
64	что все	3	6
65	как и	11	6
66	никак не	1	6
67	что с	1	6
68	и его	5	6
69	как будто	4	6
70	когда мы	1	6
71	произведение искусства	1	6
72	или в	3	6
73	и здесь	1	6
74	по мнению	1	6
75	и тем	1	6
76	уже в	1	6
77	тем что	6	6
78	но и	9	6
79	именно в	2	6
80	и не	18	6
81	и для	2	6
82	совершенно не	1	6
83	жизни и	6	6
84	в искусстве	1	6
85	еще не	3	5
86	о смерти	3	5
87	ответ на	2	5
88	что они	4	5
89	когда он	1	5
90	в себе	9	5
91	в этой	5	5
92	было бы	3	5
93	рядом с	5	5
94	несмотря на	3	5
95	сих пор	2	5
96	стоит только	1	5
97	только не	2	5
98	же самое	3	5
99	как мы	2	5
100	но в	2	5
101	сводится к	6	5
102	один из	2	5
103	в двух	2	5
104	дело с	2	5
105	только в	4	5
106	именно на	2	5
107	до сих	2	5
108	а с	3	5
109	и потому	1	5
110	художественное произведение	1	5
111	бы в	1	5
112	другой стороны	1	5
113	в своих	1	5
114	как только	3	4
115	в ней	3	4
116	и к	2	4
117	и заключается	1	4
118	в них	3	4
119	с такой	2	4
120	именно то	1	4
121	в своей	6	4
122	не могли	1	4
123	казалось бы	6	4
124	как она	1	4
125	мысль о	2	4
126	на примере	1	4
127	внимание на	3	4
128	в его	11	4
129	на одном	1	4
130	только на	5	4
131	в конце	1	4
132	от того	1	4
133	говорит о	4	4
134	прежде всего	3	4
135	которых мы	1	4
136	там где	1	4
137	уже давно	1	4
138	в частности	7	4
139	о чем	8	4
140	и все	7	4
141	а в	6	4
142	по его	3	3
143	той же	2	3
144	полагает что	1	3
145	мы не	1	3
146	и о	4	3
147	в каждой	1	3
148	и на	3	3
149	в ее	18	3
150	как в	5	3
151	самое важное	1	3
152	для ее	1	3
153	в которой	1	3
154	из этих	2	3
155	он не	4	3
156	состоит в	7	3
157	не как	2	3
158	в силу	1	3
159	чувства в	2	3
160	можно было	3	3
161	человека в	4	3
162	в другом	2	3
163	об этом	7	3
164	это не	6	3
165	т д	2	3
166	эти два	1	3
167	одном полюсе	1	3
168	и уже	4	3
169	мы с	3	3
170	в этих	3	3
171	где мы	1	3
172	но он	1	3
173	вовсе не	2	3
174	самого начала	1	3
175	одна из	2	3
176	учения о	1	3
177	этом отношении	1	3
178	возбуждает в	1	3
179	данном случае	2	3
180	и говорит	1	3
181	с самого	1	3
182	что у	3	3
183	так и	8	3
184	времени и	1	3
185	это только	1	3
186	остановимся на	1	3
187	именно потому	1	3
188	что и	4	3
189	и только	2	3
190	так что	1	3
191	для него	5	3
192	т п	2	3
193	в состоянии	3	3
194	у него	5	3
195	что на	3	3
196	со стороны	3	3
197	и составляет	2	3
198	была бы	3	3
199	с которым	1	3
200	в данном	2	3
201	в той	1	3
202	героя в	1	3
203	не существует	1	3
204	для нас	3	3
205	хотя бы	2	3
206	обстоит дело	1	3
207	и другие	5	3
208	по поводу	3	3
209	это в	1	3
