N	2gram	Potebnia_M_3	Psycholo
1	в том	32	37
2	и в	30	32
3	и что	10	22
4	то есть	34	21
5	том что	18	21
6	потому что	46	21
7	таким образом	14	21
8	в искусстве	3	21
9	то что	18	21
10	что в	17	20
11	может быть	28	18
12	так же	3	18
13	точки зрения	2	17
14	что и	13	17
15	не может	6	17
16	самом деле	2	16
17	что она	3	16
18	того чтобы	3	14
19	то же	23	13
20	в этом	10	13
21	при этом	3	13
22	для того	4	13
23	что он	6	13
24	в самом	8	12
25	заключается в	1	12
26	не только	21	12
27	по себе	16	12
28	с и	3	12
29	если мы	1	12
30	так как	13	12
31	на то	2	11
32	было бы	9	11
33	с тем	7	11
34	и т	5	10
35	когда он	1	10
36	с точки	1	10
37	при помощи	1	10
38	но и	19	10
39	как и	10	10
40	и не	15	10
41	как в	10	9
42	что при	3	9
43	искусства и	3	9
44	тем что	7	9
45	что все	3	9
46	на деле	5	8
47	с таким	2	8
48	той же	2	8
49	что это	4	8
50	не в	15	8
51	не менее	5	8
52	т п	2	8
53	того что	18	8
54	поэзии и	1	7
55	в сущности	1	7
56	что они	2	7
57	и как	5	7
58	все эти	1	7
59	ясно что	1	7
60	и его	4	7
61	к тому	7	7
62	только в	21	7
63	мы знаем	1	7
64	что для	4	7
65	а не	15	7
66	сказать что	5	7
67	что если	1	6
68	в этой	2	6
69	в художественном	1	6
70	целый ряд	2	6
71	он не	4	6
72	если бы	12	6
73	формы и	1	6
74	те же	6	6
75	о том	2	6
76	и мы	2	6
77	тот же	1	6
78	как бы	3	6
79	художественное произведение	6	6
80	же самое	1	6
81	художественном произведении	3	5
82	художественного произведения	5	5
83	на самом	1	5
84	и на	3	5
85	только на	3	5
86	что у	1	5
87	на все	2	5
88	искусства в	1	5
89	далеко не	4	5
90	все это	4	5
91	в то	10	5
92	только из	1	5
93	есть только	5	5
94	в ней	8	5
95	и даже	2	5
96	до сих	3	5
97	вслед за	3	5
98	он говорит	2	5
99	сих пор	3	5
100	этом отношении	2	5
101	как на	5	5
102	сам по	5	4
103	содержание искусства	1	4
104	едва ли	1	4
105	есть не	7	4
106	столь же	4	4
107	в чем	3	4
108	есть по	1	4
109	из которого	1	4
110	с этим	6	4
111	все же	2	4
112	в действительности	5	4
113	в произведении	3	4
114	в целом	3	4
115	в нем	9	4
116	к одному	5	4
117	одной и	4	4
118	и по	4	4
119	том случае	1	4
120	и с	2	4
121	и тем	5	4
122	в жизни	1	4
123	несмотря на	2	4
124	в данном	1	4
125	знаем что	1	4
126	и той	2	4
127	образом и	3	4
128	которые в	1	4
129	и более	1	4
130	тому что	3	4
131	не имеет	6	4
132	того как	4	4
133	но только	2	4
134	ничего не	1	4
135	и до	2	4
136	в сознании	15	4
137	что на	1	4
138	могут быть	3	4
139	тем не	3	4
140	и это	4	4
141	данном случае	1	4
142	и когда	1	4
143	никак не	3	4
144	между тем	9	4
145	которые мы	1	4
146	в языке	7	4
147	мы видим	2	4
148	из них	6	4
149	от того	8	4
150	произведения искусства	2	4
151	с этой	2	4
152	случае если	1	4
153	и все	3	4
154	а в	12	4
155	жизни и	2	4
156	например в	6	3
157	отношении к	2	3
158	и то	8	3
159	приходит к	1	3
160	мы не	9	3
161	или же	4	3
162	время как	1	3
163	то это	6	3
164	и он	1	3
165	столько же	1	3
166	во всех	1	3
167	но как	2	3
168	а только	3	3
169	если оно	1	3
170	относится к	4	3
171	которые не	1	3
172	что именно	4	3
173	на нас	2	3
174	но в	1	3
175	та же	2	3
176	формы в	1	3
177	думать что	5	3
178	главным образом	1	3
179	в поэзии	1	3
180	не к	4	3
181	не как	2	3
182	и вот	1	3
183	об этом	2	3
184	это было	3	3
185	показывает что	2	3
186	он сказал	1	3
187	в своей	2	3
188	это только	1	3
189	в их	2	3
190	в которых	2	3
191	жизни с	1	3
192	и другого	1	3
193	поэтического произведения	2	3
194	но он	1	3
195	том чтобы	2	3
196	или что	3	3
197	что с	2	3
198	с то	1	3
199	тогда когда	9	3
200	мы можем	3	3
201	в нас	2	3
202	во всем	1	3
203	в каком	5	3
204	не могут	5	3
205	указывает на	6	3
206	отказаться от	2	3
207	на это	4	3
208	в виду	1	3
209	то время	4	3
210	так и	11	3
211	том виде	1	3
212	жизнь и	1	3
213	для этого	1	3
214	образом в	3	3
215	с другой	7	3
216	материал не	1	3
217	мы должны	4	3
218	значит что	1	3
219	один из	4	3
220	и ее	1	3
221	так что	7	3
222	что не	8	3
223	каким образом	1	3
224	но совершенно	1	3
225	представить себе	3	3
226	сами по	1	3
227	художника и	2	3
228	чтобы показать	1	3
229	тому как	5	3
230	по своему	2	3
231	что же	2	3
232	это значит	1	3
233	в смысле	4	3
234	само по	3	3
235	только как	5	3
236	в свою	3	3
237	точно так	12	3
238	того же	1	2
239	не остается	1	2
240	и без	7	2
241	только потому	3	2
242	смотрит на	2	2
243	еще не	5	2
244	входящих в	2	2
245	с в	2	2
246	нашу мысль	1	2
247	в первый	1	2
248	есть нечто	4	2
249	указывая на	1	2
250	с но	3	2
251	из того	2	2
252	же что	6	2
253	бы с	1	2
254	и говорить	1	2
255	к своему	2	2
256	произведение и	1	2
257	бы то	1	2
258	с его	1	2
259	же самые	1	2
260	мысль что	1	2
261	в ее	2	2
262	но не	7	2
263	явлений и	2	2
264	если в	1	2
265	ответ на	3	2
266	очевидно что	5	2
267	себе и	1	2
268	отличие от	1	2
269	самое понятие	1	2
270	указывают на	1	2
271	в очень	1	2
272	могли бы	1	2
273	что по	2	2
274	но эта	1	2
275	увидим что	1	2
276	в которой	3	2
277	другого как	1	2
278	бы не	4	2
279	и тот	2	2
280	формы не	1	2
281	в себе	16	2
282	как он	1	2
283	что без	1	2
284	т д	3	2
285	же с	6	2
286	тем и	3	2
287	на его	2	2
288	подобно тому	2	2
289	заключает в	5	2
290	форма в	4	2
291	в каждом	3	2
292	здесь мы	1	2
293	поэзии с	1	2
294	с другими	5	2
295	к природе	1	2
296	это не	1	2
297	то все	1	2
298	форму и	1	2
299	должен был	1	2
300	в них	5	2
301	сводятся к	1	2
302	и при	4	2
303	возможны только	2	2
304	место в	3	2
305	искусства а	2	2
306	их в	2	2
307	и наоборот	4	2
308	том же	2	2
309	в этих	1	2
310	что этот	1	2
311	от сознания	1	2
312	и другое	1	2
313	принадлежат к	1	2
314	на него	3	2
315	в процессе	1	2
316	он с	1	2
317	того и	1	2
318	это то	1	2
319	что называют	1	2
320	же время	5	2
321	не вполне	1	2
322	которая не	2	2
323	допустить что	1	2
324	нам что	1	2
325	ни в	2	2
326	когда мы	2	2
327	отличается от	1	2
328	что оно	11	2
329	его с	2	2
330	оно не	4	2
331	она не	2	2
332	и которая	1	2
333	свою очередь	3	2
334	и многие	1	2
335	сводится к	1	2
336	то или	2	2
337	и говорит	1	2
338	так в	2	2
339	с если	1	2
340	на том	1	2
341	на которую	1	2
342	том как	3	2
343	понятно что	1	2
344	даны в	1	2
345	и вообще	3	2
346	в таком	3	2
347	именно потому	1	2
348	и здесь	1	2
349	во всяком	1	2
350	в глаза	1	2
351	после того	1	2
352	и содержание	2	2
353	в его	4	2
354	а потому	6	2
355	и следовательно	3	2
356	к нему	3	2
357	в поэтическом	2	2
358	в какой	2	2
359	как нечто	1	2
360	с двумя	1	2
361	творчества в	1	2
362	могло бы	1	2
363	слова в	7	2
364	в одном	2	2
365	вовсе не	7	2
366	отношение к	2	2
367	к ним	1	2
368	но что	2	2
369	каждый из	1	2
370	в других	2	2
371	имеет значение	6	2
372	в сознание	7	2
373	такое же	3	2
374	а с	2	2
375	с однако	1	2
376	не было	4	2
377	не на	1	2
378	зависит от	6	2
379	была бы	4	2
380	и далее	1	2
381	там где	3	2
382	душевной жизни	6	2
383	на который	1	2
384	с бессознательным	1	2
385	вместе с	12	2
386	об изменении	1	2
387	что всякое	1	2
388	его жизни	2	2
389	есть как	1	2
390	действие и	1	2
391	чувства и	3	2
392	но это	6	2
393	и таким	1	2
394	сознании и	2	2
395	совершенно верно	1	2
396	почему именно	1	2
397	не существует	3	2
398	ему только	2	2
399	это можно	3	2
400	а к	3	2
401	для нас	20	2
402	это может	1	2
403	из себя	2	2
404	тем более	4	2
405	всякий раз	1	2
406	с он	1	2
407	первый раз	1	2
408	другой стороны	4	2
409	на этот	1	2
410	в свое	2	2
411	и от	4	2
412	заметить что	3	2
413	это в	2	2
414	все что	4	2
415	искусство есть	2	1
416	а между	2	1
417	что настоящее	1	1
418	говоря о	4	1
419	одним из	1	1
420	предполагает что	1	1
421	таком случае	2	1
422	чтобы не	1	1
423	человека и	5	1
424	которого в	2	1
425	все остальное	1	1
426	каждом шагу	1	1
427	один член	2	1
428	он может	1	1
429	словами и	1	1
430	и должны	1	1
431	далее и	2	1
432	тем же	4	1
433	в первом	3	1
434	человеческой души	1	1
435	по преимуществу	1	1
436	а об	1	1
437	как сами	1	1
438	и самое	2	1
439	в основании	2	1
440	и должен	1	1
441	отношения к	1	1
442	и связанное	1	1
443	их и	1	1
444	а как	2	1
445	если я	1	1
446	соединение двух	1	1
447	нуждаются в	1	1
448	но нигде	1	1
449	бы движения	1	1
450	что между	1	1
451	что уже	2	1
452	имеет свою	1	1
453	исследования в	1	1
454	теории как	1	1
455	оно есть	3	1
456	и со	1	1
457	похожи на	1	1
458	и заставляет	1	1
459	власть над	1	1
460	есть вместе	2	1
461	видеть не	1	1
462	вызовет в	3	1
463	он сам	1	1
464	не найдем	1	1
465	время в	3	1
466	виде не	1	1
467	бы мы	2	1
468	при объяснении	2	1
469	одним словом	2	1
470	с одной	7	1
471	он относится	1	1
472	своей души	1	1
473	же понятия	1	1
474	только тогда	9	1
475	его во	1	1
476	и т.д	1	1
477	а и	4	1
478	а уже	1	1
479	друг от	1	1
480	сказуемое в	1	1
481	когда например	2	1
482	за пределы	2	1
483	чем же	1	1
484	в истории	1	1
485	притом так	1	1
486	независимо от	5	1
487	это одно	1	1
488	его на	1	1
489	общего с	1	1
490	что как	2	1
491	совершенно другой	1	1
492	бы при	1	1
493	что ее	1	1
494	к новому	1	1
495	что касается	1	1
496	с понятием	2	1
497	мысль в	3	1
498	сторона в	1	1
499	его к	2	1
500	более или	3	1
501	вносит в	1	1
502	то в	1	1
503	только то	1	1
504	говорит не	1	1
505	уже не	6	1
506	из этих	9	1
507	может считаться	1	1
508	человеке и	2	1
509	от простого	1	1
510	только один	2	1
511	тому же	1	1
512	чувства а	1	1
513	не могла	2	1
514	развилась из	1	1
515	не получили	1	1
516	с все	1	1
517	это невозможно	1	1
518	противном случае	1	1
519	как оно	1	1
520	не следует	5	1
521	и горе	1	1
522	он должен	1	1
523	идеи и	2	1
524	именно из	1	1
525	в силу	3	1
526	и если	2	1
527	нам только	1	1
528	в понятии	2	1
529	и свойства	1	1
530	важную роль	1	1
531	или другое	2	1
532	но этого	1	1
533	свое время	1	1
534	что ни	2	1
535	людей и	2	1
536	так например	2	1
537	в нее	1	1
538	одно и	5	1
539	но все	2	1
540	мы его	1	1
541	касается до	1	1
542	не будет	3	1
543	тем в	1	1
544	в совершенно	1	1
545	действует на	5	1
546	форма есть	1	1
