N	2gram	Tiupa_Vved_1	Psycholo
1	и в	13	38
2	то что	6	35
3	в том	10	25
4	в самом	2	25
5	самом деле	3	21
6	что в	3	20
7	может быть	18	19
8	и что	1	18
9	на то	1	16
10	что она	1	16
11	точки зрения	1	16
12	в ней	4	15
13	то есть	8	15
14	том что	7	14
15	если бы	7	14
16	как бы	4	14
17	потому что	5	14
18	в этом	21	13
19	в этой	1	13
20	и мы	1	13
21	не только	20	12
22	таким образом	4	12
23	было бы	4	12
24	не в	6	12
25	мы видим	1	12
26	мы увидим	1	12
27	что он	1	11
28	то же	5	10
29	в сущности	1	10
30	что это	1	10
31	и не	12	10
32	же самое	1	10
33	и все	4	10
34	о которых	1	9
35	того чтобы	1	9
36	в двух	1	9
37	все же	6	8
38	с тем	1	8
39	как и	11	8
40	в одном	1	8
41	но только	1	8
42	так что	1	8
43	вовсе не	1	8
44	как раз	2	8
45	перед нами	6	8
46	для нас	2	8
47	из этого	1	8
48	с другой	5	7
49	сущности говоря	1	7
50	мы можем	2	7
51	не может	7	7
52	все то	1	7
53	как мы	3	7
54	в ее	1	7
55	что у	1	7
56	никак не	2	7
57	между тем	1	7
58	может служить	4	7
59	а не	15	7
60	а в	6	7
61	и на	3	6
62	в которых	1	6
63	к чему	1	6
64	как это	1	6
65	и если	1	6
66	он не	3	6
67	мы видели	2	6
68	в котором	8	6
69	тому что	1	6
70	не имеет	2	6
71	и его	5	6
72	к тому	6	6
73	указывает на	1	6
74	о том	5	6
75	второй план	1	6
76	один из	3	6
77	с одной	5	6
78	если мы	1	6
79	из них	1	6
80	которых мы	1	6
81	должна быть	2	5
82	мы не	4	5
83	в своем	5	5
84	могли бы	1	5
85	так сказать	2	5
86	на этом	1	5
87	к которым	1	5
88	несмотря на	1	5
89	иначе говоря	6	5
90	в своей	5	5
91	в его	4	5
92	в какой	4	5
93	но и	19	5
94	действующих лиц	2	5
95	одной стороны	5	5
96	вместе с	1	5
97	в той	4	5
98	или в	1	5
99	о котором	2	5
100	другой стороны	2	5
101	рассказ и	1	4
102	во всех	2	4
103	что они	1	4
104	идет о	1	4
105	как в	4	4
106	в целом	3	4
107	все эти	1	4
108	в себе	5	4
109	в нем	5	4
110	при этом	26	4
111	здесь мы	1	4
112	очень легко	1	4
113	она была	2	4
114	не мог	1	4
115	но если	1	4
116	одна из	4	4
117	из него	1	4
118	никогда не	4	4
119	как будто	4	4
120	когда в	2	4
121	в виду	1	4
122	что и	2	4
123	с той	1	4
124	только в	6	4
125	не можем	2	4
126	у него	1	4
127	и даже	1	4
128	обратиться к	2	4
129	из которых	1	4
130	по своему	2	4
131	в течение	1	4
132	того что	6	4
133	и для	3	4
134	речь идет	1	4
135	в свою	4	4
136	сказать что	1	4
137	который не	1	4
138	в своих	2	4
139	должен быть	1	3
140	того же	1	3
141	едва ли	3	3
142	из всех	1	3
143	полагает что	1	3
144	оба эти	1	3
145	и к	2	3
146	но в	6	3
147	та же	1	3
148	из этих	3	3
149	не к	4	3
150	состоит в	10	3
151	могла бы	3	3
152	что все	1	3
153	бы в	3	3
154	рассказ в	2	3
155	и тем	2	3
156	в них	2	3
157	далеко не	4	3
158	место в	2	3
159	всякий раз	1	3
160	бы не	2	3
161	в то	4	3
162	того как	1	3
163	смысл этой	1	3
164	в основе	3	3
165	и о	1	3
166	наряду с	2	3
167	из одного	1	3
168	и только	1	3
169	здесь не	2	3
170	тот же	1	3
171	которое мы	1	3
172	не так	1	3
173	ее не	2	3
174	к ним	2	3
175	тем что	2	3
176	что не	1	3
177	то и	2	3
178	так называемой	1	3
179	в речи	2	3
180	это только	2	3
181	этот рассказ	1	3
182	как если	1	3
183	но это	3	3
184	все это	1	3
185	она может	1	3
186	к этому	2	3
187	в таком	1	3
188	например в	2	2
189	увидим ниже	1	2
190	характера а	1	2
191	на самом	4	2
192	он может	1	2
193	бы для	1	2
194	той же	1	2
195	нам в	1	2
196	между собой	2	2
197	мы читаем	1	2
198	на их	1	2
199	столь же	1	2
200	действующее лицо	2	2
201	бы она	1	2
202	но как	1	2
203	отнюдь не	7	2
204	в истории	1	2
205	материалом для	1	2
206	в одной	2	2
207	как к	1	2
208	целый ряд	2	2
209	и наконец	2	2
210	со своей	1	2
211	представляет собой	15	2
212	он в	1	2
213	что автор	1	2
214	всех этих	1	2
215	до самого	1	2
216	в силу	2	2
217	которому она	1	2
218	и вот	1	2
219	наших глазах	1	2
220	и по	3	2
221	так например	1	2
222	в нее	1	2
223	в совершенно	1	2
224	она стала	1	2
225	автора и	1	2
226	от своего	1	2
227	и ее	1	2
228	должны были	2	2
229	но он	1	2
230	но они	2	2
231	и более	3	2
232	их в	2	2
233	в этих	3	2
234	дело не	1	2
235	вытекает из	1	2
236	находятся в	1	2
237	ли это	2	2
238	всех прочих	1	2
239	у нас	1	2
240	он видит	1	2
241	на наших	1	2
242	с ее	1	2
243	свою очередь	4	2
244	не могу	1	2
245	данном случае	6	2
246	действия и	1	2
247	по аналогии	1	2
248	одного из	3	2
249	этого как	1	2
250	вошел в	1	2
251	том как	3	2
252	со стороны	5	2
253	внимание к	2	2
254	с ним	3	2
255	внимание на	3	2
256	и та	1	2
257	той степени	1	2
258	и который	1	2
259	аналогии с	1	2
260	у них	1	2
261	должен был	1	2
262	нам удалось	1	2
263	узнаем что	1	2
264	все они	2	2
265	этого рассказа	1	2
266	в качестве	8	2
267	есть в	2	2
268	уже не	5	2
269	или не	2	2
270	в виде	1	2
271	или положение	1	2
272	по выражению	2	2
273	для него	3	2
274	всяком случае	1	2
275	могло бы	3	2
276	иначе как	1	2
277	в конце	1	2
278	заметить что	1	2
279	представляют собой	3	2
280	это будет	1	2
281	еще и	1	2
282	а с	2	2
283	и затем	1	2
284	до конца	3	2
285	однако и	2	2
286	к его	3	2
287	к себе	1	2
288	хотя бы	1	2
289	к своему	1	2
290	в данном	13	2
291	есть только	1	2
292	что же	3	2
293	о человеке	1	2
294	в первой	1	2
295	реакции на	1	2
296	быть не	4	2
297	благодаря этому	1	2
298	при таком	1	2
299	только что	1	2
300	же в	1	2
301	так же	1	2
302	нам не	1	2
303	имеет место	4	2
304	к этой	1	2
305	они не	1	2
306	можно назвать	1	2
307	во всяком	1	2
308	как известно	1	1
309	о каких	1	1
310	о героях	1	1
311	у гоголя	1	1
312	рассказ об	1	1
313	именно эта	1	1
314	в движение	1	1
315	относится и	1	1
316	с кем	1	1
317	и потому	1	1
318	дело обстоит	1	1
319	в первом	2	1
320	и до	1	1
321	выражается в	1	1
322	высшей степени	2	1
323	к рассказу	1	1
324	в зависимости	1	1
325	из заключительных	1	1
326	что мы	2	1
327	в несколько	1	1
328	посвящена настоящая	1	1
329	мы имеем	5	1
330	от первой	1	1
331	нашу мысль	1	1
332	это что	1	1
333	это означает	1	1
334	он как	1	1
335	не столько	4	1
336	становится совершенно	1	1
337	на себя	1	1
338	на практике	1	1
339	между этими	1	1
340	событий и	1	1
341	совершенно чужда	1	1
342	и он	1	1
343	принадлежит и	2	1
344	еще не	7	1
345	в сюжете	1	1
346	природы и	1	1
347	сказать и	1	1
348	и главное	1	1
349	чем это	1	1
350	при жизни	1	1
351	но не	5	1
352	на основе	1	1
353	в сторону	1	1
354	не все	2	1
355	присутствует в	1	1
356	отношение к	2	1
357	отличие от	2	1
358	тут же	1	1
359	определяется не	1	1
360	один и	1	1
