N	3gram	Bakhtin_Fr_6	Tvorches
1	то же время	5	7
2	в то же	5	7
3	по отношению к	1	3
4	до сих пор	3	3
5	не может быть	1	3
6	никогда не было	1	2
7	в самом деле	4	2
8	в одной из	1	2
9	на этот вопрос	1	2
10	именно в этом	1	2
11	это прежде всего	2	2
12	все же не	1	2
13	в xix веке	1	2
14	с другой стороны	2	2
15	о том что	5	2
16	в одном из	1	2
17	в том что	2	2
18	это связано с	1	1
19	в другом месте	4	1
20	том что в	1	1
21	мы уже говорили	11	1
22	дело в том	1	1
23	не только с	2	1
24	там нет и	1	1
25	о том как	1	1
26	сих пор еще	3	1
27	в нем и	1	1
28	в этот день	1	1
29	является одним из	1	1
30	нужно сказать что	2	1
31	в литературе в	1	1
32	дается еще более	1	1
33	но уже в	2	1
34	и в истории	1	1
35	со всех сторон	1	1
36	мы видим как	1	1
37	уже говорили о	2	1
38	только то что	1	1
39	но в то	1	1
40	оно никогда не	1	1
41	в чем же	1	1
42	а с другой	1	1
43	той или иной	1	1
44	это все же	1	1
45	в связи с	1	1
46	в целом ряде	1	1
47	потому что они	1	1
48	в то время	1	1
49	прежде всего его	1	1
50	но он дает	1	1
51	то что не	1	1
52	и превращается в	1	1
53	этот день и	1	1
54	мы узнаем в	1	1
55	думать о том	1	1
56	но нас интересует	1	1
57	и в литературе	2	1
58	в античной литературе	1	1
59	в каждом из	1	1
60	и прежде всего	2	1
61	в предисловии к	1	1
62	в нем самом	1	1
63	того факта что	1	1
