1	в то же	4	7
2	то же время	4	7
3	не только в	2	4
4	в том что	7	4
5	в сравнении с	1	3
6	с одной стороны	1	3
7	и в то	2	2
8	в значительной мере	1	2
9	в тот же	1	2
10	заключается в том	1	2
11	и в частности	2	1
12	и не может	1	1
13	в этом не	1	1
14	тем более что	2	1
15	в этом смысле	4	1
16	с и и	1	1
17	и то что	4	1
18	вопрос об отношении	1	1
19	не может быть	3	1
20	то что его	1	1
21	тех кто не	1	1
22	и в этом	1	1
23	и в годы	1	1
24	том что в	3	1
25	на пути в	1	1
26	для тех кто	1	1
27	но в общем	1	1
28	мы знаем что	2	1
29	бы она ни	1	1
30	мы не будем	1	1
31	вместе с тем	1	1
32	во всяком случае	2	1
33	если бы мы	1	1
34	для того чтобы	2	1
35	более или менее	3	1
36	в россии и	1	1
37	до тех пор	1	1
38	тех пор пока	1	1
39	можно судить по	2	1
40	что уже в	1	1
41	и т д	2	1
42	в последние годы	1	1
43	и тем самым	1	1
44	с другой стороны	3	1
45	из этой области	1	1
46	что мы и	1	1
47	очень и очень	1	1
48	но в то	1	1
49	и теперь в	1	1
50	в настоящее время	1	1
51	в том виде	1	1
52	за то что	1	1
