N	2gram	Tiupa_Disk_1	Narrotol
1	не только	28	32
2	может быть	17	25
3	но и	14	23
4	в качестве	34	21
5	и не	11	20
6	то есть	20	19
7	и в	16	19
8	в том	23	18
9	в этом	15	17
10	в тексте	2	16
11	не в	7	14
12	в частности	9	14
13	том что	19	14
14	состоит в	9	13
15	представляет собой	17	12
16	тогда как	19	12
17	в рамках	5	12
18	своего рода	8	12
19	коммуникативного события	14	12
20	а не	22	12
21	то что	5	11
22	а в	5	11
23	точки зрения	3	10
24	не может	9	10
25	при этом	13	9
26	нарративного дискурса	3	9
27	в мире	1	9
28	так и	8	9
29	в его	7	9
30	со стороны	7	9
31	в себе	7	8
32	и т.п	12	8
33	с другой	10	8
34	не является	4	8
35	героя в	2	8
36	еще не	14	7
37	по отношению	9	7
38	как в	10	7
39	все же	3	7
40	в случае	1	7
41	времени и	3	7
42	как и	16	7
43	к тому	5	7
44	и т.д	4	7
45	а также	8	7
46	с одной	9	7
47	одной стороны	9	7
48	такого рода	4	7
49	высказывания в	6	6
50	с его	4	6
51	но не	11	6
52	точка зрения	2	6
53	в той	1	6
54	на протяжении	2	6
55	тем самым	1	6
56	в себя	5	6
57	о том	8	6
58	что он	4	6
59	именно в	3	6
60	как это	1	6
61	отношению к	9	6
62	иначе говоря	2	6
63	том числе	2	6
64	но в	8	6
65	нарративного высказывания	2	6
66	между двумя	1	5
67	не все	1	5
68	отличие от	5	5
69	отнюдь не	8	5
70	и как	6	5
71	уже не	4	5
72	в этой	2	5
73	нарративный дискурс	3	5
74	тому же	5	5
75	картины мира	1	5
76	далеко не	10	5
77	события рассказывания	3	5
78	в отличие	5	5
79	по себе	3	5
80	в основе	7	5
81	речевая маска	1	5
82	и его	2	5
83	к себе	2	5
84	картина мира	3	5
85	к нему	1	5
86	в форме	2	5
87	себя в	2	5
88	или иной	5	5
89	мира в	3	5
90	в данном	5	5
91	можно сказать	5	5
92	не предполагает	4	5
93	событийного ряда	1	5
94	речь идет	1	4
95	переход от	1	4
96	данном случае	2	4
97	то же	7	4
98	здесь не	1	4
99	как правило	4	4
100	в противовес	1	4
101	перед нами	3	4
102	или слушателя	1	4
103	в нем	9	4
104	в принципе	2	4
105	в силу	5	4
106	но все	1	4
107	было бы	1	4
108	и тем	2	4
109	не мог	1	4
110	пока еще	6	4
111	жизненной позиции	1	4
112	связи с	4	4
113	числе и	2	4
114	той или	3	4
115	имеет место	3	4
116	не столько	1	4
117	те же	1	4
118	о нем	2	4
119	одного из	2	4
120	основе своей	2	4
121	же время	4	4
122	во втором	4	4
123	или напротив	1	4
124	вслед за	1	4
125	только в	7	4
126	хотя бы	3	4
127	при всей	3	4
128	в особенности	4	4
129	что не	4	4
130	прежде всего	11	4
131	в рассказе	2	4
132	нарративного текста	1	4
133	речевых жанров	12	4
134	событие не	1	4
135	сказания или	3	4
136	как бы	5	4
137	да и	1	4
138	читателя или	1	4
139	отличается от	2	4
140	н.д тамарченко	2	4
141	одной из	4	4
142	героя и	2	4
143	сказать что	3	4
144	другой стороны	3	4
145	это и	1	3
146	в первом	3	3
147	в сущности	2	3
148	и он	2	3
149	и на	5	3
150	в ее	3	3
151	значении этого	3	3
152	если в	1	3
153	что они	1	3
154	как говорит	1	3
155	хотя и	2	3
156	когда он	2	3
157	событийной цепи	1	3
158	что это	1	3
159	уже в	2	3
160	из этих	1	3
161	в притче	4	3
162	не есть	2	3
163	высказывания состоит	1	3
164	он не	1	3
165	в коммуникативном	1	3
166	не будет	1	3
167	по бахтину	4	3
168	особенно в	1	3
169	который по	1	3
170	свидетель и	2	3
171	тем не	1	3
172	бы быть	3	3
173	или невольно	2	3
174	не менее	2	3
175	различного рода	3	3
176	коммуникативное событие	5	3
177	в то	3	3
178	тем что	3	3
179	на него	1	3
180	никогда не	2	3
181	на себя	2	3
182	по своей	11	3
183	этом отношении	1	3
184	событийной полноте	1	3
185	художественной литературы	1	3
186	могут быть	4	3
187	как мы	2	3
188	с ее	2	3
189	свою очередь	3	3
190	сводится к	5	3
191	в произведении	3	3
192	на том	2	3
193	не с	3	3
194	мог бы	1	3
195	литературные жанры	6	3
196	о ней	1	3
197	столь же	3	3
198	вольно или	2	3
199	в конечном	1	3
200	восходит к	1	3
201	или притчи	2	3
202	между тем	4	3
203	а именно	1	3
204	один из	3	3
205	по мысли	3	3
206	из них	3	3
207	к содержанию	3	3
208	в прошлом	1	3
209	не о	1	3
210	из двух	2	3
211	и даже	3	3
212	даже не	1	3
213	не обязательно	4	3
214	в свою	3	3
215	а с	5	3
216	повествуемого мира	1	3
217	истории в	1	3
218	о.м фрейденберг	4	3
219	как будто	1	3
220	высказывания и	2	3
221	не существует	1	3
222	что в	4	3
223	или анекдота	1	3
224	будто бы	2	3
225	рецептивная установка	1	3
226	жизни в	2	3
227	как известно	1	2
228	отношения к	2	2
229	одним из	2	2
230	например в	2	2
231	таком случае	1	2
232	и потому	3	2
233	самом деле	1	2
234	в чужой	1	2
235	идет о	1	2
236	статус знания	1	2
237	к другому	2	2
238	и до	1	2
239	монологизированного слова	1	2
240	она определяется	1	2
241	анекдот не	1	2
242	мы имеем	2	2
243	современной нарратологии	1	2
244	благодаря связи	2	2
245	говорить о	1	2
246	ему в	2	2
247	между собой	2	2
248	он сам	1	2
249	один голос	1	2
250	события в	2	2
251	рассказывания а	3	2
252	действующее лицо	2	2
253	вокруг я	1	2
254	но как	2	2
255	не то	1	2
256	отношение к	4	2
257	нет и	1	2
258	вследствие чего	1	2
259	для кого-то	1	2
260	независимо от	1	2
261	форма авторства	4	2
262	как к	2	2
263	в своем	6	2
264	кто говорит	1	2
265	что касается	2	2
266	адресата в	2	2
267	не являются	1	2
268	более или	2	2
269	в противоположность	2	2
270	или иную	1	2
271	всего лишь	1	2
272	точкой зрения	2	2
273	все литературные	1	2
274	в известном	1	2
275	от мифа	3	2
276	коммуникативной ситуации	5	2
277	роль в	7	2
278	всей его	2	2
279	себя и	1	2
280	они в	1	2
281	состоит именно	1	2
282	не как	4	2
283	собой не	1	2
284	за рамки	2	2
285	подобно тому	2	2
286	событием не	1	2
287	как организующий	1	2
288	человека в	2	2
289	значительной степени	2	2
290	подход к	1	2
291	это позиция	1	2
292	различие между	2	2
293	существует благодаря	2	2
294	а по	2	2
295	для своей	1	2
296	архитектоническая форма	1	2
297	зрения на	3	2
298	все их	1	2
299	того или	2	2
300	сознания к	1	2
301	коммуникативную стратегию	2	2
302	от одного	1	2
303	это не	3	2
304	в молчание	1	2
305	однократных и	1	2
306	словами бахтина	2	2
307	несмотря на	1	2
308	художественного дискурса	5	2
309	обозначить как	1	2
310	его событийной	1	2
311	или менее	2	2
312	м.м бахтин	2	2
313	с точки	1	2
314	в памяти	1	2
315	процесса и	1	2
316	я героя	2	2
317	однако в	3	2
318	жанры как	3	2
319	рассказе о	1	2
320	вплоть до	1	2
321	а иногда	1	2
322	на эпизоды	1	2
323	коммуникативным событием	2	2
324	ситуации рассказывания	3	2
325	в структуре	1	2
326	не могло	2	2
327	не имеет	1	2
328	как формы	2	2
329	имеем дело	2	2
330	при всем	1	2
331	как раз	1	2
332	что на	1	2
333	и судии	1	2
334	этического выбора	1	2
335	личности в	1	2
336	встречается в	1	2
337	когда мы	1	2
338	здесь совершенно	1	2
339	дискурса в	2	2
340	следует признать	2	2
341	то они	1	2
342	ценностного центра	1	2
343	оно не	2	2
344	говоря словами	1	2
345	но сама	1	2
346	более не	1	2
347	то она	2	2
348	в анекдоте	1	2
349	говорит и	2	2
350	рассказываемое событие	2	2
351	языка и	2	2
352	по сути	4	2
353	в организации	2	2
354	сказание или	1	2
355	в пределах	2	2
356	приводит к	2	2
357	и про	1	2
358	или в	2	2
359	было в	2	2
360	во второй	1	2
361	присутствующего в	1	2
362	индивидуального речевого	2	2
363	с человеком	2	2
364	в значительной	2	2
365	времени в	2	2
366	том или	1	2
367	складывается из	1	2
368	нет у	1	2
369	высказываний как	1	2
370	очевидным образом	3	2
371	дискурс в	3	2
372	не сводится	3	2
373	и судия	2	2
374	всякое событие	1	2
375	в литературе	2	2
376	к сообщаемому	1	2
377	известном смысле	1	2
378	и одновременно	2	2
379	дело с	2	2
380	рассказывания в	3	2
381	являет собой	3	2
