N	4gram	Bakhtin_Fr_3	formyVre
1	в то же время	6	6
2	как мы уже говорили	2	3
3	дело в том что	1	2
4	в том числе и	2	2
5	как мы уже сказали	1	2
6	а также и в	1	2
7	в связи с этим	1	2
8	до сих пор не	1	1
9	то же время оно	1	1
10	в той или иной	2	1
11	мы имеем в виду	1	1
12	в средние века и	1	1
13	и прежде всего в	1	1
14	той или иной степени	1	1
15	есть все то что	1	1
16	и до сих пор	1	1
17	или во всяком случае	1	1
18	мы еще вернемся в	2	1
19	остановимся прежде всего на	1	1
20	то же время он	1	1
21	то есть все то	1	1
22	в связи с рабле	1	1
23	но в то же	4	1
24	здесь прежде всего необходимо	1	1
