N	2gram	Bakhtin_Pr_4	KFilosof
1	может быть	23	43
2	в его	9	39
3	в нем	17	31
4	не может	19	27
5	и не	27	26
6	по отношению	5	25
7	и в	46	22
8	в себе	7	21
9	в котором	5	21
10	отношению к	5	21
11	не есть	1	19
12	и его	6	17
13	в ее	1	17
14	а не	11	17
15	только в	6	16
16	в этом	16	13
17	точки зрения	11	13
18	и это	3	12
19	но не	4	12
20	ни в	6	12
21	для него	2	12
22	все эти	4	11
23	в своей	3	11
24	не в	10	11
25	к нему	5	11
26	и единственного	1	11
27	во всех	5	10
28	в своем	3	10
29	это не	5	10
30	с точки	9	10
31	от себя	1	10
32	все это	6	10
33	и есть	1	9
34	в их	4	9
35	в целом	1	9
36	для нее	1	9
37	бытия и	3	9
38	но и	12	9
39	как бы	19	9
40	и для	3	9
41	и все	9	9
42	лишь в	2	8
43	было бы	3	8
44	если бы	3	8
45	единого и	2	8
46	со стороны	1	8
47	не было	2	8
48	жизни и	5	8
49	то что	4	7
50	во всем	4	7
51	в себя	4	7
52	и здесь	4	7
53	что и	3	7
54	себя в	3	7
55	конечно не	8	7
56	в единстве	3	7
57	вовсе не	9	7
58	менее всего	1	6
59	отношение к	3	6
60	он не	4	6
61	но лишь	1	6
62	в мире	3	6
63	и только	3	6
64	совершенно не	4	6
65	уже не	4	6
66	и их	3	6
67	но это	6	6
68	в том	9	6
69	мир где	1	5
70	от своей	1	5
71	мы имеем	3	5
72	но как	1	5
73	все же	4	5
74	но в	6	5
75	не только	14	5
76	но ведь	2	5
77	то же	6	5
78	но все	2	5
79	его в	1	5
80	как и	12	5
81	должно быть	4	5
82	что я	6	5
83	но эта	1	5
84	никогда не	6	5
85	для себя	1	5
86	с ним	2	5
87	именно в	1	5
88	его как	2	5
89	есть лишь	1	5
90	там где	2	5
91	хотя бы	2	5
92	жизни в	1	5
93	не знает	4	5
94	как его	1	4
95	себя а	1	4
96	при этом	5	4
97	время и	2	4
98	его конкретной	1	4
99	не как	3	4
100	здесь мы	1	4
101	входит в	1	4
102	не проникает	2	4
103	место в	1	4
104	тем самым	1	4
105	к ним	4	4
106	о нем	6	4
107	и т.д	3	4
108	времени и	2	4
109	мира и	1	4
110	между тем	2	4
111	но изнутри	1	4
112	могло бы	2	4
113	нисколько не	1	4
114	ни было	1	4
115	в одном	11	4
116	том что	4	4
117	для нас	2	4
118	а в	2	4
119	что в	4	4
120	в своих	1	4
121	самом деле	4	3
122	на самом	1	3
123	из его	1	3
124	должна быть	2	3
125	мы не	4	3
126	что это	1	3
127	слово не	9	3
128	в ней	1	3
129	еще не	7	3
130	и на	11	3
131	события в	1	3
132	тем как	2	3
133	но конечно	2	3
134	а следовательно	2	3
135	себе и	3	3
136	нет и	2	3
137	и этим	3	3
138	бы и	2	3
139	бы не	2	3
140	и отношения	1	3
141	и совершенно	2	3
142	в корне	2	3
143	людей и	4	3
144	в каждом	6	3
145	в другом	2	3
146	этом смысле	2	3
147	рядом с	5	3
148	положения в	2	3
149	не менее	2	3
150	тогда когда	1	3
151	ничего не	2	3
152	отвлечения от	1	3
153	ибо все	1	3
154	в некотором	1	3
155	могут быть	2	3
156	здесь не	4	3
157	отсюда и	1	3
158	здесь нет	3	3
159	с человеком	1	3
160	но здесь	3	3
161	в виду	4	3
162	о том	5	3
163	и весь	1	3
164	других людей	1	3
165	быть и	1	3
166	а лишь	1	3
167	и тем	2	3
168	есть я	2	3
169	не дает	2	3
170	как событие	1	3
171	тем что	3	3
172	что не	1	3
173	и пр	2	3
174	до конца	4	3
175	и жизни	1	3
176	котором он	1	3
177	сознания и	2	3
178	от него	1	3
179	лишь как	2	3
180	не должен	1	3
181	только с	1	3
182	не я	1	3
183	но можно	1	3
184	в свою	1	3
185	в то	5	3
186	себя как	3	2
187	чтобы не	1	2
188	мы здесь	2	2
189	и то	1	2
190	я и	1	2
191	он может	1	2
192	контекста в	1	2
193	а как	2	2
194	ни у	3	2
195	и свой	2	2
196	вопрос о	2	2
197	дан в	1	2
198	я живу	1	2
199	не нужно	2	2
200	за свое	1	2
201	с его	5	2
202	в данном	2	2
203	один и	1	2
204	себя за	1	2
205	как в	4	2
206	этом его	1	2
207	как к	1	2
208	и как	2	2
209	от этого	2	2
210	себе как	2	2
211	та же	1	2
212	этих моментов	1	2
213	в этой	3	2
214	нами в	1	2
215	имеем в	3	2
216	человек не	1	2
217	и единство	1	2
218	так и	4	2
219	а по	1	2
220	и мы	1	2
221	в жизни	5	2
222	кажется что	3	2
223	место и	1	2
224	и само	2	2
225	жизни но	1	2
226	я его	1	2
227	знает и	1	2
228	войти в	3	2
229	и под	1	2
230	по себе	7	2
231	тому что	1	2
232	раз и	4	2
233	и время	4	2
234	дело не	1	2
235	мышления и	1	2
236	дело в	3	2
237	в процессе	4	2
238	того чтобы	1	2
239	же время	5	2
240	в сознании	1	2
241	для другого	2	2
242	в области	1	2
243	к себе	6	2
244	пространство и	1	2
245	его с	1	2
246	бы он	1	2
247	той или	2	2
248	предмет как	1	2
249	чтобы стать	1	2
250	это только	1	2
251	жизнь и	3	2
252	даны в	3	2
253	с этого	1	2
254	может не	1	2
255	его жизни	1	2
256	нем не	1	2
257	может иметь	1	2
258	и она	1	2
259	в него	6	2
260	что он	6	2
261	вступить в	2	2
262	а с	1	2
263	всех его	3	2
264	именно на	1	2
265	со всеми	1	2
266	конечно этот	1	2
267	него и	1	2
268	а это	1	2
269	и других	4	2
270	его и	1	2
271	слова в	13	2
272	не о	1	2
273	автора как	1	2
274	себе а	2	2
275	или иной	2	2
276	для этого	2	2
277	было и	1	2
278	себя и	3	2
279	но есть	1	2
280	предмет и	2	2
281	прежде всего	9	2
282	в соответствии	1	2
283	смысла и	1	2
284	он и	4	2
285	бы оно	1	2
286	и потому	1	2
287	подхода к	1	2
288	пространства и	1	2
289	что за	1	2
290	это есть	1	2
291	пространство в	1	2
292	в это	1	2
293	и смерти	1	2
294	этого слова	2	2
295	при условии	1	2
296	оба этих	2	2
297	все остальные	1	2
298	но для	3	2
299	еще более	3	2
300	потому что	4	2
301	отношении к	2	2
302	видения и	2	2
303	его к	2	2
304	но этот	3	2
305	и эта	1	2
306	к этому	1	2
307	смысле слова	2	1
308	выражено в	1	1
309	ту же	2	1
310	также и	3	1
311	нельзя жить	1	1
312	даны здесь	1	1
313	человека и	3	1
314	функции в	1	1
315	и через	2	1
316	и понимает	3	1
317	возможны и	3	1
318	в стороне	1	1
319	в чужой	1	1
320	в средние	1	1
321	тем же	3	1
322	здесь и	3	1
323	как необходимый	1	1
324	возникает ряд	1	1
325	и до	3	1
326	можно в	1	1
327	к отдельному	2	1
328	как представитель	1	1
329	ведь и	5	1
330	видеть в	1	1
331	нем эта	2	1
332	отношения к	2	1
333	мы уже	3	1
334	той же	3	1
335	из всех	1	1
336	здесь нам	1	1
337	нуждаются в	1	1
338	не делает	1	1
339	именно к	1	1
340	не была	2	1
341	он как	2	1
342	совпадает с	1	1
343	ориентирована на	1	1
344	бы ни	2	1
345	и временную	1	1
346	конечно и	3	1
347	и он	6	1
348	и говорить	2	1
349	мысли и	2	1
350	не был	1	1
351	в различных	3	1
352	связи между	2	1
353	этих случаях	2	1
354	в нашем	1	1
355	как если	2	1
356	различия между	1	1
357	ибо оно	1	1
358	мы будем	2	1
359	с собою	2	1
360	рождение и	1	1
361	его собственном	1	1
362	о ценности	1	1
363	момент здесь	1	1
364	мы дадим	1	1
365	с этим	2	1
366	относятся к	1	1
367	вокруг этих	1	1
368	хотя и	6	1
369	оценок так	1	1
370	и наконец	4	1
371	не являются	1	1
372	он находится	1	1
373	и к	9	1
374	с определенной	1	1
375	в первом	1	1
376	поэтому он	1	1
377	в самом	9	1
378	из жизни	1	1
379	умирают и	1	1
380	есть для	1	1
381	знать и	1	1
382	из другого	1	1
383	на некоторых	2	1
384	его момент	1	1
385	ее как	1	1
386	на то	3	1
387	в конкретном	2	1
388	зрения его	1	1
389	на его	1	1
390	что она	1	1
391	ближе и	1	1
392	всякая мысль	1	1
393	сказать в	1	1
394	оно было	1	1
395	только себя	1	1
396	она становится	1	1
397	и логическое	1	1
398	эта последняя	1	1
399	не к	3	1
400	образом и	3	1
401	отношений между	1	1
402	но прежде	1	1
403	оно должно	2	1
404	их в	3	1
405	есть определенный	1	1
406	и по	2	1
407	на этом	3	1
408	будем говорить	1	1
409	мысль чувство	1	1
410	стремится быть	1	1
411	значительной степени	1	1
412	этом последнем	1	1
413	том же	4	1
414	с соответствующим	1	1
415	а затем	1	1
416	же не	1	1
417	об этом	2	1
418	связанных с	1	1
419	и с	7	1
420	то есть	40	1
421	который и	1	1
422	всеми своими	1	1
423	может стать	2	1
424	и иных	1	1
425	на почве	2	1
426	он есть	2	1
427	не совпадает	1	1
428	связанная с	1	1
429	я для	2	1
430	к миру	1	1
431	должен был	1	1
432	делает его	1	1
433	смерть и	1	1
434	бы совершенно	1	1
435	политики и	1	1
436	в конкретное	1	1
437	все равно	2	1
438	освободиться от	1	1
439	и уже	1	1
440	несмотря на	1	1
441	некоторых особенностях	1	1
442	в не	1	1
443	значит не	1	1
444	чем в	1	1
445	такой же	3	1
446	в один	1	1
447	которое они	1	1
448	в этих	4	1
449	контекст в	1	1
450	жизнь не	2	1
451	от своего	1	1
452	и тут	1	1
453	лежат в	1	1
454	он должен	1	1
455	не становится	1	1
456	всяком случае	1	1
457	его мире	1	1
458	мы найдем	1	1
459	все и	1	1
460	от времени	1	1
461	свой смысл	1	1
462	центра и	1	1
463	значение для	3	1
464	однако он	1	1
465	чистота и	1	1
466	выходит из	1	1
467	не будем	1	1
468	находится на	1	1
469	но он	3	1
470	но во	1	1
471	над всеми	1	1
472	новое и	1	1
473	человека но	1	1
474	и очень	1	1
475	к каждому	1	1
476	в отношении	3	1
477	все для	1	1
478	при всех	1	1
479	отчетливо и	1	1
480	она не	3	1
481	что ему	1	1
482	есть а	1	1
483	мысли в	1	1
484	его контекст	1	1
485	одна из	2	1
486	знает конечно	1	1
487	первая часть	1	1
488	здесь на	1	1
489	смысле и	1	1
490	но может	1	1
491	так чтобы	3	1
492	и имеет	1	1
493	его есть	1	1
494	к другим	2	1
495	но только	1	1
496	нем в	1	1
497	не могло	2	1
498	для всего	1	1
499	следовательно и	2	1
500	слово и	7	1
501	которые могут	1	1
502	жизни не	2	1
503	эти стороны	1	1
504	по своей	3	1
505	охватить и	1	1
506	определения как	1	1
507	ему и	1	1
508	вместо того	1	1
509	это слово	5	1
510	и мысли	2	1
511	есть это	1	1
512	к этим	1	1
513	как содержательно	1	1
514	то этот	1	1
515	другого но	1	1
516	смысле к	1	1
517	точке зрения	1	1
518	сделать в	1	1
519	у меня	3	1
520	именно оно	1	1
521	которых он	1	1
522	но там	1	1
523	и времени	2	1
524	на границе	4	1
525	и другой	1	1
526	остановимся еще	1	1
527	отличается от	3	1
528	она эта	1	1
529	всего в	1	1
530	к тому	2	1
531	они даны	1	1
532	но сама	1	1
533	него как	2	1
534	правда не	1	1
535	этой своей	1	1
536	как таковым	1	1
537	если мы	5	1
538	и о	3	1
539	с ее	3	1
540	что все	1	1
541	как не	1	1
542	но при	3	1
543	позицию по	1	1
544	характер и	1	1
545	такова и	1	1
546	она только	1	1
547	приводит к	4	1
548	этот учет	1	1
549	на том	2	1
550	что может	1	1
551	с собой	3	1
552	не с	1	1
553	особенно в	5	1
554	моментом которого	1	1
555	живет в	2	1
556	произведения не	1	1
557	можно только	1	1
558	в последней	1	1
559	поэтому в	1	1
560	приводит его	1	1
561	и даже	3	1
562	остановимся на	2	1
563	к пределу	1	1
564	придвинуто к	1	1
565	каждый раз	1	1
566	только так	2	1
567	на все	2	1
568	но к	1	1
569	нашей работы	1	1
570	с разных	1	1
571	возможен и	1	1
572	делает возможным	1	1
573	к действительности	1	1
574	можно сказать	4	1
575	в значительной	1	1
576	ни на	1	1
577	и во	3	1
578	а во	1	1
579	все в	2	1
580	он его	1	1
581	и смысловой	1	1
582	определение и	1	1
583	необходимый момент	1	1
584	от них	2	1
585	лишь путем	1	1
586	переходит в	1	1
587	во втором	1	1
588	его целей	1	1
589	понять его	1	1
590	к ней	2	1
591	может непосредственно	1	1
592	в жизнь	1	1
593	в каких	1	1
594	в литературе	1	1
595	ровно ничего	1	1
596	слово может	4	1
597	один из	1	1
598	но с	2	1
599	ли будет	1	1
600	вне себя	1	1
