N	3gram	Trubetskoy_1	Problema
1	тем не менее	4	18
2	то же самое	1	9
3	для того чтобы	7	8
4	в данном случае	3	8
5	на то что	7	8
6	ничего общего с	2	7
7	то что мы	1	6
8	о том что	4	5
9	в том что	15	5
10	точно так же	1	4
11	на самом деле	7	4
12	только то что	2	4
13	в конце концов	4	4
14	в связи с	3	4
15	то есть в	1	4
16	в то же	2	4
17	что же касается	2	3
18	иметь в виду	1	3
19	дело в том	1	3
20	более или менее	7	3
21	с точки зрения	8	3
22	до сих пор	8	3
23	может быть и	4	3
24	во всяком случае	2	3
25	не только не	1	3
26	в настоящее время	2	3
27	с другой стороны	4	3
28	по этому поводу	1	3
29	и того же	3	2
30	в этом случае	4	2
31	хотя и не	1	2
32	не говоря уже	1	2
33	в самом деле	5	2
34	так или иначе	5	2
35	свидетельствует о том	1	2
36	сливаются в одно	1	2
37	по крайней мере	1	2
38	они вовсе не	1	2
39	также и то	1	2
40	а может быть	1	2
41	и то что	3	2
42	так же как	3	2
43	в этой области	4	2
44	во всех этих	2	2
45	мы говорили выше	5	2
46	так и для	2	2
47	в одно целое	1	2
48	о которых мы	3	2
49	не может быть	3	2
50	одного и того	3	2
51	можно было бы	1	2
52	и может быть	2	1
53	а между тем	8	1
54	с большим трудом	1	1
55	о том кто	1	1
56	вместе с тем	2	1
57	в данный момент	1	1
58	всегда помнить что	1	1
59	мы видели выше	1	1
60	мы уже сказали	1	1
61	в этом последнем	1	1
62	в том же	3	1
63	как в его	1	1
64	а потом и	1	1
65	которых мы говорили	3	1
66	здесь не было	1	1
67	некий общий для	1	1
68	и вообще от	1	1
69	в других областях	1	1
70	мы находим в	1	1
71	деле это не	1	1
72	а следовательно и	1	1
73	из них в	1	1
74	тот или иной	1	1
75	говоря уже о	1	1
76	вдруг оказывается что	1	1
77	и уже одно	1	1
78	друг на друга	1	1
79	для этой цели	1	1
80	является одним из	1	1
81	что все эти	1	1
82	но в сущности	1	1
83	но для этого	1	1
84	потому что для	1	1
85	не есть ли	1	1
86	начало или конец	1	1
87	как нечто само	1	1
88	которые необходимы для	1	1
89	одно и то	1	1
90	то время как	1	1
91	и с точки	1	1
92	мы не знаем	1	1
93	представляет из себя	5	1
94	многие из этих	1	1
95	на первый взгляд	1	1
96	и то же	1	1
97	о которой мы	2	1
98	при этом что	2	1
99	это было бы	1	1
100	бы то ни	2	1
101	одним из самых	1	1
102	этом последнем случае	1	1
103	и так как	1	1
104	а не в	1	1
105	и в том	2	1
106	заметим что все	1	1
107	уже одно это	1	1
108	и это не	1	1
109	если мы возьмем	1	1
110	таким образом в	3	1
111	мы сказали выше	1	1
112	то что для	1	1
113	но для того	1	1
114	заключается в том	2	1
115	в то время	2	1
116	все эти элементы	1	1
117	прежде всего для	1	1
118	есть одно из	1	1
119	то ясно что	4	1
120	ни одна из	1	1
121	а потому что	1	1
122	у нас с	1	1
123	в себе всегда	1	1
124	том что все	2	1
125	именно в этой	1	1
126	и все прочие	1	1
127	которой мы говорили	2	1
128	что на нас	1	1
129	в другом случае	1	1
130	во втором и	1	1
131	к тому что	1	1
132	только в этом	1	1
133	моих мыслей и	1	1
134	в том и	2	1
135	том и в	1	1
136	никак не может	1	1
137	или лучше сказать	1	1
138	как и в	2	1
139	к тому же	5	1
140	на каком-нибудь другом	1	1
141	только тогда когда	1	1
142	между прочим в	1	1
143	как мы видели	1	1
144	это есть не	1	1
145	и в другом	1	1
