N	3gram	Bakhtin_Pr_1	Vladivir
1	в письме к	1	8
2	о том что	2	7
3	в том что	7	7
4	то что он	1	5
5	дело в том	1	4
6	в этом смысле	9	4
7	то же время	7	4
8	и то что	1	4
9	в то же	7	4
10	в конце концов	4	3
11	с другой стороны	2	3
12	не может быть	3	3
13	как мы уже	2	3
14	как раз и	1	2
15	и в то	3	2
16	вот что он	1	2
17	у него не	1	2
18	и в частности	1	2
19	в том чтобы	1	2
20	не только в	1	2
21	в то время	2	2
22	для своего времени	1	2
23	во всяком случае	3	2
24	можно сказать что	2	2
25	тем более что	1	2
26	для того чтобы	2	2
27	том что он	4	2
28	что и в	1	2
29	которая как раз	1	1
30	в нем мы	1	1
31	необходимо заметить что	1	1
32	а не к	1	1
33	а следовательно и	1	1
34	но у него	1	1
35	по этому вопросу	1	1
36	в дальнейшем в	1	1
37	того что в	1	1
38	о нем в	1	1
39	с ним но	1	1
40	в самом деле	2	1
41	и по существу	1	1
42	нам кажется что	2	1
43	так и не	1	1
44	и не может	2	1
45	бы то ни	3	1
46	только то что	2	1
47	в то что	1	1
48	несмотря на свою	1	1
49	всю его жизнь	1	1
50	не было ничего	1	1
51	не для самого	1	1
52	то время как	1	1
53	кроме того и	1	1
54	у него в	1	1
55	то что для	1	1
56	в этом не	1	1
57	не потому что	2	1
58	в результате такого	1	1
59	но в то	2	1
60	то ни было	2	1
61	смысле этого слова	1	1
62	в обычном смысле	1	1
63	потому что она	2	1
64	и в этом	3	1
65	в одной плоскости	3	1
66	притом не только	1	1
67	что он сам	1	1
68	этом смысле его	1	1
69	не в одном	1	1
70	одной плоскости с	1	1
71	а в том	1	1
72	у него уже	1	1
73	раз и навсегда	2	1
74	заключается в том	2	1
75	так и в	1	1
76	это и есть	3	1
77	но он не	1	1
78	здесь мы должны	1	1
79	так как в	1	1
80	скажем только что	1	1
81	и никогда не	1	1
82	не только не	1	1
83	что все в	1	1
84	в конце своей	1	1
85	он в конце	1	1
86	но это не	3	1
87	к тому что	1	1
88	что он говорит	1	1
89	и только в	1	1
90	и что в	1	1
91	в этом отношении	5	1
