N	4gram	Bakhtin_Pr_3	Formalny
1	в то же время	12	7
2	бы то ни было	4	4
3	с точки зрения его	1	3
4	на самом же деле	1	2
5	и во всяком случае	1	2
6	и в то же	5	2
7	во всяком случае в	1	2
8	одних и тех же	1	1
9	одного и того же	1	1
10	чего бы то ни	2	1
11	какой бы то ни	1	1
12	на самом деле все	1	1
13	один и тот же	1	1
14	под эту категорию и	1	1
15	а вместе с тем	1	1
16	они на самом деле	1	1
17	в такой же степени	2	1
18	не может и не	1	1
19	то же время не	2	1
20	сводится к тому чтобы	2	1
21	в одних и тех	1	1
22	мы можем сказать что	1	1
23	смысле этого слова в	1	1
24	все более и более	1	1
25	и по отношению к	1	1
26	в огромном большинстве случаев	1	1
27	какого бы то ни	1	1
