N	3gram	Tiupa_Vved_1	Myshleni
1	в том что	3	17
2	в отличие от	2	6
3	в высшей степени	2	6
4	в зависимости от	1	5
5	можно было бы	2	5
6	с одной стороны	5	5
7	в связи с	1	5
8	тем не менее	3	5
9	и того же	1	4
10	во всяком случае	1	4
11	одного и того	1	4
12	о том что	4	3
13	состоит в том	2	3
14	сами по себе	1	3
15	в этом отношении	4	3
16	а с другой	2	3
17	с другой стороны	1	3
18	на то что	1	3
19	как мы видели	2	3
20	оба эти момента	1	2
21	по отношению к	7	2
22	в этом смысле	1	2
23	и в этом	1	2
24	как мы увидим	1	2
25	заключает в себе	1	2
26	могло бы возникнуть	1	2
27	тому или иному	1	2
28	то что мы	1	2
29	тем что они	1	2
30	в этом и	1	2
31	не может быть	3	2
32	в свою очередь	4	2
33	само по себе	1	2
34	той или иной	2	2
35	как и в	2	2
36	по своей природе	2	1
37	что иное как	1	1
38	представляет собой не	1	1
39	как и для	1	1
40	более или менее	2	1
41	в частности речь	1	1
42	подобно тому как	2	1
43	в том числе	1	1
44	то же самое	1	1
45	о том как	1	1
46	в этом случае	1	1
47	не менее не	1	1
48	принимает на себя	1	1
49	к тому или	1	1
50	по аналогии с	1	1
51	из того что	1	1
52	том числе и	1	1
53	к тому чтобы	1	1
54	несмотря на его	1	1
55	том или ином	1	1
56	как она была	1	1
57	между детьми и	4	1
58	как если бы	1	1
59	отнюдь не является	1	1
60	не что иное	1	1
61	в данном случае	6	1
62	в том чтобы	2	1
63	не только в	2	1
64	не сводится к	4	1
65	все же не	1	1
66	на этот раз	1	1
67	в значительной степени	1	1
68	но и по	1	1
69	в результате чего	1	1
70	имеем дело с	2	1
71	потому что она	1	1
72	из них не	1	1
73	не могло бы	1	1
74	но только в	1	1
75	имеет место в	1	1
76	очередь распадается на	1	1
77	мы увидим ниже	1	1
78	мы не можем	1	1
79	на наших глазах	1	1
80	свою очередь распадается	1	1
81	пространственных и временных	1	1
82	если бы мы	1	1
83	также указывает на	1	1
84	к которым приводит	1	1
85	начало и конец	2	1
86	и в самом	1	1
87	ни одна из	1	1
88	для взрослых но	1	1
89	но на этот	1	1
90	которая не может	2	1
91	уже не на	1	1
92	друг от друга	1	1
93	здесь мы имеем	1	1
94	одна из этих	1	1
95	детьми и взрослыми	1	1
96	с той или	1	1
97	здесь как и	1	1
98	и не могло	1	1
99	могло бы быть	1	1
100	еще не гарантирует	1	1
