N	2gram	Propp_Isto_5	KFilosof
1	может быть	17	43
2	в его	12	39
3	в нем	7	31
4	не может	6	27
5	и не	11	26
6	по отношению	2	25
7	и в	25	22
8	в себе	1	21
9	в котором	1	21
10	отношению к	2	21
11	и его	9	17
12	в ее	4	17
13	а не	2	17
14	только в	7	16
15	в этом	10	13
16	точки зрения	2	13
17	и это	4	12
18	но не	5	12
19	для него	1	12
20	все эти	8	11
21	в своей	2	11
22	не в	6	11
23	к нему	3	11
24	во всех	2	10
25	в своем	1	10
26	это не	6	10
27	с точки	1	10
28	от себя	2	10
29	все это	4	10
30	из себя	4	10
31	и есть	1	9
32	в их	1	9
33	в целом	3	9
34	но и	13	9
35	как бы	2	9
36	и для	2	9
37	и все	3	9
38	было бы	1	8
39	если бы	2	8
40	со стороны	2	8
41	не было	1	8
42	жизни и	2	8
43	то что	7	7
44	во всем	2	7
45	должен быть	2	7
46	на основе	1	7
47	в себя	3	7
48	и здесь	7	7
49	что и	6	7
50	себя в	6	7
51	конечно не	1	7
52	вовсе не	2	7
53	я не	1	6
54	отношение к	1	6
55	отнюдь не	1	6
56	и я	1	6
57	он не	4	6
58	смысл и	1	6
59	этот момент	1	6
60	и только	1	6
61	и действительно	5	6
62	совершенно не	2	6
63	уже не	11	6
64	ко мне	1	6
65	но это	7	6
66	в том	6	6
67	мы имеем	14	5
68	но как	1	5
69	все же	10	5
70	но в	1	5
71	не только	13	5
72	то же	4	5
73	но все	5	5
74	его в	9	5
75	как и	7	5
76	от его	1	5
77	не имеет	1	5
78	никогда не	3	5
79	с ним	4	5
80	со всем	1	5
81	там где	6	5
82	ее и	3	5
83	в основе	1	5
84	хотя бы	1	5
85	не знает	1	5
86	проникает в	1	4
87	быть в	1	4
88	при этом	1	4
89	не как	4	4
90	здесь мы	5	4
91	ценности и	1	4
92	входит в	5	4
93	места в	1	4
94	место в	1	4
95	тем самым	1	4
96	не по	1	4
97	о нем	3	4
98	в каком	1	4
99	мира и	1	4
100	во всей	1	4
101	в одном	1	4
102	том что	8	4
103	для нас	5	4
104	а в	3	4
105	только как	1	4
106	что в	8	4
107	в своих	1	4
108	самом деле	2	3
109	на самом	1	3
110	из его	1	3
111	должна быть	1	3
112	мы не	5	3
113	что это	5	3
114	в ней	5	3
115	еще не	8	3
116	и на	8	3
117	себе и	1	3
118	не изнутри	1	3
119	и этим	2	3
120	всех этих	1	3
121	для того	3	3
122	из него	2	3
123	нет в	1	3
124	что этот	2	3
125	не менее	4	3
126	тогда когда	2	3
127	меня не	1	3
128	я буду	1	3
129	где он	1	3
130	ничего не	2	3
131	в некотором	2	3
132	могут быть	6	3
133	меня в	2	3
134	здесь не	1	3
135	ясно что	5	3
136	здесь нет	1	3
137	с человеком	1	3
138	в виду	1	3
139	о том	7	3
140	ним и	2	3
141	нем и	3	3
142	того что	2	3
143	в современной	1	3
144	и тем	4	3
145	не дает	1	3
146	тем что	10	3
147	что не	1	3
148	и пр	3	3
149	в момент	1	3
150	по своему	1	3
151	а все	1	3
152	от него	1	3
153	в свою	3	3
154	в то	3	3
155	себя как	1	2
156	мы здесь	4	2
157	он может	2	2
158	есть категория	1	2
159	едва ли	1	2
160	есть на	2	2
161	а как	2	2
162	на первом	1	2
163	ни у	1	2
164	и свой	1	2
165	вопрос о	2	2
166	ему в	3	2
167	не нужно	1	2
168	совсем не	1	2
169	в данном	3	2
170	себя за	1	2
171	как в	6	2
172	как к	1	2
173	и как	3	2
174	от этого	4	2
175	та же	1	2
176	под ним	1	2
177	думать что	1	2
178	в этой	3	2
179	нами в	1	2
180	и тот	1	2
181	в виде	9	2
182	смысле в	1	2
183	и мы	2	2
184	он ни	1	2
185	в жизни	1	2
186	из нее	2	2
187	соответствии с	1	2
188	с тем	8	2
189	тем не	4	2
190	и эти	1	2
191	войти в	1	2
192	изнутри в	1	2
193	по себе	2	2
194	случае мы	1	2
195	что есть	1	2
196	что эта	1	2
197	она могла	1	2
198	дело не	1	2
199	в процессе	1	2
200	того чтобы	3	2
201	же время	1	2
202	в сознании	1	2
203	не потому	2	2
204	к себе	1	2
205	вошли в	1	2
206	вокруг него	1	2
207	его с	1	2
208	оно не	1	2
209	на нем	1	2
210	чтобы быть	1	2
211	это только	1	2
212	его действительно	1	2
213	с этого	2	2
214	сводится к	1	2
215	единства и	1	2
216	или как	2	2
217	в ту	1	2
218	может иметь	1	2
219	и она	3	2
220	в него	5	2
221	тот же	1	2
222	что он	22	2
223	вступить в	1	2
224	а с	1	2
225	именно на	2	2
226	в качестве	7	2
227	к историческому	1	2
228	мы получим	1	2
229	него и	5	2
230	а это	1	2
231	и других	2	2
232	его и	2	2
233	слова в	1	2
234	были бы	1	2
235	или иной	1	2
236	его изнутри	2	2
237	ли это	1	2
238	для этого	1	2
239	но есть	2	2
240	прежде всего	6	2
241	в соответствии	1	2
242	только по	1	2
243	если не	4	2
244	и потому	2	2
245	пространства и	1	2
246	его на	4	2
247	что за	2	2
248	знать что	1	2
249	быть не	1	2
250	в это	2	2
251	все остальные	1	2
252	но для	2	2
253	которой он	2	2
254	это уже	2	2
255	это можно	1	2
256	потому что	7	2
257	его к	3	2
258	к этому	2	2
259	ту же	2	1
260	также и	1	1
261	человека и	2	1
262	функции в	1	1
263	целого и	1	1
264	тем же	1	1
265	здесь и	1	1
266	всем что	1	1
267	непосредственной близости	1	1
268	можно в	1	1
269	имеем и	1	1
270	не имеют	1	1
271	особенно часто	1	1
272	в зависимости	1	1
273	мы уже	4	1
274	той же	1	1
275	его не	3	1
276	высоко над	1	1
277	что уже	1	1
278	именно к	1	1
279	обряд как	1	1
280	него здесь	1	1
281	и ее	1	1
282	и он	6	1
283	не был	1	1
284	в различных	2	1
285	этих случаях	8	1
286	землю и	2	1
287	ибо оно	1	1
288	имеем здесь	2	1
289	и всякий	1	1
290	которых как	1	1
291	таком положении	1	1
292	него с	1	1
293	в истории	4	1
294	с этим	5	1
295	выйти из	1	1
296	категории а	1	1
297	относятся к	1	1
298	и наконец	1	1
299	и к	1	1
300	смысл но	1	1
301	в непосредственной	1	1
302	за собой	1	1
303	в самом	1	1
304	в которой	4	1
305	на то	2	1
306	если он	1	1
307	его но	1	1
308	что она	1	1
309	жива и	1	1
310	задний план	1	1
311	главным образом	1	1
312	все другие	1	1
313	области и	1	1
314	падает в	1	1
315	остается совершенно	1	1
316	их в	3	1
317	и по	2	1
318	на этом	3	1
319	мы его	1	1
320	а затем	7	1
321	об этом	2	1
322	связанных с	1	1
323	и с	3	1
324	предположение что	3	1
325	с целью	1	1
326	это было	2	1
327	на почве	1	1
328	специфическая особенность	1	1
329	и находит	1	1
330	это положение	1	1
331	были в	1	1
332	этого не	1	1
333	а за	1	1
334	его все	1	1
335	и уже	1	1
336	одна и	1	1
337	несмотря на	2	1
338	такой же	2	1
339	лучше всего	1	1
340	и видит	1	1
341	в этих	6	1
342	его сила	1	1
343	художественного творчества	1	1
344	он должен	1	1
345	всяком случае	1	1
346	на месте	1	1
347	она в	1	1
348	свой смысл	1	1
349	не путем	1	1
350	выходит из	1	1
351	не будем	5	1
352	но он	2	1
353	в предыдущем	1	1
354	быть признан	1	1
355	эта картина	1	1
356	с которой	1	1
357	она не	2	1
358	как о	1	1
359	одна из	2	1
360	к другим	1	1
361	нем в	1	1
362	не могло	1	1
363	а тот	2	1
364	трудно бывает	1	1
365	и попытка	1	1
366	через него	1	1
367	он пытается	1	1
368	человека за	1	1
369	находятся в	1	1
370	место это	1	1
371	мире и	1	1
372	здесь же	1	1
373	следует что	1	1
374	уже и	2	1
375	которых он	1	1
376	зависимости от	1	1
377	к тому	1	1
378	и входит	1	1
379	нас от	1	1
380	и о	1	1
381	что все	4	1
382	свою очередь	1	1
383	на задний	1	1
384	человек а	1	1
385	и от	1	1
386	этому может	1	1
387	его они	1	1
388	можно сделать	1	1
389	но мы	3	1
390	мотива мы	1	1
391	приводит к	1	1
392	на том	3	1
393	иной мир	6	1
394	что может	1	1
395	с собой	1	1
396	не за	1	1
397	здесь как	2	1
398	особенно в	2	1
399	живет в	5	1
400	мог бы	1	1
401	можно только	1	1
402	остается только	1	1
403	основана на	1	1
404	и даже	1	1
405	образом в	2	1
406	в мою	1	1
407	находится в	2	1
408	и начало	1	1
409	другими словами	1	1
410	можно сказать	2	1
411	ни на	1	1
412	один момент	1	1
413	одном случае	1	1
414	и требует	3	1
415	небо в	1	1
416	от них	2	1
417	во втором	1	1
418	но нет	1	1
419	это лишь	1	1
420	не тот	1	1
421	к ней	1	1
422	в каких	1	1
423	в литературе	1	1
424	значит что	2	1
425	один из	2	1
426	или нет	1	1
427	но с	1	1
428	ее уже	1	1
429	мы видим	8	1
430	одной из	1	1
431	ней то	1	1
432	быть единственным	1	1
433	не само	1	1
434	и этих	1	1
435	же я	1	1
436	и так	1	1
437	их не	1	1
438	изнутри и	2	1
439	проходя через	1	1
440	момент пространственного	1	1
441	всего мы	1	1
442	же и	1	1
443	только на	1	1
444	только тогда	2	1
445	как этот	1	1
446	а то	1	1
447	него нет	1	1
448	одно из	1	1
449	себе в	1	1
450	никто не	3	1
451	ведь это	1	1
452	мир так	1	1
453	так как	11	1
454	ее не	1	1
455	друг друга	3	1
456	мы можем	2	1
457	само по	1	1
458	но уже	3	1
459	смерти и	1	1
460	именно герой	1	1
461	во власти	2	1
462	к совершенно	1	1
463	она и	1	1
464	он живет	3	1
465	и из	3	1
466	это дерево	1	1
467	не знать	1	1
468	до этого	2	1
469	здесь в	1	1
470	а именно	4	1
471	или просто	1	1
472	человек все	1	1
473	по всей	1	1
474	и др	3	1
475	и затем	2	1
476	предметы связанные	1	1
477	чтобы приобщиться	1	1
478	превращается в	7	1
479	уже давно	1	1
480	мир а	1	1
481	здесь дело	1	1
482	с которым	2	1
483	что мы	2	1
484	нужно думать	1	1
485	стороны в	1	1
486	связь с	8	1
487	нет ничего	1	1
488	него в	1	1
489	вместе с	22	1
490	к его	2	1
491	книге о	1	1
492	из которых	2	1
493	себя из	1	1
494	над ним	3	1
495	ним как	1	1
496	где же	1	1
497	знания в	1	1
498	это значит	2	1
