N	2gram	Tiupa_Narr_1	Myshleni
1	и в	19	28
2	в том	18	28
3	то что	11	28
4	в этом	17	27
5	в развитии	1	24
6	того что	1	24
7	потому что	1	22
8	том что	14	19
9	не может	10	19
10	таким образом	1	18
11	что он	6	18
12	только в	4	18
13	в силу	4	17
14	что в	3	17
15	не только	32	16
16	так же	2	15
17	точки зрения	10	13
18	может быть	25	13
19	сказать что	4	13
20	и не	20	11
21	что мы	2	11
22	как бы	4	11
23	но не	5	10
24	по отношению	7	10
25	отношений между	1	10
26	с точки	2	10
27	к тому	7	10
28	как мы	3	10
29	от того	1	10
30	но и	23	10
31	отношению к	6	10
32	могли бы	1	9
33	было бы	4	9
34	в процессе	1	9
35	мы можем	1	9
36	между собой	2	9
37	в самом	1	8
38	мы видели	1	8
39	тем самым	6	8
40	никогда не	3	8
41	тем что	3	8
42	еще не	7	8
43	как известно	2	7
44	того же	1	7
45	то же	4	7
46	в сущности	3	7
47	отношение к	2	7
48	в своем	2	7
49	он не	3	7
50	в нем	4	7
51	можно было	2	7
52	если бы	1	7
53	что оно	1	7
54	между ними	2	7
55	же как	3	6
56	мы не	1	6
57	в чем	1	6
58	и как	5	6
59	и к	1	6
60	в мышлении	1	6
61	как и	7	6
62	для него	2	6
63	к предмету	1	6
64	не имеет	2	6
65	когда мы	2	6
66	же самое	1	6
67	приводит к	2	6
68	так и	9	6
69	можно сказать	5	6
70	его в	2	6
71	как раз	2	6
72	в области	2	6
73	и развития	1	6
74	к другой	2	6
75	в то	3	6
76	том же	1	5
77	и на	3	5
78	при решении	1	5
79	но в	6	5
80	то в	6	5
81	в этой	5	5
82	что все	1	5
83	и тем	4	5
84	не могли	1	5
85	с другом	1	5
86	не могут	1	5
87	могут быть	3	5
88	языка и	2	5
89	в пределах	2	5
90	это не	2	5
91	друг с	1	5
92	и все	2	5
93	речи и	1	5
94	например в	2	4
95	и то	1	4
96	переход от	4	4
97	в первом	3	4
98	к другому	2	4
99	отношения между	1	4
100	мы имеем	2	4
101	совпадает с	1	4
102	мы и	1	4
103	во всех	1	4
104	в той	6	4
105	в себе	8	4
106	свою силу	1	4
107	на этом	1	4
108	и того	1	4
109	одного и	1	4
110	от одной	2	4
111	не в	14	4
112	в структуру	1	4
113	своей природе	1	4
114	что на	2	4
115	оно не	2	4
116	чего он	1	4
117	данного понятия	2	4
118	что и	1	4
119	именно в	6	4
120	в качестве	21	4
121	в состоянии	1	4
122	в частности	14	4
123	к жизни	1	4
124	понятия от	1	4
125	они не	2	4
126	отношения к	2	3
127	это и	3	3
128	за собой	4	3
129	чего не	1	3
130	с его	6	3
131	из этих	3	3
132	очевидно что	1	3
133	независимо от	2	3
134	как в	7	3
135	хотя и	3	3
136	от этого	1	3
137	представляет собой	13	3
138	в случае	7	3
139	на его	1	3
140	при этом	9	3
141	в плане	1	3
142	и по	1	3
143	а по	2	3
144	первую очередь	1	3
145	должен был	1	3
146	в них	1	3
147	иначе говоря	6	3
148	в их	1	3
149	всякий раз	1	3
150	по себе	5	3
151	является как	1	3
152	до известной	1	3
153	в основе	5	3
154	по своей	3	3
155	связи с	4	3
156	не по	1	3
157	этом отношении	3	3
158	отличается от	4	3
159	представляют собой	2	3
160	только то	1	3
161	в себя	6	3
162	те же	4	3
163	мог бы	3	3
164	и здесь	1	3
165	и т.д	7	3
166	до сих	1	3
167	во втором	4	3
168	в его	9	3
169	и только	2	3
170	слов и	1	3
171	все время	1	3
172	один из	3	3
173	и его	5	3
174	есть в	2	3
175	этого понятия	2	3
176	в нашей	1	3
177	от понятия	1	3
