N	2gram	Nazirov_Tv_2	Komedia
1	в комедии	1	22
2	и в	20	22
3	по адресу	1	14
4	том что	4	12
5	в г	1	11
6	но и	8	11
7	в том	8	11
8	не только	13	10
9	в то	10	10
10	из них	2	10
11	и т	13	9
12	как и	6	9
13	может быть	8	9
14	таким образом	10	8
15	должны были	1	8
16	о том	5	8
17	и его	9	8
18	в одном	2	8
19	и не	9	8
20	едва ли	2	7
21	в этой	5	7
22	и других	2	7
23	то же	7	6
24	тому же	2	6
25	и по	2	6
26	не в	4	6
27	ни в	1	6
28	в конце	6	6
29	одного из	1	6
30	что он	6	6
31	такого рода	1	6
32	к тому	1	6
33	а в	4	6
34	в которой	2	6
35	что в	7	6
36	в истории	2	5
37	как в	4	5
38	то время	1	5
39	на его	4	5
40	при этом	8	5
41	во время	1	5
42	потому что	7	5
43	со своим	1	5
44	так и	6	5
45	еще в	1	5
46	и даже	5	5
47	между тем	3	5
48	один из	3	5
49	уже в	2	5
50	в его	10	5
51	прежде всего	8	5
52	т п	2	5
53	с другой	2	5
54	когда же	1	5
55	все это	6	5
56	другой стороны	2	5
57	из его	1	4
58	что они	4	4
59	но в	4	4
60	в нем	3	4
61	т д	11	4
62	и вот	1	4
63	в другом	1	4
64	г в	1	4
65	известно что	2	4
66	участие в	1	4
67	несмотря на	1	4
68	в котором	3	4
69	в их	3	4
70	одном из	2	4
71	так как	3	4
72	как мы	1	4
73	на него	2	4
74	же время	7	4
75	ли не	2	4
76	в в	1	4
77	так в	2	4
78	ясно что	1	4
79	что и	1	4
80	действующих лиц	2	4
81	тем что	3	4
82	именно в	6	4
83	и особенно	1	4
84	в результате	1	4
85	по поводу	1	4
86	к этому	3	4
87	речь идет	1	3
88	же как	3	3
89	перед лицом	1	3
90	в году	16	3
91	мы не	4	3
92	и о	1	3
93	х годов	3	3
94	i с	1	3
95	и на	5	3
96	в чем	4	3
97	как правило	2	3
98	с одной	1	3
99	в этом	8	3
100	все же	5	3
101	хотя и	4	3
102	и как	1	3
103	в целом	6	3
104	и и	1	3
105	на то	1	3
106	главным образом	1	3
107	он не	3	3
108	и еще	2	3
109	и с	8	3
110	его в	3	3
111	первую очередь	1	3
112	в них	1	3
113	и ее	2	3
114	место в	3	3
115	не менее	2	3
116	однако в	1	3
117	даже в	1	3
118	по отношению	3	3
119	казалось бы	3	3
120	ничего не	4	3
121	на землю	2	3
122	в сознании	1	3
123	у нас	2	3
124	могут быть	2	3
125	и сам	5	3
126	во второй	1	3
127	там же	9	3
128	в частности	2	3
129	и одновременно	1	3
130	в образе	3	3
131	тот же	1	3
132	одной из	3	3
133	только в	2	3
134	и у	2	3
135	в виде	2	3
136	в начале	3	3
137	отношение к	1	3
138	у него	6	3
139	как раз	1	3
140	к которому	2	3
141	в честь	2	3
142	так же	5	3
143	как это	1	3
144	в течение	1	3
145	не мог	1	3
146	отношению к	3	3
147	до года	1	2
148	как известно	2	2
149	ту же	1	2
150	почти всегда	1	2
151	сам автор	1	2
152	видеть в	1	2
153	в доме	1	2
154	из всех	1	2
155	на себя	1	2
156	он был	1	2
157	столь же	1	2
158	отличие от	2	2
159	чем же	1	2
160	наряду с	7	2
161	несколько раз	3	2
162	в рамках	1	2
163	в противоположность	1	2
164	для ее	1	2
165	в самом	3	2
166	в известном	1	2
167	в себе	3	2
168	в первой	2	2
169	в первую	1	2
170	в принципе	4	2
171	не к	1	2
172	в силу	1	2
173	художественный образ	1	2
174	было бы	1	2
175	для них	1	2
176	из действующих	1	2
177	как видно	1	2
178	мы видели	1	2
179	восходят к	1	2
180	такой же	2	2
181	его герои	1	2
182	и без	2	2
183	всяком случае	2	2
184	но он	1	2
185	свои руки	1	2
186	одна из	3	2
187	это еще	1	2
188	трагедии в	2	2
189	при всем	1	2
190	к ней	1	2
191	как будто	1	2
192	в области	1	2
193	а мы	1	2
194	ли это	1	2
195	в городе	1	2
196	указывает на	1	2
197	для себя	1	2
198	как по	2	2
199	в себя	1	2
200	что у	4	2
