N	3gram	Tiupa_Narr_1	Hudozhes
1	о том что	6	9
2	то же время	3	8
3	по отношению к	6	8
4	в то же	3	8
5	в том что	8	6
6	в самом деле	1	4
7	можно было бы	2	4
8	с точки зрения	2	3
9	и быть может	1	3
10	в этом отношении	3	3
11	в связи с	2	3
12	несет в себе	1	3
13	в финале рассказа	1	3
14	тем не менее	3	3
15	как и в	1	3
16	в русской литературе	1	3
17	том что в	1	2
18	только потому что	1	2
19	по своей природе	1	2
20	того или иного	2	2
21	в первую очередь	1	2
22	до сих пор	1	2
23	ту или иную	2	2
24	не только в	2	2
25	в себе момент	1	2
26	в значительной степени	2	2
27	так или иначе	2	2
28	так и от	1	2
29	не может быть	5	2
30	в конечном счете	2	2
31	речь идет о	2	2
32	на наш взгляд	1	2
33	особая личностно-актуальная форма	1	1
34	с гуровым в	1	1
35	себя в другом	1	1
36	дело здесь не	1	1
37	это позиция со-искателя	1	1
38	то в основе	1	1
39	позиции писателя как	1	1
40	не может не	2	1
41	русской литературе позиции	1	1
42	и т.д однако	1	1
43	в чистом виде	1	1
44	как уже говорилось	1	1
45	концовке рассказа о	1	1
46	состоит в том	3	1
47	нами не как	1	1
48	прежде всего в	1	1
49	различные формы выражения	1	1
50	но как субъекты	1	1
51	справедливо утверждает в	1	1
52	которых может быть	1	1
53	это одно из	1	1
54	читателя в мир	1	1
55	на самом деле	1	1
56	не как объекты	1	1
57	в этом смысле	1	1
58	в прошлом году	2	1
59	том что он	1	1
60	то же самое	1	1
61	причастной вненаходимости бахтин	1	1
62	не смог бы	1	1
63	же как и	1	1
64	все та же	2	1
65	может быть только	1	1
66	что у нее	1	1
67	самую суть проблемной	1	1
68	самом деле не	1	1
69	личного опыта в	1	1
70	предстают перед нами	1	1
71	в таком случае	2	1
72	и в то	1	1
73	и.н сухих чехов	1	1
74	до известной степени	1	1
75	как учителя жизни	1	1
76	сами по себе	2	1
77	есть нечто большее	1	1
78	некий нравственный закон	1	1
79	более или менее	2	1
80	этой жанровой традиции	1	1
81	в его жизни	1	1
82	все было как	1	1
83	в отличие от	5	1
84	писателя как учителя	1	1
85	и ведущего за	1	1
86	к тому чтобы	1	1
87	за собой его	1	1
88	здесь не в	2	1
89	зрелой чеховской прозы	1	1
90	облекается в молчание	1	1
91	в другом и	1	1
92	наиболее влиятельной в	1	1
93	личностно-актуальная форма восприятия	1	1
94	с этой точки	1	1
95	жизни мудреца пророка	1	1
96	произведения особая личностно-актуальная	1	1
97	литературе позиции писателя	1	1
98	перед нами не	2	1
99	истину и ведущего	1	1
100	тогда как в	2	1
101	которым можно было	2	1
102	следует признать что	1	1
103	содержит в себе	1	1
104	не в его	1	1
105	в первом случае	2	1
106	субъекты этического выбора	1	1
107	в первый раз	1	1
108	мы узнаем о	1	1
109	не сводится к	2	1
110	с его началом	1	1
111	в самую суть	1	1
112	в себя и	2	1
113	а также и	1	1
114	так и в	1	1
115	в равной степени	1	1
116	пророка знающего истину	1	1
117	жизнь личности в	1	1
118	к одному из	1	1
119	мы знакомимся с	1	1
120	он уже не	1	1
121	в нем не	1	1
122	чехова как правило	1	1
123	особая включенность читателя	1	1
124	при всей своей	2	1
125	принципиальное различие между	1	1
126	в свое время	1	1
127	речь идет об	1	1
128	суть проблемной ситуации	1	1
129	в данном случае	4	1
130	значительный вклад в	1	1
131	только в качестве	1	1
132	как нам представляется	1	1
133	в качестве некоторого	1	1
134	по себе а	1	1
135	мир произведения особая	1	1
136	ведущего за собой	1	1
137	в свою очередь	3	1
138	несмотря на свой	1	1
139	как субъекты этического	1	1
140	произведения не в	1	1
141	учителя жизни мудреца	1	1
142	этой точки зрения	2	1
143	никогда не бывает	1	1
144	знающего истину и	1	1
145	времени и пространстве	5	1
146	во времени и	4	1
147	но все же	4	1
148	всего в том	1	1
149	по сути дела	2	1
150	в мир произведения	1	1
151	которая может быть	1	1
152	ни единого слова	1	1
153	включенность читателя в	1	1
154	друг от друга	1	1
155	влиятельной в русской	1	1
156	все же не	4	1
157	у себя в	1	1
158	мудреца пророка знающего	1	1
159	с одной стороны	7	1
160	друг с другом	1	1
161	позиция это позиция	1	1
162	и как будто	1	1
163	читателя в самую	1	1
164	на первый взгляд	2	1
165	пока еще не	1	1
