N	2gram	Vinokur_Ku_1	Narrotol
1	не только	10	31
2	но и	6	27
3	и не	12	23
4	при этом	6	19
5	может быть	13	15
6	в качестве	7	14
7	в частности	4	14
8	как и	2	13
9	а не	8	13
10	а в	5	13
11	в этом	14	12
12	только в	11	12
13	и в	24	11
14	в данном	4	11
15	тогда как	2	10
16	состоит в	3	10
17	своего рода	1	10
18	и его	5	10
19	то что	9	9
20	то же	8	8
21	иначе говоря	2	8
22	не может	7	8
23	в том	30	8
24	уже не	8	8
25	со стороны	4	8
26	но в	2	7
27	том что	21	7
28	если бы	9	7
29	на протяжении	1	7
30	и он	3	6
31	в самом	10	6
32	не в	11	6
33	в этой	3	6
34	в себе	3	6
35	тому же	1	6
36	об этом	1	6
37	не мог	2	6
38	к тому	5	6
39	одного из	1	6
40	во втором	2	6
41	в его	12	6
42	как бы	7	6
43	один из	4	6
44	как раз	8	6
45	или в	2	6
46	а также	1	6
47	жизни и	1	6
48	и на	4	5
49	той или	1	5
50	как правило	1	5
51	перед нами	1	5
52	так и	7	5
53	точки зрения	14	5
54	в своей	2	5
55	тем самым	4	5
56	потому что	23	5
57	можно сказать	3	5
58	в соответствии	3	5
59	столь же	1	5
60	в первом	3	4
61	на себя	3	4
62	еще не	5	4
63	истории в	1	4
64	с его	4	4
65	но не	5	4
66	как в	4	4
67	все же	12	4
68	хотя и	3	4
69	из этих	4	4
70	в нем	4	4
71	из них	4	4
72	по себе	2	4
73	и тем	2	4
74	соответствии с	3	4
75	в одном	3	4
76	в то	2	4
77	одна из	1	4
78	того чтобы	17	4
79	никогда не	2	4
80	в сознании	1	4
81	что на	1	4
82	к себе	4	4
83	в ней	6	4
84	что у	1	4
85	о том	9	4
86	внимание на	4	4
87	же время	2	4
88	в литературе	1	4
89	того что	9	4
90	для него	1	4
91	событие и	2	4
92	слова в	1	4
93	или иной	3	4
94	прежде всего	9	4
95	из наиболее	1	4
96	о чем	2	4
97	в речи	3	4
98	матери и	1	4
99	этом и	1	4
100	однако и	1	4
101	речь идет	2	3
102	также и	2	3
103	и то	3	3
104	самом деле	9	3
105	идет о	2	3
106	едва ли	1	3
107	всего лишь	1	3
108	мы имеем	6	3
109	но как	1	3
110	в противовес	3	3
111	в своем	3	3
112	и как	2	3
113	в целом	4	3
114	в нашем	1	3
115	большей части	2	3
116	но именно	1	3
117	он не	2	3
118	для того	16	3
119	и с	5	3
120	это не	7	3
121	в жизни	1	3
122	в слове	2	3
123	не всегда	2	3
124	в современной	2	3
125	еще раз	1	3
126	в ходе	1	3
127	тем не	4	3
128	однако в	1	3
129	не менее	7	3
130	но они	1	3
131	как будто	1	3
132	этом отношении	5	3
133	у нас	10	3
134	когда в	2	3
135	сводится к	3	3
136	о нем	2	3
137	лишь в	2	3
138	в конечном	1	3
139	между тем	5	3
140	что он	6	3
141	по отношению	8	3
142	в прозе	1	3
143	могло бы	1	3
144	может служить	2	3
145	именно в	6	3
146	по большей	2	3
147	начало и	1	3
148	не было	3	3
149	как это	3	3
150	в начале	1	3
151	но для	1	3
152	это уже	1	3
153	не является	2	3
154	и все	2	3
155	первом случае	1	3
156	отношению к	9	3
157	что в	17	3
158	в сфере	1	2
159	переход от	4	2
160	в зависимости	5	2
161	язык как	9	2
162	и для	2	2
163	в сущности	3	2
164	более не	1	2
165	зависимости от	6	2
166	столько же	1	2
167	в чем	1	2
168	события в	1	2
169	если в	2	2
170	отличие от	1	2
171	отнюдь не	1	2
172	в той	5	2
173	так называемая	2	2
174	что касается	2	2
175	зрения как	1	2
176	них как	1	2
177	та же	1	2
178	в известном	1	2
179	роль в	4	2
180	на то	4	2
181	в случае	1	2
182	так сказать	5	2
183	слово это	5	2
184	и еще	2	2
185	и вот	1	2
186	одно и	1	2
187	а его	1	2
188	это было	2	2
189	я в	1	2
190	и иных	1	2
191	для них	2	2
192	также не	1	2
193	все равно	2	2
194	этого не	2	2
195	в москве	2	2
196	и тогда	4	2
197	и того	2	2
198	в этих	4	2
199	в отличие	1	2
200	сих пор	4	2
201	через посредство	3	2
202	из нас	1	2
203	не имеет	2	2
204	дело в	1	2
205	дело не	2	2
206	не могло	1	2
207	чехов не	1	2
208	казалось бы	3	2
209	ничего не	2	2
210	такова что	2	2
211	как она	1	2
212	и является	4	2
213	и после	1	2
214	связи с	7	2
215	к жизни	2	2
216	не столь	1	2
217	ли не	3	2
218	они и	1	2
219	оно не	3	2
220	как мы	1	2
221	значения и	1	2
222	свою очередь	3	2
223	здесь не	3	2
224	другой стороны	6	2
225	в пределах	4	2
226	с языком	2	2
227	она была	1	2
228	по мере	3	2
229	с ним	5	2
230	за пределами	1	2
231	никак не	2	2
232	до сих	4	2
233	с другой	7	2
234	времени в	1	2
235	нас в	1	2
236	в форме	1	2
237	и только	1	2
238	же в	4	2
239	с ними	4	2
240	дело с	1	2
241	всяком случае	5	2
242	который в	1	2
243	себя в	1	2
244	только на	1	2
245	ее из	1	2
246	до конца	2	2
247	его и	1	2
248	сами по	1	2
249	в конце	1	2
250	к ним	1	2
251	мы можем	1	2
252	каждый из	1	2
253	в особенности	3	2
254	и даже	3	2
255	в области	7	2
256	в результате	5	2
257	после смерти	1	2
258	было и	1	2
259	и притом	1	2
260	что не	5	2
261	а на	2	2
262	зависит от	1	2
263	человеческой жизни	1	2
