N	2gram	Bakhtin_Fr_1	NovoeSre
1	а не	1	17
2	и в	65	16
3	не может	3	16
4	нового времени	13	12
5	и не	22	11
6	в эпоху	9	9
7	истории и	2	9
8	что в	3	9
9	в том	16	8
10	жизни и	7	8
11	он не	2	8
12	культуры и	8	7
13	в этом	15	7
14	в новой	1	7
15	может быть	6	7
16	как и	5	7
17	средние века	4	7
18	с его	5	6
19	не в	4	6
20	никогда не	6	6
21	лишь в	1	6
22	но это	3	6
23	не знает	6	6
24	в ней	6	5
25	культуры в	4	5
26	и к	4	5
27	не только	10	5
28	в жизни	4	5
29	xix века	5	5
30	все это	9	5
31	в нем	13	5
32	новое время	3	4
33	большую роль	1	4
34	о том	2	4
35	xix и	2	4
36	эпохи и	1	4
37	античного мира	1	4
38	перестает быть	3	4
39	в них	5	4
40	то что	3	4
41	это не	3	4
42	прежде всего	11	4
43	не было	1	4
44	и потому	10	4
45	по своему	8	4
46	не менее	1	4
47	и для	2	4
48	и все	5	4
49	потому что	5	4
50	наши дни	1	3
51	которые господствовали	1	3
52	с другой	3	3
53	в ее	3	3
54	в средние	4	3
55	человека и	1	3
56	и начало	2	3
57	еще не	6	3
58	во всех	9	3
59	за пределы	8	3
60	наряду с	2	3
61	как в	5	3
62	xx веков	1	3
63	конечно не	1	3
64	к ним	1	3
65	но и	10	3
66	это было	2	3
67	и пр	5	3
68	стремится к	1	3
69	в своей	5	3
70	к жизни	2	3
71	в новое	3	3
72	она не	1	3
73	эти формы	3	3
74	что такое	1	3
75	в основе	8	3
76	жизни в	5	3
77	в духе	8	3
78	к тому	2	3
79	в наши	2	3
80	сказать что	6	3
81	отдельных людей	1	3
82	и это	2	2
83	нем нет	1	2
84	связана с	5	2
85	это и	1	2
86	роль в	2	2
87	для нового	1	2
88	ведь и	1	2
89	можно было	1	2
90	так и	10	2
91	времени и	6	2
92	к самой	1	2
93	мы не	1	2
94	общества и	1	2
95	мира и	4	2
96	и с	3	2
97	стремление к	2	2
98	жизни как	3	2
99	вот почему	1	2
100	и на	11	2
101	времени в	1	2
102	должно было	1	2
103	на протяжении	5	2
104	но не	2	2
105	сильнее и	1	2
106	в свои	1	2
107	века и	6	2
108	с этим	1	2
109	xix век	1	2
110	ни к	2	2
111	хотя и	2	2
112	но в	14	2
113	который в	1	2
114	все эти	10	2
115	с одной	2	2
116	с их	5	2
117	есть в	5	2
118	в себе	3	2
119	уже не	3	2
120	не могла	1	2
121	не к	2	2
122	нашего времени	1	2
123	у него	1	2
124	что все	1	2
125	нет и	2	2
126	и даже	8	2
127	и т.п	17	2
128	связаны с	3	2
129	бытия в	1	2
130	том что	6	2
131	место в	1	2
132	мысли и	4	2
133	одной стороны	2	2
134	мир и	3	2
135	другой стороны	1	2
136	не могли	1	2
137	xviii века	2	2
138	возвращается к	1	2
139	этот мир	2	2
140	и формы	1	2
141	как это	1	2
142	такой же	1	2
143	глубины и	1	2
144	культура средневековья	1	2
145	но для	3	2
146	в то	1	2
147	одна из	1	2
148	в мировой	1	2
149	мысли в	1	2
150	того чтобы	1	2
151	жизнью в	2	2
152	формы и	7	2
153	средневековья и	9	2
154	и от	2	2
155	самой жизни	3	2
156	и весь	1	2
157	хотя бы	1	2
158	все они	1	2
159	от всякого	2	2
160	могут быть	2	2
161	сама жизнь	3	2
162	и культуры	1	2
163	от этой	1	1
164	не имел	1	1
165	людей в	1	1
166	к таким	1	1
167	средних веков	3	1
168	характер и	1	1
169	вернуть к	1	1
170	свободными от	1	1
171	он требует	2	1
172	по преимуществу	1	1
173	приводит к	2	1
174	как результат	1	1
175	и до	4	1
176	культуры на	1	1
177	культуре и	2	1
178	был и	1	1
179	с собой	1	1
180	мы уже	12	1
181	во многом	2	1
182	все свои	1	1
183	совсем особое	1	1
184	господствующей в	1	1
185	еще в	1	1
186	жить только	1	1
187	ренессанса и	3	1
188	к новой	1	1
189	средневековья из	1	1
190	с ним	3	1
191	нас и	1	1
192	можно сказать	2	1
193	это всегда	2	1
194	говорить о	1	1
195	и другая	1	1
196	мы всегда	2	1
197	и человека	2	1
198	был уже	1	1
199	в виду	3	1
200	жизни это	1	1
201	это время	2	1
202	в xix	1	1
203	на них	2	1
204	в чем	2	1
205	и мира	1	1
206	и во	3	1
207	на всех	4	1
208	не могут	3	1
209	своего рода	1	1
210	в которую	1	1
211	к нему	3	1
212	всей нашей	1	1
213	бесконечность не	1	1
214	значение и	2	1
215	в его	9	1
216	есть по	1	1
217	менее всего	3	1
218	но нет	1	1
219	отличие от	5	1
220	лишь к	1	1
221	и только	1	1
222	значение для	1	1
223	и она	1	1
224	времени которое	1	1
225	в значительной	6	1
226	к которому	1	1
227	в своем	8	1
228	как например	1	1
229	известном смысле	1	1
230	в формах	1	1
231	говорит что	1	1
232	человека в	1	1
233	господствовала в	1	1
234	связанный с	3	1
235	что он	3	1
236	только в	7	1
237	во всем	2	1
238	по своей	3	1
239	от этого	1	1
240	в этот	1	1
241	и элементы	1	1
242	и такое	1	1
243	в самом	4	1
244	мира эти	1	1
245	возврата и	1	1
246	перестал быть	1	1
247	он в	1	1
248	из этих	2	1
249	приобретает характер	1	1
250	в известном	1	1
251	этой системе	1	1
252	же и	1	1
253	для всех	1	1
254	мира то	2	1
255	и у	6	1
256	уже в	1	1
257	в большинстве	2	1
258	вообще не	1	1
259	от других	1	1
260	большинстве случаев	2	1
261	своем развитии	1	1
262	освобождение от	1	1
263	из них	4	1
264	она становится	1	1
265	бы к	1	1
266	страшным и	1	1
267	шекспира и	4	1
268	мир в	3	1
269	для того	1	1
270	земли и	5	1
271	это тем	1	1
272	и их	3	1
273	всяком случае	1	1
274	и нового	2	1
275	народ не	1	1
276	жизнью и	1	1
277	сами по	1	1
278	в конце	1	1
279	мира мира	1	1
280	не для	2	1
281	друг друга	3	1
282	другого мира	1	1
283	человек как	1	1
284	людей и	1	1
285	средневековья к	1	1
286	тем что	1	1
287	от того	2	1
288	в основу	1	1
289	совсем иные	1	1
290	но все	3	1
291	это конечно	1	1
292	значительной степени	2	1
293	эпоху ренессанса	1	1
294	культуры но	2	1
295	не были	3	1
296	ней и	1	1
297	выходит за	4	1
298	из всех	2	1
299	них не	1	1
300	к средневековому	1	1
301	средневековья в	4	1
302	в будущее	1	1
303	и просвещения	1	1
304	на ее	1	1
305	всех народов	1	1
306	был в	1	1
307	было бы	1	1
308	лишь на	1	1
309	труд и	1	1
310	весь мир	3	1
311	себя и	1	1
312	в отличие	4	1
313	что не	2	1
314	но оно	1	1
315	превращается в	5	1
316	нет в	1	1
317	мир все	1	1
318	а на	1	1
319	они не	1	1
320	в этой	4	1
321	не на	1	1
322	его было	1	1
323	от мира	1	1
324	жизнь в	1	1
325	человеческой жизни	1	1
326	ее на	1	1
327	философской мысли	1	1
328	новые формы	1	1
329	что мы	2	1
330	всех великих	1	1
