N	3gram	Ircho_Kome_2	StatiiOP
1	в том что	5	17
2	о том что	4	11
3	для того чтобы	4	10
4	и т п	2	9
5	с точки зрения	1	8
6	можно было бы	2	8
7	до сих пор	2	7
8	с другой стороны	1	6
9	во всяком случае	2	6
10	в самом деле	1	5
11	в этой области	1	5
12	не может быть	1	5
13	я думаю что	1	4
14	то же время	3	4
15	не только в	1	4
16	так и в	1	4
17	того или иного	1	4
18	что и в	2	4
19	в то же	3	4
20	по отношению к	3	3
21	только в том	1	3
22	должна была бы	1	3
23	и в самом	1	3
24	но все же	1	3
25	за то что	4	3
26	возможно что в	1	2
27	в том числе	3	2
28	и в том	1	2
29	в той же	2	2
30	но и в	1	2
31	в первую очередь	3	2
32	что в нем	1	2
33	том числе и	1	2
34	то обстоятельство что	1	2
35	то что у	1	2
36	с одной стороны	2	2
37	в то время	3	2
38	всяком случае в	1	2
39	имеем дело с	1	2
40	так или иначе	3	2
41	чуть ли не	2	2
42	если бы и	1	2
43	мере в какой	1	2
44	то что в	1	2
45	на этот раз	4	2
46	речь идет о	2	2
47	что это не	1	2
48	тем более что	1	2
49	тем не менее	1	2
50	должны были бы	1	1
51	в так называемой	1	1
52	и на этот	2	1
53	в обоих случаях	2	1
54	в голову не	1	1
55	той или иной	1	1
56	само собой разумеется	1	1
57	же мере в	1	1
58	целом ряде случаев	1	1
59	не говоря уже	2	1
60	как и во	1	1
61	в этом смысле	2	1
62	в соответствии с	1	1
63	в том же	1	1
64	и в голову	1	1
65	в одной из	2	1
66	столь же естественным	1	1
67	одних и тех	2	1
68	а не для	1	1
69	ни одно из	1	1
70	говоря уже о	2	1
71	одно из двух	1	1
72	что он не	1	1
73	бы то ни	2	1
74	а может быть	1	1
75	судя по всему	2	1
76	в наше время	1	1
77	точно так же	1	1
78	может быть даже	1	1
79	только тем что	1	1
80	и вовсе не	1	1
81	в том случае	1	1
82	и тех же	2	1
83	в это время	2	1
84	той же мере	1	1
85	то время как	2	1
86	если не считать	1	1
87	свой риск и	1	1
88	против того чтобы	1	1
89	представление о том	1	1
90	на свой риск	1	1
91	главы евгения онегина	1	1
92	и в то	1	1
93	как будто бы	1	1
94	из них нельзя	1	1
95	то что он	2	1
96	благодаря счастливому стечению	1	1
97	в целом ряде	1	1
98	это слово как	1	1
99	еще в г	1	1
100	в своем роде	1	1
101	но столь же	1	1
102	счастливому стечению обстоятельств	1	1
103	сих пор не	1	1
104	риск и страх	1	1
105	и не имеет	1	1
106	т п которые	1	1
107	уважение к этому	1	1
108	во всех случаях	1	1
109	хотя бы в	1	1
110	но все эти	1	1
111	для каждой из	1	1
112	в каждом из	1	1
113	друг от друга	1	1
114	но не менее	1	1
115	после того как	2	1
116	к тому что	2	1
117	и его современников	2	1
118	не всегда можно	1	1
119	тем обстоятельством что	1	1
120	мы имеем дело	1	1
121	именно об этом	1	1
