N	3gram	Bakhtin_Fr_4	Problema
1	то же самое	1	9
2	для того чтобы	3	8
3	в данном случае	1	8
4	о том что	2	5
5	в том что	1	5
6	на самом деле	1	4
7	литературы и искусства	1	4
8	и вовсе не	1	4
9	в конце концов	4	4
10	в связи с	1	4
11	то есть в	2	4
12	в то же	8	4
13	дело в том	1	3
14	так же и	1	3
15	более или менее	3	3
16	с точки зрения	2	3
17	до сих пор	1	3
18	и в других	2	3
19	может быть и	1	3
20	в буквальном смысле	1	3
21	здесь перед нами	1	3
22	можно сказать что	1	3
23	с другой стороны	3	3
24	и того же	1	2
25	как мы увидим	1	2
26	и на его	1	2
27	и то что	1	2
28	на этот раз	1	2
29	тех или иных	1	2
30	а также и	1	2
31	не может быть	1	2
32	и как бы	1	2
33	одного и того	1	2
34	подобно тому как	3	2
35	если бы он	1	1
36	таким образом что	1	1
37	но как раз	1	1
38	само собой разумеется	1	1
39	и к тому	1	1
40	мы уже сказали	1	1
41	но даже и	1	1
42	в том же	1	1
43	на первый план	1	1
44	а следовательно и	1	1
45	из них в	1	1
46	как мы сказали	1	1
47	и в то	4	1
48	до известной степени	1	1
49	нами как нечто	1	1
50	на самом же	2	1
51	в этом отношении	1	1
52	xviii и xix	1	1
53	до наших дней	2	1
54	одно и то	1	1
55	в это время	1	1
56	как раз в	1	1
57	то время как	1	1
58	в самом начале	1	1
59	и в них	1	1
60	но в то	1	1
61	не только в	2	1
62	тем что он	1	1
63	мы не знаем	1	1
64	на первый взгляд	1	1
65	и то же	1	1
66	так и в	1	1
67	о которой мы	1	1
68	содержащий в себе	1	1
69	перед нами в	1	1
70	это не значит	1	1
71	именно тем что	1	1
72	и до наших	1	1
73	в известной мере	3	1
74	в этом образе	1	1
75	таким образом в	3	1
76	раз и навсегда	1	1
77	в этом же	1	1
78	в то время	2	1
79	даже и в	1	1
80	мы можем сказать	1	1
81	и в третьем	1	1
82	именно в этой	1	1
83	и все прочее	1	1
84	и все прочие	1	1
85	так и их	1	1
86	и в литературе	1	1
87	о чем мы	1	1
88	как мы уже	5	1
89	мы уже указывали	1	1
90	самом же деле	2	1
91	все это не	1	1
92	он остается в	1	1
93	в разговоре с	1	1
94	к тому же	1	1
95	конечно далеко не	2	1
96	по своему смыслу	1	1
97	как мы видели	2	1
98	и делает его	1	1
99	перед нами как	1	1
