N	3gram	Losev_Dial_2	VerxiiNi
1	вместе с тем	1	8
2	с одной стороны	1	7
3	с точки зрения	8	6
4	во всяком случае	2	6
5	более или менее	2	5
6	до сих пор	2	5
7	по крайней мере	9	5
8	друг с другом	1	5
9	о том что	4	4
10	с тем чтобы	1	4
11	и вместе с	1	4
12	но все же	1	4
13	к тому же	1	4
14	так или иначе	2	3
15	главным образом в	1	3
16	точно так же	1	3
17	в конце концов	1	3
18	так же как	1	3
19	в связи с	4	3
20	тем не менее	2	3
21	в том что	6	3
22	то же самое	2	2
23	в этом отношении	1	2
24	может быть даже	1	2
25	с тех пор	2	2
26	то или иное	4	2
27	может быть и	3	2
28	по сравнению с	1	2
29	бы то ни	1	2
30	такое положение дела	1	2
31	то же время	4	2
32	с самого начала	2	2
33	той или иной	1	2
34	можно сказать что	3	2
35	в то же	3	2
36	и в этом	1	2
37	не должны быть	1	1
38	том есть ли	1	1
39	не может не	3	1
40	в широком смысле	2	1
41	всякую мысль о	1	1
42	ничем не отличаются	1	1
43	иметь в виду	2	1
44	с первого взгляда	2	1
45	и в смысле	1	1
46	в самом деле	3	1
47	крайней мере в	2	1
48	о том как	1	1
49	а потому что	1	1
50	важно то что	1	1
51	сказать и о	1	1
52	из двух или	1	1
53	не отличаются от	1	1
54	то что эти	1	1
55	сама жизнь это	1	1
56	в таком случае	3	1
57	и в то	1	1
58	и по мере	1	1
59	сами по себе	3	1
60	и далее в	1	1
61	и даже чем	1	1
62	себя что это	1	1
63	жизни и только	1	1
64	чтобы она была	1	1
65	в данном случае	2	1
66	не потому что	6	1
67	нельзя сказать чтобы	1	1
68	на задний план	1	1
69	но при этом	1	1
70	одно из двух	1	1
71	или по крайней	2	1
72	и в этой	1	1
73	все же есть	1	1
74	не в том	1	1
75	все более и	1	1
76	мы уже говорили	1	1
77	с другой стороны	4	1
78	речь идет о	1	1
79	есть ли это	1	1
80	это уже давно	1	1
81	сливаются в одно	1	1
82	смотря по тому	1	1
83	только то что	4	1
84	к искусству и	1	1
85	хотя бы например	1	1
86	не может быть	3	1
87	то не только	1	1
88	может и не	1	1
89	в то время	3	1
90	все эти элементы	1	1
91	это и есть	1	1
92	все в мире	1	1
93	тем и другим	1	1
94	более и более	1	1
95	несмотря на все	1	1
96	том что все	1	1
97	повседневной жизни и	1	1
98	она и при	1	1
99	ни на какие	1	1
100	может быть в	3	1
101	что и в	1	1
102	всех этих элементов	1	1
103	только тогда когда	4	1
