N	3gram	Losev_Vlad_3	VLabPisa
1	в этом отношении	2	13
2	в письме к	1	9
3	с другой стороны	2	8
4	не может быть	6	8
5	по этому поводу	1	7
6	более или менее	5	6
7	хотя бы и	3	5
8	то же время	2	5
9	в то же	3	5
10	в связи с	2	4
11	в том что	10	4
12	о том как	1	3
13	и в то	2	3
14	вместе с тем	6	3
15	в этой области	1	3
16	это и есть	1	3
17	о том что	8	3
18	к тому что	2	3
19	не может не	1	2
20	одной стороны и	2	2
21	также и в	2	2
22	в том числе	1	2
23	как об этом	1	2
24	до сих пор	1	2
25	каждой из этих	1	2
26	только то что	1	2
27	можно было бы	1	2
28	говорить не о	1	2
29	вот что пишет	1	2
30	с одной стороны	3	2
31	в конце концов	5	2
32	в результате чего	1	2
33	во всяком случае	3	2
34	этой точки зрения	1	2
35	от апреля года	1	2
36	прежде всего не	1	2
37	не только не	1	2
38	мы знаем что	1	2
39	для того чтобы	1	2
40	даже и в	2	1
41	чем отличается от	1	1
42	бросается в глаза	2	1
43	только в году	2	1
44	при помощи которых	1	1
45	и в результате	1	1
46	это то что	1	1
47	иметь в виду	2	1
48	то время как	2	1
49	что перед нами	1	1
50	у вл соловьева	42	1
51	в самом деле	1	1
52	но даже и	2	1
53	в этом смысле	3	1
54	в том же	1	1
55	с которого начинается	1	1
56	то прежде всего	1	1
57	же как и	1	1
58	сказать что ни	1	1
59	с этой точки	1	1
60	как это было	1	1
61	приходится признать что	1	1
62	в таком случае	2	1
63	сама по себе	1	1
64	только в том	3	1
65	то что в	3	1
66	это вовсе не	1	1
67	может быть и	1	1
68	в противном случае	1	1
69	по себе в	2	1
70	письме к страхову	1	1
71	о свободе воли	2	1
72	одно и то	1	1
73	ни в какой	1	1
74	в этом же	1	1
75	даже и не	2	1
76	так или иначе	2	1
77	при всем своем	1	1
78	и сводится к	1	1
79	того что мы	1	1
80	или как говорит	1	1
81	в данном случае	2	1
82	далеко не всегда	1	1
83	по этому вопросу	1	1
84	не только в	1	1
85	при помощи которой	1	1
86	речь идет только	1	1
87	и это самое	1	1
88	об этом же	1	1
89	то же самое	1	1
90	и то же	1	1
91	так же как	2	1
92	имеет ничего общего	2	1
93	как будто бы	1	1
94	одна из них	1	1
95	мы видим что	1	1
96	хотя бы с	1	1
97	по существу же	2	1
98	все же не	1	1
99	но вместе с	1	1
100	на вопрос что	1	1
101	все то что	1	1
102	не имеет ничего	2	1
103	а не только	2	1
104	профессор московского университета	1	1
105	сих пор не	1	1
106	могут привести к	1	1
107	у него в	4	1
108	а вместе с	1	1
109	в то время	4	1
110	не говоря уже	1	1
111	и вместе с	2	1
112	еще в году	2	1
113	те или иные	2	1
114	ничего общего с	2	1
115	вопрос о том	1	1
116	является для него	1	1
117	между ними нет	1	1
118	в каждой из	1	1
119	той или иной	1	1
120	что в своем	2	1
121	в новое время	1	1
122	том что и	1	1
123	в том смысле	1	1
124	мало чем отличается	1	1
125	мы только что	1	1
126	к тому же	5	1
127	эта не только	1	1
128	как мы знаем	2	1
