N	2gram	Bakhtin_Fr_5	Myshleni
1	в том	10	42
2	том что	7	35
3	с помощью	3	31
4	в процессе	1	27
5	таким образом	8	25
6	в этом	14	24
7	точки зрения	4	24
8	в качестве	2	21
9	и в	45	20
10	что в	12	19
11	в основе	4	17
12	то же	11	16
13	не только	14	15
14	то что	2	15
15	что они	1	14
16	мышления и	1	14
17	как мы	8	13
18	в их	4	12
19	при этом	2	12
20	может быть	2	12
21	потому что	7	12
22	с точки	2	11
23	в его	13	11
24	так же	8	11
25	этого слова	1	11
26	в целом	2	11
27	в истории	2	10
28	в себе	1	10
29	в отношении	2	10
30	того что	3	10
31	мы видим	5	10
32	только в	4	10
33	если мы	2	10
34	так как	6	10
35	того же	3	9
36	и другие	3	9
37	и как	5	9
38	как и	10	9
39	между тем	2	9
40	что и	7	9
41	тот же	1	9
42	как это	4	9
43	но и	10	9
44	было бы	2	8
45	тогда когда	1	8
46	и что	2	8
47	вместе с	3	8
48	и не	15	8
49	самом деле	5	7
50	в своей	3	7
51	и более	1	7
52	с другом	2	7
53	же самое	2	7
54	того чтобы	6	7
55	тем что	1	7
56	этом отношении	5	7
57	а не	4	7
58	как бы	12	7
59	друг с	2	7
60	же как	4	6
61	в самом	4	6
62	той же	4	6
63	и на	5	6
64	тому же	4	6
65	те же	1	6
66	с тем	2	6
67	мы видели	7	6
68	одного и	1	6
69	к тому	2	6
70	можно было	4	6
71	его в	5	6
72	что он	6	6
73	не может	5	6
74	слово в	1	6
75	сказать что	4	6
76	мы уже	4	5
77	как в	3	5
78	с этим	4	5
79	все же	2	5
80	перед нами	4	5
81	целый ряд	1	5
82	и к	5	5
83	все эти	5	5
84	мы обратимся	1	5
85	на то	1	5
86	одной и	1	5
87	это не	3	5
88	и того	1	5
89	и его	13	5
90	никогда не	1	5
91	так и	6	5
92	если бы	1	5
93	о том	4	5
94	мы можем	2	5
95	для того	6	5
96	в частности	1	5
97	слова и	2	5
98	тем же	1	4
99	в сущности	4	4
100	видим таким	1	4
101	в своем	11	4
102	нами в	1	4
103	как он	3	4
104	как они	3	4
105	и с	10	4
106	в ходе	1	4
107	и при	1	4
108	и той	1	4
109	которые в	1	4
110	не в	7	4
111	тому что	1	4
112	что с	1	4
113	становится возможным	2	4
114	роль в	2	4
115	на том	2	4
116	и только	2	4
117	словом и	3	4
118	является не	1	4
119	из них	1	4
120	друг друга	1	4
121	во всей	1	4
122	в области	1	4
123	по своему	4	4
124	обратимся к	1	4
125	и для	3	4
126	между ними	1	4
127	к этому	2	4
128	во всяком	1	4
129	почти всегда	3	3
130	не имеют	1	3
131	столь же	1	3
132	в чем	2	3
133	тем как	1	3
134	когда он	2	3
135	но в	14	3
136	в этой	6	3
137	на его	1	3
138	он пользуется	1	3
139	на этом	5	3
140	что все	2	3
141	со всеми	5	3
142	на все	2	3
143	ни в	3	3
144	мы говорили	2	3
145	нас к	1	3
146	не менее	3	3
147	что эта	2	3
148	же самую	1	3
149	понятия как	1	3
150	этого явления	1	3
151	и является	1	3
152	связи с	6	3
153	не могут	2	3
154	ничего общего	1	3
155	приводит к	1	3
156	и когда	1	3
157	развития и	1	3
158	и поэтому	1	3
159	и во	4	3
160	по двум	1	3
