N	2gram	Tiupa_Lite_2	Problemy
1	и в	19	35
2	как бы	2	31
3	и не	11	27
4	что он	3	24
5	в его	4	21
6	но в	2	19
7	как и	10	18
8	не может	9	18
9	о себе	3	17
10	в нем	3	16
11	то есть	5	16
12	то же	12	15
13	и все	1	15
14	в сущности	3	14
15	в этом	9	14
16	и его	3	14
17	для него	4	14
18	может быть	17	14
19	но и	10	14
20	он не	5	13
21	что я	2	13
22	с другим	2	13
23	и с	3	12
24	в другом	3	12
25	прежде всего	4	12
26	и к	2	12
27	в пределах	1	11
28	в то	9	11
29	слова и	7	11
30	самом деле	1	10
31	не только	8	10
32	не в	4	10
33	же время	9	10
34	героя и	1	10
35	то что	7	10
36	а я	1	10
37	на самом	1	9
38	самим собою	1	9
39	в отношении	1	9
40	я не	5	8
41	все же	2	8
42	как мы	1	8
43	так и	7	8
44	себя и	2	8
45	о мире	1	8
46	и для	3	8
47	потому что	2	8
48	еще не	2	7
49	себе и	3	7
50	и наконец	2	7
51	таким образом	1	7
52	для себя	2	7
53	и сам	2	7
54	вовсе не	2	7
55	так же	1	7
56	что же	1	7
57	точки зрения	4	7
58	с ним	2	7
59	а в	3	7
60	отношении к	1	7
61	отношению к	3	7
62	и на	6	6
63	он сам	1	6
64	но не	5	6
65	по отношению	4	6
66	в самом	1	6
67	в каждом	2	6
68	в слове	1	6
69	к тому	1	6
70	в одном	2	6
71	и что	2	6
72	слова в	1	6
73	и т.п	10	6
74	стремится к	1	6
75	но это	3	6
76	от него	1	6
77	не знает	2	6
78	что в	4	6
79	и то	3	5
80	как в	1	5
81	в себе	6	5
82	на протяжении	1	5
83	я все	3	5
84	он и	2	5
85	знает и	1	5
86	от себя	1	5
87	в конце	2	5
88	даже в	4	5
89	во внутренний	1	5
90	в том	10	5
91	так что	4	5
92	и даже	8	5
93	к своему	2	5
94	как к	3	5
95	героя в	2	5
96	он как	1	4
97	в мире	9	4
98	в чем	1	4
99	нет и	1	4
100	что это	1	4
101	и вот	1	4
102	его в	1	4
103	в них	2	4
104	рядом с	1	4
105	в своей	1	4
106	в такой	2	4
107	но он	1	4
108	никогда не	3	4
109	и без	2	4
110	во всем	1	4
111	как раз	2	4
112	той или	1	4
113	еще в	4	4
114	другого в	3	4
115	наконец в	2	4
116	все время	1	4
117	только на	1	4
118	так как	3	4
119	у него	2	4
120	тем что	4	4
121	или иной	1	4
122	с другой	8	4
123	и прежде	1	4
124	что не	2	4
125	до конца	2	4
126	а не	20	4
127	но как	2	4
128	в творчестве	1	4
129	это он	1	4
130	бы в	1	4
131	но зато	1	4
132	я в	7	4
133	тот же	2	4
134	что ты	2	4
135	себя как	2	3
136	если б	1	3
137	в чем-то	1	3
138	это и	1	3
139	за собой	1	3
140	обойтись без	1	3
141	он знает	1	3
142	ты как	1	3
143	в виду	2	3
144	бы то	1	3
145	во всех	3	3
146	а он	1	3
147	за пределы	1	3
148	стоит он	1	3
149	когда он	1	3
150	поэтому он	1	3
151	в целом	2	3
152	все эти	1	3
153	одно и	2	3
